_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Mon May 15 12:02:00 UTC 2017	992.0	1.185312768E9	1.8067656E7	74.0	2.5206784E7	252348.921875	123.0	7.7522944E8	42236.0546875	190.0	177.0	1.278365696E9	1.297276928E9	3565853.75	0.1014999970793724	0.23899999260902405	0.2357500046491623	0.3564999997615814	0.7890571355819702	600.0	46719.0	46419.0	2306.0	2407.0	1.0	4.0	0.0	0.0	3.58235068E8	3.75197925E8	9.0139621E7	8.1390748E7	8.5471368E7	8.3411046E7	1.15344505E8	6.1109363E7	6.1109363E7	6786446.0	9917946.0	
Mon May 15 12:01:00 UTC 2017	995.0	1.166118912E9	1.8232842E7	74.0	2.8184576E7	252348.921875	121.0	7.74627328E8	42236.0546875	200.0	174.0	1.278767104E9	1.297268736E9	3655506.5	0.10100000351667404	0.23199999332427979	0.24199999868869781	0.35249999165534973	0.7883790135383606	600.0	45105.0	44793.0	1966.0	2069.0	0.0	3.0	0.0	0.0	3.48635174E8	3.32310635E8	9.4666363E7	7.4990947E7	9.0855991E7	8.9479121E7	1.16584547E8	6.1060755E7	6.1060755E7	8414837.0	8662461.0	
Mon May 15 12:00:00 UTC 2017	994.0	1.18380544E9	1.799661E7	75.0	2.6681344E7	252399.578125	125.0	7.74742016E8	42236.0546875	191.0	177.0	1.277181952E9	1.29726464E9	3655506.5	0.09025000035762787	0.23025000095367432	0.2407499998807907	0.3582499921321869	0.8011524081230164	600.0	43465.0	43211.0	1639.0	1709.0	0.0	2.0	0.0	0.0	3.74288299E8	3.53731885E8	1.0179257E8	8.4999455E7	9.0346688E7	9.174743E7	1.17893304E8	6.1955693E7	6.1955693E7	8316583.0	7025269.0	
Mon May 15 11:59:00 UTC 2017	992.0	1.158991872E9	1.799661E7	73.0	2.5239552E7	251227.921875	128.0	7.7438976E8	40387.53125	189.0	178.0	1.27709184E9	1.298255872E9	3485021.5	0.09974999725818634	0.2317499965429306	0.27149999141693115	0.34575000405311584	0.8035914301872253	520.0	41813.0	41579.0	1354.0	1411.0	0.0	1.0	0.0	0.0	3.32559918E8	3.56193198E8	8.6965021E7	8.1764913E7	9.0617922E7	8.3676908E7	1.14073895E8	6.0209204E7	6.0209204E7	7308623.0	6637030.0	
Mon May 15 11:58:00 UTC 2017	981.0	1.178857472E9	1.4204451E7	71.0	2.5141248E7	251227.921875	125.0	7.7367296E8	40387.53125	179.0	176.0	1.277292544E9	1.297240064E9	3485021.5	0.10249999910593033	0.2329999953508377	0.2290000021457672	0.3540000021457672	0.8028247356414795	520.0	40090.0	39865.0	1130.0	1187.0	0.0	0.0	0.0	0.0	2.95454187E8	2.98747549E8	6.9300944E7	8.3027033E7	7.7851553E7	7.7405213E7	1.08142232E8	5.6527335E7	5.6527335E7	6176028.0	7731543.0	
Mon May 15 11:57:00 UTC 2017	978.0	1.18247424E9	1.4204451E7	72.0	2.506752E7	250124.609375	127.0	7.73505024E8	40387.53125	179.0	170.0	1.273856E9	1.295433728E9	3485021.5	0.09574999660253525	0.21899999678134918	0.2397499978542328	0.3440000116825104	0.8008984923362732	520.0	38465.0	38255.0	920.0	968.0	0.0	0.0	0.0	0.0	3.03911719E8	2.9565485E8	7.675117E7	8.5693659E7	7.2167522E7	7.2341008E7	1.10409731E8	5.9425455E7	5.9425455E7	6798784.0	7932542.0	
Mon May 15 11:56:00 UTC 2017	959.0	1.143242752E9	1.4204451E7	70.0	2.5018368E7	249151.5	125.0	7.73107712E8	30228.92578125	173.0	174.0	1.274494976E9	1.295732736E9	3309274.5	0.10275000333786011	0.2252500057220459	0.3005000054836273	0.3402499854564667	0.7976076602935791	438.0	36851.0	36662.0	809.0	858.0	0.0	0.0	0.0	0.0	2.4115054E8	2.2479903E8	6.0192703E7	6.5175354E7	6.1100989E7	5.8688713E7	1.06483946E8	5.484972E7	5.484972E7	5630837.0	6023746.0	
Mon May 15 11:55:00 UTC 2017	945.0	1.185132544E9	1.4204451E7	70.0	2.510848E7	240757.328125	127.0	7.77719808E8	30228.92578125	153.0	153.0	1.27449088E9	1.295433728E9	3117386.0	0.1237500011920929	0.2175000011920929	0.35624998807907104	0.33675000071525574	0.7970547676086426	438.0	35264.0	35095.0	680.0	711.0	0.0	0.0	0.0	0.0	2.76368006E8	2.83267126E8	6.7905686E7	6.4054852E7	7.8914847E7	7.3220365E7	1.05903551E8	5.4452302E7	5.4452302E7	5984550.0	7773657.0	
Mon May 15 11:54:00 UTC 2017	889.0	1.183137792E9	1.4204451E7	57.0	2.5276416E7	203341.90625	102.0	7.92150016E8	30228.92578125	149.0	139.0	1.275138048E9	1.294045184E9	2684020.5	0.10300000011920929	0.20000000298023224	0.3529999852180481	0.27900001406669617	0.8005418181419373	438.0	33710.0	33538.0	624.0	653.0	0.0	0.0	0.0	0.0	2.05248416E8	2.12075725E8	6.0097595E7	6.9350023E7	6.1411288E7	5.9991618E7	1.02181623E8	4.9183162E7	4.9183162E7	6825675.0	5832242.0	
Mon May 15 11:53:00 UTC 2017	745.0	1.167396864E9	1.4204451E7	66.0	2.5194496E7	225267.34375	111.0	8.17881088E8	33935.015625	144.0	142.0	1.270575104E9	1.294659584E9	2853894.25	0.09324999898672104	0.2017499953508377	0.48500001430511475	0.29774999618530273	0.8005134463310242	382.0	33710.0	33538.0	624.0	653.0	0.0	0.0	0.0	0.0	2.04158913E8	2.02349571E8	6.3315832E7	6.7096121E7	5.8362646E7	6.7430519E7	1.0111848E8	4.5386346E7	4.5386346E7	6875826.0	6038310.0	
Mon May 15 11:52:00 UTC 2017	798.0	1.129365504E9	1.4204451E7	64.0	2.3781376E7	215321.96875	114.0	8.24676352E8	33935.015625	147.0	134.0	1.271504896E9	1.295269888E9	2853894.25	0.10074999928474426	0.18299999833106995	0.47049999237060547	0.28949999809265137	0.79486483335495	382.0	32528.0	32352.0	292.0	328.0	0.0	0.0	0.0	0.0	2.12220208E8	2.22427827E8	9.9566974E7	8.7193957E7	8.9351338E7	7.8127512E7	1.03041537E8	4.5754483E7	4.5754483E7	2.0221209E7	7818083.0	
Mon May 15 11:51:00 UTC 2017	700.0	1.15347456E9	1.5540768E7	55.0	2.2196224E7	197054.71875	100.0	8.24762368E8	33935.015625	130.0	133.0	1.27033344E9	1.29533952E9	2853894.25	0.09099999815225601	0.20149999856948853	0.46424999833106995	0.27125000953674316	0.7968145608901978	382.0	31127.0	30931.0	166.0	214.0	0.0	0.0	0.0	0.0	2.05649923E8	2.06795275E8	6.012876E7	6.4814508E7	6.3822018E7	8.3133617E7	1.0112106E8	3.8813976E7	3.8813976E7	8373248.0	7920016.0	
