_DATE,cpuusage_middle,memusage_middle,network_middle,cpuusage_server,memusage_server,network_server,cpuusage_cassandra,memusage_cassandra,network_cassandra,cpuusage_edge1,cpuusage_edge2,memusage_edge1,memusage_edge2,network_edge1,network_edge2,nodecpu61,nodecpu62,nodecpu63,nodecpu64,nodemem64,locustusers,status_200_count1,status_200_count2,status_500_count1,status_500_count2,status_0_count1,status_0_count2,status_other_count1,status_other_count2,percentile_viewfeedresponsetime_edge1,percentile_viewfeedresponsetime_edge2,percentile_addfeedresponsetime_edge1,percentile_addfeedresponsetime_edge2,percentile_deletefeedresponsetime_edge1,percentile_deletefeedresponsetime_edge2,percentile_fetch_middle,percentile_fetchfeeds_middle,percentile_fetchfeeds_middle,percentile_sub_middle,percentile_unsub_middle
Mon May 01 14:29:00 UTC 2017,993,1365987328,19816508,85,31547392,221599.390625,143,851316736,44066.48828125,179,186,1120780288,1140137984,3907658.75,,0.095250003039837,0.130500003695488,0.199750006198883,0.487250000238419,0.928837478160858,600,55018,55110,2238,2154,11,13,0,0,230758764,223713167,111143154,140110853,102121486,110643443,145852034,59283559,59283559,6686353,7122952
Mon May 01 14:28:00 UTC 2017,995,1360695296,19816508,83,30683136,220720.640625,147,850980864,44194.81640625,179,183,1120780288,1139736576,3952945.25,,0.099250003695488,0.125249996781349,0.187000006437302,0.478749990463257,0.927830576896668,600,53277,53377,2004,1917,5,9,0,0,228877245,246062446,116937971,141409552,131516986,133199817,155048533,59505625,59505625,7646138,6628725
Mon May 01 14:27:00 UTC 2017,986,1356853248,19816508,84,30752768,222511.96875,145,850550784,45545.421875,179,182,1122189312,1140776960,3952945.25,,0.100000001490116,0.132750004529953,0.196250006556511,0.481750011444092,0.930003881454468,600,51511,51658,1773,1665,5,7,0,0,221249203,221689820,108858319,108623329,108910592,110088661,146126025,58421123,58421123,5752199,6954317
Mon May 01 14:26:00 UTC 2017,986,1354166272,20097478,84,30785536,220720.859375,145,850444288,44761.78125,179,183,1121878016,1140760576,3886437.25,,0.105250000953674,0.128499999642372,0.211750000715256,0.465750008821487,0.928934872150421,557,49756,49931,1535,1444,4,6,0,0,203847198,207910191,93552198,101774742,104150066,94637582,129155998,56635702,56635702,6299573,5886950
Mon May 01 14:25:00 UTC 2017,983,1348407296,20097478,84,30748672,223092.046875,144,849969152,44761.78125,180,185,1121013760,1140654080,3886437.25,,0.096249997615814,0.132249996066093,0.186499997973442,0.477250009775162,0.93024218082428,557,47958,48123,1361,1265,2,6,0,0,206130313,204290623,89364828,99669519,105356843,106883083,125647594,55938602,55938602,5311732,5473447
Mon May 01 14:24:00 UTC 2017,991,1346392064,20097478,83,29995008,223092.046875,146,849244160,45039.953125,178,184,1121738752,1140854784,3886437.25,,0.115500003099442,0.128000006079674,0.192249998450279,0.484750002622604,0.92938107252121,557,46149,46316,1186,1107,2,4,0,0,220757732,215836506,103581860,125123019,95447138,102549767,140650441,57470013,57470013,6163103,5280756
Mon May 01 14:23:00 UTC 2017,983,1342705664,20097478,82,29999104,218319.421875,148,848912384,45039.953125,175,183,1121710080,1140789248,3886437.25,,0.109499998390675,0.133249998092651,0.1875,0.46450001001358,0.928442656993866,535,44399,44544,970,901,1,3,0,0,210743836,201865901,104866007,83945303,110341080,96751546,126639150,55577501,55577501,5899366,5928132
Mon May 01 14:22:00 UTC 2017,976,1337057280,20097478,82,29995008,216705.3125,149,848416768,45039.953125,172,183,1121730560,1140621312,3886437.25,,0.093249998986721,0.127499997615814,0.200499996542931,0.46875,0.927562952041626,535,42587,42733,804,742,1,1,0,0,205451422,198079412,83982020,94257759,85311521,100737111,122492016,55507220,55507220,5884810,6208402
Mon May 01 14:21:00 UTC 2017,978,1335181312,20097478,81,30814208,216705.3125,149,848109568,42722.0625,172,185,1121120256,1139949568,3678691.5,,0.104500003159046,0.134499996900559,0.184000000357628,0.474999994039535,0.926970899105072,535,40755,40933,640,572,0,0,0,0,188189284,190371726,76600811,87038676,84484927,75248928,117208291,53228364,53228364,5141303,5344125
Mon May 01 14:20:00 UTC 2017,975,1329926144,19755826,81,30040064,216705.3125,149,847491072,42722.0625,173,185,1120124928,1140465664,3678691.5,,0.096249997615814,0.129250004887581,0.190750002861023,0.467000007629395,0.926390171051025,485,38954,39115,539,485,0,0,0,0,182571336,192615513,72217596,81340013,84805382,71706051,116383092,52801155,52801155,6215402,4526900
Mon May 01 14:19:00 UTC 2017,972,1327726592,19264198,79,29790208,204072.40625,141,847118336,42722.0625,165,180,1119739904,1140211712,3678691.5,,0.094750002026558,0.128749996423721,0.257750004529953,0.45550000667572,0.924322009086609,485,37175,37320,407,370,0,0,0,0,182109962,190030856,82292070,73004144,79373159,82475464,115945517,52111140,52111140,5270036,4738310
Mon May 01 14:18:00 UTC 2017,957,1321832448,16620150,79,30175232,204072.40625,146,846831616,42588.8671875,168,180,1119830016,1138130944,3446978.75,,0.093999996781349,0.127250000834465,0.185499995946884,0.462749987840652,0.92309445142746,485,35399,35511,289,282,0,0,0,0,197186937,192792799,81008915,72398511,76685894,92706716,121246411,53685298,53685298,5338631,5112759
Mon May 01 14:17:00 UTC 2017,939,1318137856,16620150,74,30031872,178528.828125,148,846299136,36730.14453125,164,171,1118978048,1139130368,3446978.75,,0.104000002145767,0.118500001728535,0.182750001549721,0.434749990701675,0.922326743602753,447,33726,33799,191,207,0,0,0,0,164003842,170788604,53824095,50495921,61076854,52196053,106862622,45976952,45976952,4481908,4282569
Mon May 01 14:16:00 UTC 2017,902,1316438016,16620150,68,29208576,178528.828125,145,846012416,36730.14453125,146,157,1118973952,1138917376,3221390.75,,0.089749999344349,0.123250000178814,0.167999997735024,0.416249990463257,0.923644840717316,447,32023,32100,135,147,0,0,0,0,177171726,173046715,62179240,57271680,61461926,61642488,109997860,47101191,47101191,4455374,4710811
Mon May 01 14:15:00 UTC 2017,834,1312768000,16620150,67,27697152,178687.328125,142,845639680,36730.14453125,145,151,1119604736,1137786880,3221390.75,,0.116999998688698,0.125499993562698,0.170000001788139,0.404749989509582,0.920673489570618,447,30340,30407,78,79,0,0,0,0,99209785,101327281,27973008,29072611,29696039,30447469,83213793,19635623,19635623,3201269,2857568
Mon May 01 14:14:00 UTC 2017,831,1312997376,16356718,67,27631616,177223.765625,142,845324288,36617.57421875,145,153,1118699520,1137790976,3221390.75,,0.096500001847744,0.121749997138977,0.167250007390976,0.404000014066696,0.929497539997101,372,28854,28921,57,62,0,0,0,0,97285978,93486273,27664431,26266451,27889324,30935519,78868323,17244275,17244275,2896516,2947504
Mon May 01 14:13:00 UTC 2017,827,1312636928,16356718,66,27791360,177223.765625,144,844996608,36617.57421875,145,151,1119780864,1137864704,3221390.75,,0.087250001728535,0.122749999165535,0.159500002861023,0.399500012397766,0.92934238910675,372,27388,27457,49,61,0,0,0,0,103963748,107948457,34983036,36169674,31297191,27411100,86728309,20619569,20619569,3111544,3059332
Mon May 01 14:12:00 UTC 2017,818,1312755712,16356718,67,27656192,173582.234375,143,844713984,36399.28125,148,155,1119862784,1138008064,3257349.5,,0.095749996602535,0.124499998986721,0.167999997735024,0.407750010490418,0.929166257381439,372,25924,25989,44,52,0,0,0,0,91594809,86146580,26842819,19758933,27894787,20794038,72646416,16974948,16974948,2755361,2668745
Mon May 01 14:11:00 UTC 2017,825,1312759808,16356718,67,27533312,172411.609375,142,844460032,36399.28125,145,151,1118990336,1138020352,3257349.5,,0.093999996781349,0.121250003576279,0.166749998927116,0.41075000166893,0.930874824523926,371,24461,24526,43,44,0,0,0,0,112221983,102558205,28582199,32041946,30643979,28313817,87234366,20589613,20589613,3075810,3118694
Mon May 01 14:10:00 UTC 2017,833,1312432128,16356718,68,27619328,172411.609375,139,843907072,36078.67578125,147,153,1120071680,1138106368,3257349.5,,0.093999996781349,0.117749996483326,0.179749995470047,0.40650001168251,0.93068790435791,371,23011,23068,31,33,0,0,0,0,82276470,83944145,23767944,18255332,19154983,16282948,67133532,13571167,13571167,2507472,2421843
Mon May 01 14:09:00 UTC 2017,833,1312354304,16356718,68,29773824,172411.609375,139,843575296,35893.71875,147,152,1119162368,1138364416,3257349.5,,0.094499997794628,0.12049999833107,0.166250005364418,0.412750005722046,0.932295680046082,371,21553,21597,28,33,0,0,0,0,108826281,110132207,37556277,31702354,34168281,34544049,89347136,20860871,20860871,2889679,2749458
Mon May 01 14:08:00 UTC 2017,817,1312428032,15758420,66,26861568,170388.640625,143,843243520,35823.26953125,148,145,1119252480,1138196480,3248224,,0.097499996423721,0.126499995589256,0.160500004887581,0.389750003814697,0.930902719497681,363,20105,20164,26,30,0,0,0,0,115243135,112261872,34992712,39007920,40688561,39159308,88816402,22833439,22833439,3299436,2825721
Mon May 01 14:07:00 UTC 2017,796,1312391168,14872973,62,28377088,160836.90625,134,842956800,33089.19921875,138,140,1118941184,1138245632,2931238.75,,0.088500000536442,0.114749997854233,0.154499992728233,0.388999998569488,0.930166363716126,363,18682,18722,17,23,0,0,0,0,96893750,90104613,22763902,22988967,29397444,23009059,73642645,16785345,16785345,3010902,2804994
Mon May 01 14:06:00 UTC 2017,764,1312243712,14690931,60,26910720,156605.5625,134,842739712,33089.19921875,133,138,1119842304,1138036736,2931238.75,,0.092249996960163,0.119249999523163,0.165500000119209,0.375750005245209,0.929790616035461,363,17257,17271,14,21,0,0,0,0,94991197,97091596,28929481,22931298,25279677,25164847,76116514,17074023,17074023,2562910,2525863
Mon May 01 14:05:00 UTC 2017,746,1312063488,14645980,57,26013696,109624.6171875,132,842309632,33931.546875,134,135,1118932992,1138155520,2931238.75,,0.124499998986721,0.114249996840954,0.152500003576279,0.359499990940094,0.929596364498138,334,15927,15946,6,15,0,0,0,0,82521742,71716215,13670360,13456456,13148885,15251129,60300737,12469698,12469698,2581721,2350561
Mon May 01 14:04:00 UTC 2017,730,1312202752,13622926,55,26800128,109624.6171875,127,841953280,31399.646484375,128,123,1118932992,1138216960,2765408.5,,0.086249999701977,0.117749996483326,0.148000001907349,0.358500003814697,0.929385006427765,334,14622,14637,5,15,0,0,0,0,83267898,72582775,14270184,15143432,17304481,9036669,60895176,12081375,12081375,2460875,2603743
Mon May 01 14:03:00 UTC 2017,688,1312129024,13406641,54,25968640,109624.6171875,128,841703424,31399.646484375,127,124,1120018432,1138274304,2765408.5,,0.095499999821186,0.11599999666214,0.144500002264977,0.347000002861023,0.929249942302704,334,13292,13305,5,15,0,0,0,0,69569145,67103914,14659450,12667196,11170922,7927372,52717896,10821047,10821047,2332842,2175400
Mon May 01 14:02:00 UTC 2017,678,1312358400,10664143,49,26705920,109624.6171875,129,841453568,24061.3046875,121,114,1120165888,1138360320,2132061,,0.095250003039837,0.109499998390675,0.145750001072884,0.326999992132187,0.92917263507843,310,12052,12081,5,15,0,0,0,0,57413207,52235679,7922040,5449065,6307105,5591679,41874027,9915710,9915710,2070701,2027039
Mon May 01 14:01:00 UTC 2017,623,1312354304,10664143,41,25939968,109624.6171875,106,841207808,24061.3046875,98,92,1119252480,1138446336,2132061,,0.077500000596047,0.100749999284744,0.155750006437302,0.277500003576279,0.929023385047913,310,10821,10841,5,15,0,0,0,0,54227810,54225206,6849780,5259362,5908396,5457567,40123721,9110098,9110098,1878587,2209023
Mon May 01 14:00:00 UTC 2017,516,1312325632,10664143,42,25894912,109624.6171875,106,840933376,24061.3046875,97,94,1119338496,1138442240,2148431,,0.087750002741814,0.106250002980232,0.124250002205372,0.280499994754791,0.928926050662994,310,9588,9628,5,15,0,0,0,0,44994418,42075862,4415609,5554419,8672123,5375236,32854377,6923282,6923282,1815257,1707489
Mon May 01 13:59:00 UTC 2017,536,1312833536,10523799,43,25907200,109624.6171875,105,840663040,23956.244140625,96,99,1120415744,1138651136,2148431,,0.092749997973442,0.097000002861023,0.122500002384186,0.28999999165535,0.92878270149231,226,8637,8694,0,6,0,0,0,0,46198492,39305465,5186001,5235263,4725908,4415544,33250916,7137094,7137094,1616030,1816509
Mon May 01 13:58:00 UTC 2017,535,1312956416,10523799,43,25907200,109624.6171875,106,840482816,21428.462890625,98,99,1119510528,1138614272,2148431,,0.086000002920628,0.105250000953674,0.123750001192093,0.289249986410141,0.928664267063141,226,7747,7791,0,6,0,0,0,0,49767073,46853954,7664282,5310403,6456210,8955259,37364288,7911093,7911093,1890948,2220759
Mon May 01 13:57:00 UTC 2017,538,1312927744,10523799,44,26021888,86484.53125,104,840269824,21428.462890625,100,99,1119596544,1138831360,2123433.25,,0.07575000077486,0.103500001132488,0.124250002205372,0.292750000953674,0.930506408214569,226,6860,6903,0,6,0,0,0,0,43777301,39673003,5321559,4956546,5299137,4803166,31701144,6855765,6855765,1801427,1922051
Mon May 01 13:56:00 UTC 2017,541,1312743424,10037766,40,26054656,86484.53125,104,840089600,21428.462890625,94,97,1119940608,1139818496,1999116.375,,0.089500002563,0.094250001013279,0.121749997138977,0.28150001168251,0.928596258163452,227,5964,5987,0,6,0,0,0,0,52631078,44579175,6716069,5743214,8784386,6455903,35558081,7641102,7641102,1837056,1993019
Mon May 01 13:55:00 UTC 2017,512,1312296960,8773113,36,26730496,86484.53125,91,839778304,21428.462890625,82,82,1119768576,1139875840,646066.6875,,0.10724999755621,0.101750001311302,0.123250000178814,0.256749987602234,0.92844021320343,227,5063,5077,0,0,0,0,0,0,39224492,35764315,4789127,4465371,5779263,4220137,30048804,6817232,6817232,1711836,1640538
Mon May 01 13:54:00 UTC 2017,449,1312509952,6852686,32,26042368,86484.53125,89,839536640,21211.00390625,78,73,1120849920,1139916800,646066.6875,,0.073749996721745,0.092500001192093,0.116999998688698,0.239250004291534,0.928382933139801,227,4168,4169,0,0,0,0,0,0,44344183,39183273,5501279,5443901,5516353,4048182,32109488,6779589,6779589,1786148,1549978
Mon May 01 13:53:00 UTC 2017,404,1312481280,6852686,27,26218496,73300.1953125,86,839385088,21211.00390625,72,65,1119940608,1140051968,646066.6875,,0.086499996483326,0.088500000536442,0.112999998033047,0.213750004768372,0.928304195404053,193,3394,3379,0,0,0,0,0,0,40644267,35622153,5128543,4603812,4386892,4824655,29406215,6119758,6119758,1791173,1675885
