_DATE	host	cpuusage	memusage	nodecpu	locustusers	
2017-03-12-11:30:00	middletier-2vpks	157.0	8.536064E8	0.9927499890327454	500.0	
2017-03-12-11:30:00	middletier-2vpks	157.0	8.536064E8	0.9927499890327454	500.0	
2017-03-12-11:29:00	middletier-2vpks	152.0	8.40572928E8	0.9925000071525574	500.0	
2017-03-12-11:29:00	middletier-2vpks	152.0	8.40572928E8	0.9925000071525574	500.0	
2017-03-12-11:28:00	middletier-2vpks	150.0	8.24205312E8	0.9922500252723694	500.0	
2017-03-12-11:28:00	middletier-2vpks	150.0	8.24205312E8	0.9922500252723694	500.0	
2017-03-12-11:27:00	middletier-2vpks	185.0	8.09623552E8	0.9925000071525574	433.0	
2017-03-12-11:27:00	middletier-2vpks	185.0	8.09623552E8	0.9925000071525574	433.0	
2017-03-12-11:26:00	middletier-2vpks	163.0	7.92551424E8	0.9925000071525574	433.0	
2017-03-12-11:26:00	middletier-2vpks	163.0	7.92551424E8	0.9925000071525574	433.0	
2017-03-12-11:25:00	middletier-2vpks	192.0	7.72386816E8	0.9925000071525574	433.0	
2017-03-12-11:25:00	middletier-2vpks	192.0	7.72386816E8	0.9925000071525574	433.0	
2017-03-12-11:24:00	middletier-2vpks	176.0	7.59042048E8	0.9925000071525574	366.0	
2017-03-12-11:24:00	middletier-2vpks	176.0	7.59042048E8	0.9925000071525574	366.0	
2017-03-12-11:23:00	middletier-2vpks	163.0	7.4647552E8	0.9922500252723694	359.0	
2017-03-12-11:23:00	middletier-2vpks	163.0	7.4647552E8	0.9922500252723694	359.0	
2017-03-12-11:22:00	middletier-2vpks	165.0	7.31394048E8	0.9922500252723694	359.0	
2017-03-12-11:22:00	middletier-2vpks	165.0	7.31394048E8	0.9922500252723694	359.0	
2017-03-12-11:21:00	middletier-2vpks	168.0	7.0262784E8	0.9927499890327454	450.0	
2017-03-12-11:21:00	middletier-2vpks	168.0	7.0262784E8	0.9927499890327454	450.0	
2017-03-12-11:20:00	middletier-2vpks	168.0	6.83401216E8	0.9925000071525574	450.0	
2017-03-12-11:20:00	middletier-2vpks	168.0	6.83401216E8	0.9925000071525574	450.0	
2017-03-12-11:19:00	middletier-2vpks	164.0	6.66595328E8	0.9922500252723694	450.0	
2017-03-12-11:19:00	middletier-2vpks	164.0	6.66595328E8	0.9922500252723694	450.0	
2017-03-12-11:18:00	middletier-2vpks	175.0	6.48159232E8	0.9917500019073486	200.0	
2017-03-12-11:18:00	middletier-2vpks	175.0	6.48159232E8	0.9917500019073486	200.0	
2017-03-12-11:17:00	middletier-2vpks	199.0	6.21654016E8	0.9925000071525574	200.0	
2017-03-12-11:17:00	middletier-2vpks	199.0	6.21654016E8	0.9925000071525574	200.0	
2017-03-12-11:16:00	middletier-2vpks	194.0	5.92297984E8	0.9919999837875366	200.0	
2017-03-12-11:16:00	middletier-2vpks	194.0	5.92297984E8	0.9919999837875366	200.0	
2017-03-12-11:15:00	middletier-2vpks	203.0	5.61119232E8	0.9915000200271606	225.0	
2017-03-12-11:15:00	middletier-2vpks	203.0	5.61119232E8	0.9915000200271606	225.0	
2017-03-12-11:14:00	middletier-2vpks	228.0	5.24406784E8	0.9919999837875366	225.0	
2017-03-12-11:14:00	middletier-2vpks	228.0	5.24406784E8	0.9919999837875366	225.0	
2017-03-12-11:13:00	middletier-2vpks	176.0	4.96799744E8	0.0	225.0	
2017-03-12-11:13:00	middletier-2vpks	176.0	4.96799744E8	0.0	225.0	
2017-03-12-11:12:00	middletier-2vpks	7.0	4.4900352E8	0.9927499890327454	200.0	
2017-03-12-11:12:00	middletier-2vpks	7.0	4.4900352E8	0.9927499890327454	200.0	
2017-03-12-11:09:00	middletier-2vpks	230.0	4.35093504E8	0.9927499890327454	150.0	
2017-03-12-11:09:00	middletier-2vpks	230.0	4.35093504E8	0.9927499890327454	150.0	
2017-03-12-11:08:00	middletier-2vpks	216.0	4.2590208E8	0.9925000071525574	150.0	
2017-03-12-11:08:00	middletier-2vpks	216.0	4.2590208E8	0.9925000071525574	150.0	
2017-03-12-11:07:00	middletier-2vpks	215.0	4.2473472E8	0.9929999709129333	150.0	
2017-03-12-11:07:00	middletier-2vpks	215.0	4.2473472E8	0.9929999709129333	150.0	
2017-03-12-11:06:00	middletier-2vpks	210.0	4.15895552E8	0.9932500123977661	100.0	
2017-03-12-11:06:00	middletier-2vpks	210.0	4.15895552E8	0.9932500123977661	100.0	
2017-03-12-11:05:00	middletier-2vpks	179.0	4.0835072E8	0.9934999942779541	50.0	
