('profile: ', [(0, 3), (30, 3), (90, 3), (125, 3), (170, 3), (198, 3), (267, 3), (344, 3), (382, 3), (388, 3), (442, 3), (480, 3), (532, 3), (534, 3), (540, 3), (600, 3)])
('2017-05-15 03:47:55', 1494820075, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 03:50:55', 1494820255, 'Users=', 30, 'Duration=', 3, 'min')
('2017-05-15 03:53:55', 1494820435, 'Users=', 90, 'Duration=', 3, 'min')
('2017-05-15 03:56:55', 1494820615, 'Users=', 125, 'Duration=', 3, 'min')
('2017-05-15 03:59:55', 1494820795, 'Users=', 170, 'Duration=', 3, 'min')
('2017-05-15 04:02:55', 1494820975, 'Users=', 198, 'Duration=', 3, 'min')
('2017-05-15 04:05:56', 1494821156, 'Users=', 267, 'Duration=', 3, 'min')
('2017-05-15 04:08:56', 1494821336, 'Users=', 344, 'Duration=', 3, 'min')
('2017-05-15 04:11:56', 1494821516, 'Users=', 382, 'Duration=', 3, 'min')
('2017-05-15 04:14:56', 1494821696, 'Users=', 388, 'Duration=', 3, 'min')
('2017-05-15 04:17:56', 1494821876, 'Users=', 442, 'Duration=', 3, 'min')
('2017-05-15 04:20:56', 1494822056, 'Users=', 480, 'Duration=', 3, 'min')
('2017-05-15 04:23:56', 1494822236, 'Users=', 532, 'Duration=', 3, 'min')
('2017-05-15 04:26:56', 1494822416, 'Users=', 534, 'Duration=', 3, 'min')
('2017-05-15 04:29:56', 1494822596, 'Users=', 540, 'Duration=', 3, 'min')
('2017-05-15 04:32:57', 1494822777, 'Users=', 600, 'Duration=', 3, 'min')
