Sun Apr 23 18:52:00 CEST 2017	35.0	null	null	null	null	null	null	null	null	null	null	null	null	3.0	null	null	null	null	null	null	null	null	null	5.107671139108911E7	null	
Sun Apr 23 18:53:00 CEST 2017	11.0	6.20498944E8	1.0	2.4223744E7	10.0	14.0	5.06187776E8	5.50330368E8	0.0	0.06875000149011612	0.06750000268220901	0.9867500066757202	0.9182374477386475	3.0	18.0	0.0	0.0	0.0	10.0	0.0	0.0	null	null	4.2475831532608695E7	null	
Sun Apr 23 18:54:00 CEST 2017	13.0	6.05642752E8	0.0	2.4223744E7	3.0	14.0	5.06187776E8	5.50514688E8	0.0	0.057750001549720764	0.05849999934434891	0.9882500171661377	0.9165244698524475	3.0	33.0	0.0	0.0	0.0	19.0	0.0	0.0	null	null	5.532418019565217E7	null	
Sun Apr 23 18:55:00 CEST 2017	23.0	5.9314176E8	0.0	2.4231936E7	8.0	14.0	5.06187776E8	5.50309888E8	0.0	0.06825000047683716	0.054999999701976776	0.9877499938011169	0.915092408657074	5.0	48.0	0.0	0.0	0.0	19.0	0.0	0.0	null	null	6.1559616532608695E7	null	
Sun Apr 23 18:56:00 CEST 2017	27.0	5.73444096E8	0.0	2.4231936E7	3.0	14.0	5.06187776E8	5.501952E8	0.0	0.06599999964237213	0.05249999836087227	0.9877499938011169	0.9127023220062256	5.0	73.0	0.0	0.0	0.0	29.0	0.0	0.0	null	null	6.039260026984127E7	null	
Sun Apr 23 18:57:00 CEST 2017	27.0	5.42261248E8	1.0	2.4231936E7	8.0	14.0	5.06187776E8	5.56068864E8	0.0	0.0625	0.05375000089406967	0.9872499704360962	0.9090939164161682	5.0	96.0	0.0	0.0	0.0	44.0	0.0	0.0	null	null	5.711615746376812E7	null	
Sun Apr 23 18:58:00 CEST 2017	20.0	5.17382144E8	1.0	2.4231936E7	5.0	14.0	5.06187776E8	5.56101632E8	0.0	0.06400000303983688	0.052000001072883606	0.9872499704360962	0.906216025352478	10.0	121.0	0.0	0.0	0.0	62.0	0.0	0.0	null	null	3.775464682278481E7	null	
Sun Apr 23 18:59:00 CEST 2017	38.0	5.01805056E8	0.0	2.4231936E7	4.0	14.0	5.06187776E8	5.5609344E8	0.0	0.07249999791383743	0.04774999991059303	0.9872499704360962	0.9045119285583496	10.0	162.0	0.0	0.0	0.0	87.0	0.0	0.0	null	null	5.1129754057142854E7	null	
Sun Apr 23 19:00:00 CEST 2017	51.0	4.76106752E8	1.0	2.4231936E7	8.0	14.0	5.06187776E8	5.56040192E8	0.0	0.06274999678134918	0.057999998331069946	0.9857500195503235	0.9002591371536255	10.0	201.0	0.0	0.0	0.0	126.0	0.0	0.0	null	null	5.392639852205882E7	null	
Sun Apr 23 19:01:00 CEST 2017	42.0	4.40090624E8	1.0	2.4231936E7	8.0	14.0	5.06187776E8	5.59276032E8	0.0	0.0742499977350235	0.05324999988079071	0.9854999780654907	0.8972320556640625	20.0	249.0	0.0	0.0	0.0	164.0	0.0	0.0	null	null	4.544598104333334E7	null	
Sun Apr 23 19:02:00 CEST 2017	72.0	4.19446784E8	1.0	2.4231936E7	9.0	14.0	5.06187776E8	5.60201728E8	0.0	0.06525000184774399	0.05525000020861626	0.9857500195503235	0.894866406917572	20.0	325.0	0.0	0.0	0.0	221.0	0.0	0.0	null	null	3.5235565996031746E7	null	
Sun Apr 23 19:03:00 CEST 2017	83.0	4.05225472E8	2.0	2.4231936E7	15.0	14.0	5.06187776E8	5.59808512E8	0.0	0.0767500028014183	0.06475000083446503	0.9837499856948853	0.8936495780944824	20.0	402.0	0.0	0.0	0.0	299.0	0.0	0.0	null	null	5.0523230814E7	null	
Sun Apr 23 19:04:00 CEST 2017	92.0	4.16272384E8	3.0	2.4231936E7	16.0	14.0	5.06187776E8	5.6049664E8	0.0	0.08349999785423279	0.0572500005364418	0.9827499985694885	0.8952921032905579	50.0	506.0	0.0	0.0	0.0	380.0	0.0	0.0	null	null	6.892029003145695E7	null	
Sun Apr 23 19:05:00 CEST 2017	191.0	4.35474432E8	4.0	2.4231936E7	16.0	14.0	5.06187776E8	5.75000576E8	0.0	0.07400000095367432	0.05824999883770943	0.9817500114440918	0.9008501768112183	50.0	708.0	0.0	0.0	0.0	504.0	3.0	0.0	null	null	5.071415377272727E7	null	
Sun Apr 23 19:06:00 CEST 2017	199.0	4.7200256E8	7.0	2.510848E7	40.0	14.0	5.06187776E8	5.94518016E8	0.0	0.1042499989271164	0.06875000149011612	0.9760000109672546	0.9043509364128113	50.0	902.0	0.0	0.0	0.0	697.0	3.0	0.0	null	null	6.384053470883882E7	null	
Sun Apr 23 19:07:00 CEST 2017	193.0	5.08104704E8	9.0	2.5890816E7	46.0	14.0	5.06187776E8	5.78555904E8	0.0	0.09650000184774399	0.06875000149011612	0.9750000238418579	0.9086530804634094	100.0	1143.0	5.0	0.0	0.0	898.0	3.0	0.0	null	null	6.014326442093023E7	null	
Sun Apr 23 19:08:00 CEST 2017	293.0	5.40975104E8	9.0	2.5903104E7	38.0	14.0	5.06187776E8	5.49527552E8	0.0	0.10050000250339508	0.07575000077486038	0.9739999771118164	0.9134460091590881	100.0	1531.0	6.0	0.0	0.0	1170.0	9.0	0.0	null	null	5.7998835342811376E7	null	
Sun Apr 23 19:09:00 CEST 2017	356.0	6.11528704E8	14.0	2.668544E7	63.0	14.0	5.06187776E8	4.8197632E8	0.0	0.11749999970197678	0.09000000357627869	0.9645000100135803	0.9221912026405334	100.0	1913.0	6.0	0.0	0.0	1558.0	11.0	0.0	null	null	1.04074389984375E8	null	
Sun Apr 23 19:10:00 CEST 2017	334.0	6.96971264E8	17.0	2.7475968E7	63.0	14.0	5.06187776E8	4.19622912E8	0.0	0.13099999725818634	0.09425000101327896	0.9614999890327454	0.9324243068695068	150.0	2334.0	14.0	0.0	0.0	1940.0	11.0	0.0	null	null	8.355945840321285E7	null	
Sun Apr 23 19:11:00 CEST 2017	372.0	7.8084096E8	19.0	2.7049984E7	72.0	14.0	5.06187776E8	3.86023424E8	0.0	0.12349999696016312	0.08449999988079071	0.9607499837875366	0.9428653717041016	150.0	2908.0	18.0	0.0	0.0	2401.0	18.0	0.0	null	null	7.907813543047091E7	null	
Sun Apr 23 19:12:00 CEST 2017	392.0	8.40716288E8	22.0	2.7828224E7	78.0	14.0	5.06187776E8	3.8055936E8	0.0	0.13875000178813934	0.10175000131130219	0.9545000195503235	0.9453611373901367	150.0	3447.0	50.0	0.0	0.0	2973.0	23.0	0.0	null	null	1.2496542199007519E8	null	
Sun Apr 23 19:13:00 CEST 2017	414.0	9.66877184E8	25.0	2.8635136E7	76.0	14.0	5.06187776E8	3.7842944E8	0.0	0.1432500034570694	0.10199999809265137	0.9545000195503235	0.9478588700294495	200.0	3980.0	127.0	0.0	0.0	3508.0	55.0	0.0	null	null	1.644662655862913E8	null	
Sun Apr 23 19:14:00 CEST 2017	425.0	1.029369856E9	25.0	2.8585984E7	79.0	14.0	5.06187776E8	3.8785024E8	0.0	0.13950000703334808	0.09749999642372131	0.9542499780654907	0.9448577165603638	200.0	4642.0	214.0	0.0	0.0	4074.0	128.0	0.0	null	null	1.4660904296030018E8	null	
Sun Apr 23 19:15:00 CEST 2017	436.0	1.030782976E9	28.0	2.8655616E7	97.0	14.0	5.06187776E8	3.8969344E8	0.0	0.15974999964237213	0.11824999749660492	0.949999988079071	0.9454115629196167	200.0	5302.0	305.0	0.0	0.0	4758.0	202.0	0.0	null	null	1.7078670699107364E8	null	
