_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Fri May 12 23:44:00 UTC 2017	1.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 23:45:00 UTC 2017	2.0	1.307254784E9	null	0.0	1.9197952E7	21.9416561126709	3.0	1.070620672E9	null	0.0	0.0	1.084379136E9	1.094975488E9	null	null	0.11050000041723251	0.07074999809265137	0.10700000077486038	0.07150000333786011	0.8077971935272217	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 23:46:00 UTC 2017	1.0	1.308266496E9	null	0.0	1.9197952E7	21.9416561126709	4.0	1.07053056E9	369.6129150390625	1.0	1.0	1.083441152E9	1.094885376E9	null	null	0.07750000059604645	0.06499999761581421	0.061250001192092896	0.06300000101327896	0.8077439069747925	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 23:47:00 UTC 2017	1.0	1.308266496E9	22611.861328125	0.0	1.9197952E7	0.0	3.0	1.07053056E9	369.6129150390625	0.0	0.0	1.083441152E9	1.094795264E9	25.04463005065918	29.02379608154297	0.0742499977350235	0.06499999761581421	0.048250000923871994	0.061500001698732376	0.8077585697174072	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 23:48:00 UTC 2017	48.0	1.307254784E9	22611.861328125	0.0	1.9197952E7	0.0	4.0	1.07073536E9	404.8339538574219	0.0	0.0	1.084059648E9	1.094647808E9	25.04463005065918	29.02379608154297	0.07975000143051147	0.06350000202655792	0.05000000074505806	0.06324999779462814	0.807773232460022	56.0	null	null	null	null	null	null	null	null	7.6983074E7	7.3644246E7	4851385.0	2.1399884E7	4672187.0	1.0258158E7	3.2031844E7	6681040.0	6681040.0	1474420.0	1973974.0	
Fri May 12 23:49:00 UTC 2017	100.0	1.307144192E9	781994.25	2.0	1.9197952E7	0.0	24.0	1.070825472E9	5621.30810546875	16.0	10.0	1.083920384E9	1.094561792E9	160708.90625	141839.078125	0.07225000113248825	0.08349999785423279	0.06449999660253525	0.08474999666213989	0.8078422546386719	56.0	237.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4914496E7	8.2841538E7	1.7715377E7	3.3634825E7	1.0541369E7	3.9931585E7	6.6723312E7	5993741.0	5993741.0	1484442.0	1378085.0	
Fri May 12 23:50:00 UTC 2017	113.0	1.30822144E9	781994.25	7.0	1.9202048E7	26251.650390625	30.0	1.070964736E9	5621.30810546875	26.0	17.0	1.083240448E9	1.094483968E9	160708.90625	141839.078125	0.07850000262260437	0.08349999785423279	0.08299999684095383	0.09650000184774399	0.8079220056533813	56.0	462.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	9.030505E7	8.4659208E7	1.6009758E7	2.5990653E7	4954588.0	3.539048E7	6.5490812E7	5447179.0	5447179.0	1598392.0	1380572.0	
Fri May 12 23:51:00 UTC 2017	145.0	1.308237824E9	2153707.25	8.0	1.9206144E7	29368.05859375	30.0	1.07091968E9	6868.71630859375	30.0	17.0	1.083154432E9	1.094393856E9	539110.9375	null	0.08399999886751175	0.08900000154972076	0.0807500034570694	0.09849999845027924	0.8079278469085693	83.0	698.0	695.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7891836E7	8.4431512E7	8636657.0	4.5290492E7	4.1647987E7	4.138721E7	3.9641517E7	6119854.0	6119854.0	1477861.0	1455117.0	
Fri May 12 23:52:00 UTC 2017	179.0	1.308688384E9	2550942.75	10.0	2.0025344E7	40693.9453125	39.0	1.070968832E9	6868.71630859375	35.0	24.0	1.083011072E9	1.094311936E9	596277.5625	null	0.07824999839067459	0.10249999910593033	0.08649999648332596	0.10875000059604645	0.8100380897521973	83.0	1028.0	1012.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7181706E7	7.4857403E7	2.945004E7	1.029257E7	3.0162862E7	3.9159998E7	3.5259879E7	5469724.0	5469724.0	1444225.0	1956945.0	
Fri May 12 23:53:00 UTC 2017	190.0	1.308090368E9	3562687.75	14.0	2.0594688E7	48822.72265625	42.0	1.071255552E9	6868.71630859375	42.0	30.0	1.08292096E9	1.094168576E9	815110.3125	622732.9375	0.07750000059604645	0.09475000202655792	0.08950000256299973	0.12399999797344208	0.8079845905303955	83.0	1371.0	1341.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3491573E7	7.4398016E7	1.2717489E7	2.7647315E7	2.5236466E7	4350547.0	3.1445594E7	5290906.0	5290906.0	1430434.0	1350356.0	
