('profile: ', [(0, 3), (56, 3), (83, 3), (84, 3), (164, 3), (173, 3), (224, 3), (269, 3), (254, 3), (315, 3), (317, 3), (402, 3), (470, 3), (553, 3), (589, 3), (600, 3)])
('2017-05-12 23:43:47', 1494632627, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-12 23:46:47', 1494632807, 'Users=', 56, 'Duration=', 3, 'min')
('2017-05-12 23:49:47', 1494632987, 'Users=', 83, 'Duration=', 3, 'min')
('2017-05-12 23:52:47', 1494633167, 'Users=', 84, 'Duration=', 3, 'min')
('2017-05-12 23:55:47', 1494633347, 'Users=', 164, 'Duration=', 3, 'min')
('2017-05-12 23:58:47', 1494633527, 'Users=', 173, 'Duration=', 3, 'min')
('2017-05-13 00:01:47', 1494633707, 'Users=', 224, 'Duration=', 3, 'min')
('2017-05-13 00:04:47', 1494633887, 'Users=', 269, 'Duration=', 3, 'min')
('2017-05-13 00:07:48', 1494634068, 'Users=', 254, 'Duration=', 3, 'min')
('2017-05-13 00:10:48', 1494634248, 'Users=', 315, 'Duration=', 3, 'min')
('2017-05-13 00:13:48', 1494634428, 'Users=', 317, 'Duration=', 3, 'min')
('2017-05-13 00:16:48', 1494634608, 'Users=', 402, 'Duration=', 3, 'min')
('2017-05-13 00:19:48', 1494634788, 'Users=', 470, 'Duration=', 3, 'min')
('2017-05-13 00:22:48', 1494634968, 'Users=', 553, 'Duration=', 3, 'min')
('2017-05-13 00:25:48', 1494635148, 'Users=', 589, 'Duration=', 3, 'min')
('2017-05-13 00:28:48', 1494635328, 'Users=', 600, 'Duration=', 3, 'min')
