cpuusage_middle
1.0
1.0
1.0
11.0
43.0
54.0
68.0
94.0
108.0
120.0
135.0
146.0
159.0
206.0
229.0
222.0
222.0
233.0
267.0
381.0
416.0
446.0
540.0
572.0
598.0
619.0
605.0
624.0
652.0
680.0
674.0
684.0
686.0
728.0
822.0
816.0
845.0
925.0
951.0
964.0
977.0
998.0
997.0
991.0
890.0
975.0
996.0
996.0
