cpuusage_middle
1.0
1.0
1.0
3.0
33.0
51.0
62.0
83.0
97.0
94.0
169.0
207.0
218.0
293.0
318.0
321.0
396.0
426.0
453.0
553.0
593.0
617.0
641.0
673.0
676.0
537.0
535.0
522.0
627.0
642.0
656.0
741.0
814.0
817.0
919.0
946.0
956.0
972.0
979.0
990.0
992.0
997.0
999.0
992.0
995.0
994.0
974.0
914.0
