cpuusage_middle
1.0
1.0
1.0
1.0
1.0
1.0
1.0
5.0
10.0
12.0
35.0
65.0
76.0
116.0
168.0
203.0
207.0
189.0
186.0
231.0
304.0
323.0
366.0
443.0
467.0
382.0
320.0
316.0
373.0
449.0
480.0
518.0
568.0
595.0
662.0
722.0
736.0
789.0
857.0
889.0
935.0
971.0
960.0
975.0
987.0
983.0
993.0
997.0
997.0
