cpuusage_middle
2.0
2.0
3.0
6.0
52.0
63.0
74.0
90.0
96.0
90.0
118.0
130.0
130.0
142.0
149.0
158.0
174.0
179.0
182.0
250.0
298.0
319.0
355.0
381.0
399.0
449.0
470.0
492.0
580.0
618.0
624.0
686.0
733.0
763.0
853.0
892.0
911.0
936.0
967.0
965.0
976.0
978.0
983.0
984.0
962.0
989.0
994.0
996.0
