cpuusage_middle
1.0
2.0
1.0
1.0
45.0
76.0
88.0
145.0
184.0
205.0
297.0
352.0
363.0
423.0
477.0
526.0
552.0
586.0
610.0
661.0
730.0
739.0
791.0
887.0
897.0
789.0
736.0
726.0
765.0
815.0
842.0
846.0
855.0
856.0
884.0
906.0
920.0
952.0
969.0
977.0
966.0
988.0
976.0
977.0
996.0
994.0
993.0
993.0
