cpuusage_middle
1.0
1.0
2.0
1.0
53.0
93.0
106.0
175.0
226.0
237.0
247.0
252.0
264.0
306.0
334.0
352.0
409.0
452.0
477.0
513.0
530.0
520.0
610.0
634.0
643.0
581.0
579.0
585.0
673.0
704.0
717.0
765.0
826.0
836.0
900.0
928.0
942.0
974.0
983.0
970.0
978.0
983.0
982.0
990.0
975.0
993.0
994.0
995.0
