cpuusage_middle
2.0
2.0
1.0
7.0
19.0
21.0
60.0
154.0
189.0
220.0
265.0
291.0
325.0
376.0
402.0
421.0
483.0
514.0
523.0
564.0
584.0
610.0
650.0
653.0
697.0
796.0
827.0
841.0
884.0
772.0
886.0
930.0
929.0
959.0
970.0
958.0
984.0
987.0
996.0
991.0
995.0
993.0
992.0
996.0
998.0
994.0
991.0
997.0
