cpuusage_middle
2.0
2.0
1.0
8.0
43.0
55.0
75.0
159.0
202.0
239.0
325.0
350.0
404.0
459.0
489.0
504.0
540.0
555.0
557.0
598.0
619.0
635.0
684.0
695.0
668.0
560.0
582.0
580.0
578.0
594.0
621.0
689.0
745.0
754.0
768.0
778.0
811.0
911.0
939.0
951.0
975.0
986.0
988.0
986.0
994.0
996.0
998.0
994.0
