cpuusage_middle
3.0
1.0
1.0
1.0
36.0
113.0
144.0
192.0
263.0
280.0
315.0
364.0
384.0
431.0
507.0
542.0
573.0
608.0
612.0
642.0
683.0
690.0
709.0
752.0
756.0
758.0
734.0
674.0
730.0
832.0
838.0
838.0
900.0
889.0
892.0
942.0
932.0
966.0
987.0
985.0
993.0
959.0
976.0
996.0
985.0
993.0
991.0
988.0
990.0
