cpuusage_middle
1.0
1.0
2.0
28.0
106.0
145.0
173.0
272.0
301.0
330.0
329.0
323.0
339.0
362.0
379.0
397.0
493.0
535.0
549.0
582.0
588.0
609.0
696.0
715.0
708.0
687.0
695.0
708.0
750.0
806.0
802.0
804.0
810.0
810.0
879.0
915.0
922.0
955.0
972.0
979.0
990.0
992.0
993.0
998.0
996.0
1000.0
995.0
991.0
