cpuusage_middle
2.0
5.0
3.0
2.0
20.0
60.0
75.0
105.0
151.0
165.0
223.0
318.0
365.0
379.0
435.0
452.0
527.0
588.0
607.0
564.0
675.0
678.0
733.0
769.0
807.0
828.0
876.0
874.0
899.0
920.0
931.0
927.0
785.0
892.0
936.0
963.0
968.0
969.0
980.0
971.0
987.0
989.0
992.0
995.0
998.0
993.0
989.0
997.0
991.0
