cpuusage_middle
1.0
1.0
1.0
6.0
49.0
67.0
88.0
166.0
212.0
246.0
307.0
336.0
361.0
421.0
443.0
458.0
519.0
539.0
539.0
635.0
678.0
697.0
729.0
728.0
729.0
655.0
660.0
650.0
695.0
714.0
718.0
824.0
852.0
867.0
892.0
926.0
939.0
922.0
915.0
920.0
969.0
988.0
985.0
993.0
992.0
991.0
995.0
991.0
