cpuusage_middle
1.0
3.0
3.0
3.0
5.0
6.0
16.0
63.0
91.0
99.0
133.0
154.0
180.0
290.0
325.0
355.0
477.0
520.0
541.0
571.0
581.0
601.0
641.0
671.0
681.0
731.0
761.0
764.0
769.0
798.0
833.0
824.0
846.0
857.0
849.0
840.0
895.0
928.0
960.0
969.0
986.0
992.0
985.0
996.0
881.0
926.0
895.0
992.0
