cpuusage_middle
2.0
1.0
1.0
1.0
1.0
1.0
1.0
2.0
1.0
25.0
106.0
154.0
173.0
185.0
187.0
205.0
271.0
305.0
333.0
407.0
450.0
478.0
562.0
615.0
617.0
648.0
667.0
668.0
734.0
737.0
780.0
845.0
881.0
873.0
931.0
904.0
963.0
986.0
991.0
989.0
988.0
993.0
995.0
994.0
990.0
994.0
996.0
992.0
