cpuusage_middle
86.0
2.0
1.0
1.0
34.0
105.0
137.0
176.0
219.0
225.0
251.0
283.0
301.0
337.0
381.0
408.0
433.0
491.0
523.0
558.0
624.0
609.0
607.0
652.0
683.0
687.0
645.0
659.0
661.0
699.0
691.0
703.0
754.0
776.0
843.0
902.0
954.0
846.0
977.0
977.0
992.0
987.0
995.0
994.0
988.0
997.0
998.0
997.0
996.0
