cpuusage_middle
2.0
1.0
1.0
1.0
40.0
94.0
100.0
150.0
205.0
218.0
257.0
338.0
373.0
426.0
456.0
470.0
496.0
533.0
557.0
585.0
635.0
646.0
698.0
762.0
747.0
626.0
587.0
592.0
635.0
663.0
681.0
737.0
743.0
739.0
806.0
866.0
879.0
944.0
969.0
974.0
987.0
991.0
958.0
850.0
992.0
996.0
997.0
995.0
