cpuusage_middle
1.0
1.0
1.0
3.0
34.0
50.0
62.0
141.0
171.0
190.0
240.0
275.0
279.0
390.0
440.0
466.0
504.0
514.0
531.0
617.0
663.0
682.0
710.0
740.0
757.0
716.0
713.0
715.0
805.0
835.0
829.0
909.0
917.0
941.0
946.0
937.0
960.0
986.0
989.0
991.0
994.0
992.0
974.0
995.0
994.0
995.0
994.0
999.0
