cpuusage_middle
2.0
1.0
2.0
1.0
35.0
63.0
76.0
123.0
168.0
202.0
269.0
319.0
356.0
389.0
442.0
477.0
510.0
526.0
532.0
612.0
714.0
721.0
764.0
796.0
832.0
793.0
783.0
779.0
809.0
808.0
827.0
835.0
915.0
907.0
954.0
984.0
987.0
981.0
994.0
993.0
995.0
993.0
996.0
995.0
996.0
987.0
995.0
985.0
