cpuusage_middle
2.0
1.0
1.0
5.0
77.0
108.0
133.0
132.0
135.0
130.0
172.0
193.0
193.0
261.0
305.0
308.0
328.0
337.0
350.0
407.0
424.0
458.0
475.0
502.0
493.0
457.0
469.0
478.0
577.0
623.0
637.0
701.0
728.0
743.0
813.0
871.0
887.0
943.0
951.0
983.0
978.0
987.0
994.0
994.0
999.0
998.0
993.0
997.0
