cpuusage_middle
1.0
2.0
3.0
3.0
44.0
72.0
86.0
124.0
149.0
166.0
180.0
205.0
218.0
235.0
290.0
305.0
353.0
419.0
443.0
491.0
571.0
594.0
582.0
597.0
626.0
623.0
642.0
663.0
697.0
739.0
765.0
770.0
771.0
767.0
818.0
839.0
844.0
844.0
854.0
850.0
899.0
963.0
982.0
980.0
990.0
997.0
999.0
996.0
993.0
