('profile: ', [(0, 3), (6, 3), (38, 3), (99, 3), (159, 3), (240, 3), (253, 3), (286, 3), (355, 3), (392, 3), (409, 3), (416, 3), (478, 3), (500, 3), (568, 3), (600, 3)])
('2017-05-14 02:10:29', 1494727829, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 02:13:29', 1494728009, 'Users=', 6, 'Duration=', 3, 'min')
('2017-05-14 02:16:29', 1494728189, 'Users=', 38, 'Duration=', 3, 'min')
('2017-05-14 02:19:29', 1494728369, 'Users=', 99, 'Duration=', 3, 'min')
('2017-05-14 02:22:29', 1494728549, 'Users=', 159, 'Duration=', 3, 'min')
('2017-05-14 02:25:29', 1494728729, 'Users=', 240, 'Duration=', 3, 'min')
('2017-05-14 02:28:29', 1494728909, 'Users=', 253, 'Duration=', 3, 'min')
('2017-05-14 02:31:29', 1494729089, 'Users=', 286, 'Duration=', 3, 'min')
('2017-05-14 02:34:29', 1494729269, 'Users=', 355, 'Duration=', 3, 'min')
('2017-05-14 02:37:30', 1494729450, 'Users=', 392, 'Duration=', 3, 'min')
('2017-05-14 02:40:30', 1494729630, 'Users=', 409, 'Duration=', 3, 'min')
('2017-05-14 02:43:30', 1494729810, 'Users=', 416, 'Duration=', 3, 'min')
('2017-05-14 02:46:30', 1494729990, 'Users=', 478, 'Duration=', 3, 'min')
('2017-05-14 02:49:30', 1494730170, 'Users=', 500, 'Duration=', 3, 'min')
('2017-05-14 02:52:30', 1494730350, 'Users=', 568, 'Duration=', 3, 'min')
('2017-05-14 02:55:30', 1494730530, 'Users=', 600, 'Duration=', 3, 'min')
