('profile: ', [(0, 3), (0, 3), (0, 3), (42, 3), (100, 3), (128, 3), (185, 3), (258, 3), (199, 3), (250, 3), (280, 3), (325, 3), (395, 3), (436, 3), (519, 3), (600, 3)])
('2017-05-15 07:55:50', 1494834950, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 07:58:50', 1494835130, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 08:01:50', 1494835310, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 08:04:50', 1494835490, 'Users=', 42, 'Duration=', 3, 'min')
('2017-05-15 08:07:50', 1494835670, 'Users=', 100, 'Duration=', 3, 'min')
('2017-05-15 08:10:50', 1494835850, 'Users=', 128, 'Duration=', 3, 'min')
('2017-05-15 08:13:50', 1494836030, 'Users=', 185, 'Duration=', 3, 'min')
('2017-05-15 08:16:50', 1494836210, 'Users=', 258, 'Duration=', 3, 'min')
('2017-05-15 08:19:51', 1494836391, 'Users=', 199, 'Duration=', 3, 'min')
('2017-05-15 08:22:51', 1494836571, 'Users=', 250, 'Duration=', 3, 'min')
('2017-05-15 08:25:51', 1494836751, 'Users=', 280, 'Duration=', 3, 'min')
('2017-05-15 08:28:51', 1494836931, 'Users=', 325, 'Duration=', 3, 'min')
('2017-05-15 08:31:51', 1494837111, 'Users=', 395, 'Duration=', 3, 'min')
('2017-05-15 08:34:51', 1494837291, 'Users=', 436, 'Duration=', 3, 'min')
('2017-05-15 08:37:51', 1494837471, 'Users=', 519, 'Duration=', 3, 'min')
('2017-05-15 08:40:51', 1494837651, 'Users=', 600, 'Duration=', 3, 'min')
