('2017-06-02 22:18:07', 1496441887, 'Users=', 3, 'Duration=', 3, 'min')
('2017-06-02 22:21:09', 1496442069, 'Users=', 5, 'Duration=', 3, 'min')
('2017-06-02 22:24:09', 1496442249, 'Users=', 10, 'Duration=', 3, 'min')
('2017-06-02 22:27:09', 1496442429, 'Users=', 20, 'Duration=', 3, 'min')
('2017-06-02 22:30:10', 1496442610, 'Users=', 50, 'Duration=', 3, 'min')
('2017-06-02 22:33:10', 1496442790, 'Users=', 100, 'Duration=', 3, 'min')
('2017-06-02 22:36:10', 1496442970, 'Users=', 150, 'Duration=', 3, 'min')
('2017-06-02 22:39:10', 1496443150, 'Users=', 200, 'Duration=', 3, 'min')
('2017-06-02 22:42:10', 1496443330, 'Users=', 250, 'Duration=', 3, 'min')
('2017-06-02 22:45:10', 1496443510, 'Users=', 300, 'Duration=', 3, 'min')
('2017-06-02 22:48:10', 1496443690, 'Users=', 350, 'Duration=', 3, 'min')
('2017-06-02 22:51:10', 1496443870, 'Users=', 400, 'Duration=', 3, 'min')
('2017-06-02 22:54:10', 1496444050, 'Users=', 500, 'Duration=', 3, 'min')
('2017-06-02 22:57:10', 1496444230, 'Users=', 600, 'Duration=', 3, 'min')
