_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Sun May 14 22:49:00 UTC 2017	996.0	1.240743936E9	1.8377572E7	75.0	2.5079808E7	261491.625	121.0	7.5495424E8	41453.3203125	191.0	175.0	1.218658304E9	1.219301376E9	3692012.75	0.10249999910593033	0.24124999344348907	0.2460000067949295	0.3542500138282776	0.8033208847045898	600.0	49997.0	49693.0	4551.0	4567.0	11.0	18.0	0.0	0.0	3.52283483E8	3.74386167E8	7.6815062E7	9.0936819E7	8.7002796E7	8.702936E7	1.17593732E8	6.2130756E7	6.2130756E7	7997135.0	1.0384317E7	
Sun May 14 22:48:00 UTC 2017	992.0	1.259778048E9	1.8377572E7	73.0	2.5780224E7	265916.84375	122.0	7.54675712E8	41453.3203125	194.0	169.0	1.219158016E9	1.220079616E9	3751446.75	0.09574999660253525	0.22949999570846558	0.23675000667572021	0.35499998927116394	0.8027092814445496	600.0	48374.0	48053.0	4190.0	4253.0	6.0	11.0	0.0	0.0	3.21330307E8	3.35176266E8	8.5818111E7	9.1479121E7	8.5397555E7	8.0020434E7	1.16739848E8	6.1663444E7	6.1663444E7	7186202.0	9286489.0	
Sun May 14 22:47:00 UTC 2017	994.0	1.240363008E9	1.8151808E7	75.0	2.5829376E7	252732.515625	119.0	7.54077696E8	41146.40234375	196.0	176.0	1.219047424E9	1.219493888E9	3751446.75	0.10925000160932541	0.2397499978542328	0.23800000548362732	0.3657500147819519	0.8029744625091553	600.0	46735.0	46455.0	3841.0	3872.0	5.0	10.0	0.0	0.0	3.69107538E8	3.64089208E8	8.5238568E7	8.18134E7	8.9091893E7	9.6020115E7	1.16385467E8	6.1836376E7	6.1836376E7	7703683.0	8045722.0	
Sun May 14 22:46:00 UTC 2017	994.0	1.25278208E9	1.8151808E7	78.0	2.5063424E7	255111.578125	121.0	7.53815552E8	41146.40234375	195.0	174.0	1.218850816E9	1.219047424E9	3751446.75	0.09399999678134918	0.23100000619888306	0.3997499942779541	0.3472500145435333	0.8020424246788025	573.0	45132.0	44841.0	3488.0	3536.0	3.0	10.0	0.0	0.0	3.50021506E8	3.46672703E8	8.813153E7	8.9462649E7	7.9334847E7	8.4412336E7	1.1568763E8	6.1875813E7	6.1875813E7	8201474.0	7236640.0	
Sun May 14 22:45:00 UTC 2017	977.0	1.2469248E9	1.8151808E7	74.0	2.65216E7	255111.578125	119.0	7.53434624E8	42515.4921875	188.0	170.0	1.218514944E9	1.21993216E9	3751446.75	0.12950000166893005	0.23250000178813934	0.24449999630451202	0.351749986410141	0.8054428696632385	573.0	43520.0	43214.0	3117.0	3198.0	3.0	8.0	0.0	0.0	3.56165353E8	3.42041272E8	9.4311895E7	8.6044011E7	8.3661706E7	9.3540722E7	1.14119267E8	6.0398484E7	6.0398484E7	9660890.0	1.2387408E7	
Sun May 14 22:44:00 UTC 2017	993.0	1.260519424E9	1.8263062E7	75.0	2.5800704E7	255111.578125	121.0	7.53143808E8	42515.4921875	194.0	167.0	1.21864192E9	1.220386816E9	3751446.75	0.09375	0.2290000021457672	0.24025000631809235	0.35475000739097595	0.8028433322906494	573.0	41915.0	41639.0	2766.0	2806.0	2.0	7.0	0.0	0.0	3.75737387E8	3.77951603E8	9.0132327E7	9.1588493E7	8.5252567E7	8.9234869E7	1.19629355E8	6.2346037E7	6.2346037E7	8541796.0	9643146.0	
Sun May 14 22:43:00 UTC 2017	994.0	1.251938304E9	1.8263062E7	75.0	2.5796608E7	256866.921875	122.0	7.52746496E8	42515.4921875	193.0	172.0	1.218617344E9	1.219608576E9	3751446.75	0.10724999755620956	0.23199999332427979	0.24250000715255737	0.36274999380111694	0.8046301603317261	542.0	40288.0	40006.0	2402.0	2488.0	2.0	5.0	0.0	0.0	3.35962792E8	3.23095695E8	8.7281348E7	9.1954035E7	8.8508256E7	9.2874418E7	1.1452656E8	6.1741314E7	6.1741314E7	9444652.0	7833006.0	
Sun May 14 22:42:00 UTC 2017	994.0	1.26134272E9	1.8263062E7	74.0	2.596864E7	256866.921875	121.0	7.52115712E8	41633.96484375	193.0	172.0	1.218281472E9	1.218609152E9	3644925.25	0.09425000101327896	0.23749999701976776	0.24899999797344208	0.3555000126361847	0.8025625348091125	542.0	38612.0	38319.0	2110.0	2213.0	0.0	5.0	0.0	0.0	3.12555836E8	3.25669266E8	7.9937622E7	6.8280478E7	8.554933E7	8.9225489E7	1.10808782E8	6.0598315E7	6.0598315E7	7946012.0	7678268.0	
Sun May 14 22:41:00 UTC 2017	996.0	1.256992768E9	1.8433164E7	73.0	2.5862144E7	256866.921875	123.0	7.51857664E8	42055.671875	200.0	177.0	1.21872384E9	1.218441216E9	3763828.75	0.10875000059604645	0.23375000059604645	0.2370000034570694	0.3527500033378601	0.802162766456604	542.0	36973.0	36701.0	1770.0	1869.0	0.0	3.0	0.0	0.0	3.6638557E8	3.34455301E8	7.2126024E7	9.0640637E7	8.5442529E7	1.0078113E8	1.17470897E8	6.1687133E7	6.1687133E7	6994206.0	8507764.0	
Sun May 14 22:40:00 UTC 2017	992.0	1.257201664E9	1.8433164E7	74.0	2.5018368E7	256866.921875	125.0	7.5153408E8	42620.3203125	194.0	173.0	1.21798656E9	1.218981888E9	3763828.75	0.09799999743700027	0.226500004529953	0.24525000154972076	0.3540000021457672	0.8015149831771851	537.0	35312.0	35081.0	1455.0	1533.0	0.0	2.0	0.0	0.0	3.26321785E8	3.3643878E8	7.8848191E7	7.9897188E7	8.4824601E7	9.1426919E7	1.14665073E8	6.1462321E7	6.1462321E7	7333268.0	1.336295E7	
