_DATE	host	cpuusage	memusage	nodecpu	locustusers	fails1	requests1	fails	requests	
2017-04-09-20:37:00	edge-sjsht	10.0	1.059254272E9	0.984749972820282	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:37:00	edge-sjsht	10.0	1.059254272E9	0.984749972820282	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:36:00	edge-sjsht	7.0	1.05947136E9	0.9822499752044678	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:36:00	edge-sjsht	7.0	1.05947136E9	0.9822499752044678	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:35:00	edge-sjsht	11.0	1.05940992E9	0.9877499938011169	600.0	1763.0	19532.0	10600.0	58829.0	
2017-04-09-20:35:00	edge-sjsht	11.0	1.05940992E9	0.9877499938011169	600.0	1763.0	19532.0	10600.0	58829.0	
2017-04-09-20:34:00	edge-sjsht	4.0	1.059643392E9	0.9860000014305115	600.0	1763.0	19518.0	10600.0	58829.0	
2017-04-09-20:34:00	edge-sjsht	4.0	1.059643392E9	0.9860000014305115	600.0	1763.0	19518.0	10600.0	58829.0	
2017-04-09-20:33:00	edge-sjsht	6.0	1.059790848E9	0.9850000143051147	600.0	1726.0	19337.0	10600.0	58829.0	
2017-04-09-20:33:00	edge-sjsht	6.0	1.059790848E9	0.9850000143051147	600.0	1726.0	19337.0	10600.0	58829.0	
2017-04-09-20:32:00	edge-sjsht	7.0	1.059790848E9	0.9857500195503235	600.0	1682.0	19164.0	10600.0	58829.0	
2017-04-09-20:32:00	edge-sjsht	7.0	1.059790848E9	0.9857500195503235	600.0	1682.0	19164.0	10600.0	58829.0	
2017-04-09-20:31:00	edge-sjsht	9.0	1.060016128E9	0.9877499938011169	600.0	1666.0	18909.0	10600.0	58829.0	
2017-04-09-20:31:00	edge-sjsht	9.0	1.060016128E9	0.9877499938011169	600.0	1666.0	18909.0	10600.0	58829.0	
2017-04-09-20:30:00	edge-sjsht	5.0	1.06029056E9	0.9879999756813049	600.0	1666.0	18905.0	10600.0	58829.0	
2017-04-09-20:30:00	edge-sjsht	5.0	1.06029056E9	0.9879999756813049	600.0	1666.0	18905.0	10600.0	58829.0	
2017-04-09-20:29:00	edge-sjsht	5.0	1.06031104E9	0.984499990940094	600.0	1626.0	18775.0	10600.0	58829.0	
2017-04-09-20:29:00	edge-sjsht	5.0	1.06031104E9	0.984499990940094	600.0	1626.0	18775.0	10600.0	58829.0	
2017-04-09-20:28:00	edge-sjsht	11.0	1.06039296E9	0.9835000038146973	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:28:00	edge-sjsht	11.0	1.06039296E9	0.9835000038146973	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:27:00	edge-sjsht	11.0	1.06039296E9	0.9862499833106995	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:27:00	edge-sjsht	11.0	1.06039296E9	0.9862499833106995	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:26:00	edge-sjsht	9.0	1.060483072E9	0.987500011920929	600.0	1583.0	18177.0	10600.0	58829.0	
2017-04-09-20:26:00	edge-sjsht	9.0	1.060483072E9	0.987500011920929	600.0	1583.0	18177.0	10600.0	58829.0	
2017-04-09-20:25:00	edge-sjsht	6.0	1.060175872E9	0.9832500219345093	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:25:00	edge-sjsht	6.0	1.060175872E9	0.9832500219345093	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:24:00	edge-sjsht	13.0	1.060175872E9	0.984499990940094	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:24:00	edge-sjsht	13.0	1.060175872E9	0.984499990940094	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:23:00	edge-sjsht	10.0	1.060470784E9	0.984749972820282	600.0	1491.0	17664.0	10600.0	58829.0	
2017-04-09-20:23:00	edge-sjsht	10.0	1.060470784E9	0.984749972820282	600.0	1491.0	17664.0	10600.0	58829.0	
2017-04-09-20:22:00	edge-sjsht	12.0	1.060470784E9	0.9869999885559082	600.0	1445.0	17394.0	10600.0	58829.0	
2017-04-09-20:22:00	edge-sjsht	12.0	1.060470784E9	0.9869999885559082	600.0	1445.0	17394.0	10600.0	58829.0	
2017-04-09-20:21:00	edge-sjsht	8.0	1.060704256E9	0.9832500219345093	600.0	1361.0	17074.0	10600.0	58829.0	
2017-04-09-20:21:00	edge-sjsht	8.0	1.060704256E9	0.9832500219345093	600.0	1361.0	17074.0	10600.0	58829.0	
2017-04-09-20:20:00	edge-sjsht	21.0	1.059536896E9	0.9537500143051147	600.0	1355.0	16866.0	10600.0	58829.0	
2017-04-09-20:20:00	edge-sjsht	21.0	1.059536896E9	0.9537500143051147	600.0	1355.0	16866.0	10600.0	58829.0	
2017-04-09-20:19:00	edge-sjsht	94.0	1.059631104E9	0.9570000171661377	0.0	1262.0	16770.0	10600.0	58829.0	
2017-04-09-20:19:00	edge-sjsht	94.0	1.059631104E9	0.9570000171661377	0.0	1262.0	16770.0	10600.0	58829.0	
2017-04-09-20:18:00	edge-sjsht	89.0	1.059192832E9	0.953249990940094	1200.0	1188.0	16658.0	8539.0	54908.0	
2017-04-09-20:18:00	edge-sjsht	89.0	1.059192832E9	0.953249990940094	1200.0	1188.0	16658.0	8539.0	54908.0	
2017-04-09-20:17:00	edge-sjsht	98.0	1.049358336E9	0.9557499885559082	600.0	1188.0	16658.0	6485.0	51040.0	
2017-04-09-20:17:00	edge-sjsht	98.0	1.049358336E9	0.9557499885559082	600.0	1188.0	16658.0	6485.0	51040.0	
2017-04-09-20:16:00	edge-sjsht	82.0	1.049227264E9	0.9585000276565552	600.0	1180.0	16650.0	5713.0	48558.0	
2017-04-09-20:16:00	edge-sjsht	82.0	1.049227264E9	0.9585000276565552	600.0	1180.0	16650.0	5713.0	48558.0	
2017-04-09-20:15:00	edge-sjsht	76.0	1.049071616E9	0.9549999833106995	294.0	1166.0	16636.0	5231.0	46684.0	
2017-04-09-20:15:00	edge-sjsht	76.0	1.049071616E9	0.9549999833106995	294.0	1166.0	16636.0	5231.0	46684.0	
2017-04-09-20:14:00	edge-sjsht	81.0	1.049014272E9	0.9605000019073486	294.0	1100.0	16509.0	4780.0	44817.0	
2017-04-09-20:14:00	edge-sjsht	81.0	1.049014272E9	0.9605000019073486	294.0	1100.0	16509.0	4780.0	44817.0	
2017-04-09-20:13:00	edge-sjsht	69.0	1.048621056E9	0.9580000042915344	294.0	1100.0	16509.0	4447.0	43181.0	
2017-04-09-20:13:00	edge-sjsht	69.0	1.048621056E9	0.9580000042915344	294.0	1100.0	16509.0	4447.0	43181.0	
2017-04-09-20:12:00	edge-sjsht	71.0	1.048666112E9	0.9597499966621399	400.0	1045.0	16399.0	4255.0	41644.0	
2017-04-09-20:12:00	edge-sjsht	71.0	1.048666112E9	0.9597499966621399	400.0	1045.0	16399.0	4255.0	41644.0	
2017-04-09-20:11:00	edge-sjsht	66.0	1.049788416E9	0.9592499732971191	400.0	1045.0	16399.0	3983.0	40150.0	
2017-04-09-20:11:00	edge-sjsht	66.0	1.049788416E9	0.9592499732971191	400.0	1045.0	16399.0	3983.0	40150.0	
2017-04-09-20:10:00	edge-sjsht	76.0	1.049370624E9	0.9557499885559082	372.0	924.0	16205.0	3117.0	37887.0	
2017-04-09-20:10:00	edge-sjsht	76.0	1.049370624E9	0.9557499885559082	372.0	924.0	16205.0	3117.0	37887.0	
2017-04-09-20:09:00	edge-sjsht	79.0	1.047535616E9	0.9552500247955322	500.0	970.0	16296.0	1884.0	35222.0	
2017-04-09-20:09:00	edge-sjsht	79.0	1.047535616E9	0.9552500247955322	500.0	970.0	16296.0	1884.0	35222.0	
