_DATE	host	cpuusage	memusage	nodecpu	locustusers	fails1	requests1	fails	requests	
2017-04-09-20:06:00	edge-8vsjk	60.0	5.18774784E8	0.9624999761581421	275.0	891.0	16095.0	560.0	29617.0	
2017-04-09-20:05:00	edge-8vsjk	55.0	5.31808256E8	0.9649999737739563	275.0	873.0	16070.0	538.0	28478.0	
2017-04-09-20:05:00	edge-8vsjk	55.0	5.31808256E8	0.9649999737739563	275.0	873.0	16070.0	538.0	28478.0	
2017-04-09-20:04:00	edge-8vsjk	48.0	5.43174656E8	0.9635000228881836	275.0	873.0	16069.0	503.0	27470.0	
2017-04-09-20:04:00	edge-8vsjk	48.0	5.43174656E8	0.9635000228881836	275.0	873.0	16069.0	503.0	27470.0	
2017-04-09-20:03:00	edge-8vsjk	52.0	5.5175168E8	0.9642500281333923	250.0	873.0	16068.0	482.0	26508.0	
2017-04-09-20:03:00	edge-8vsjk	52.0	5.5175168E8	0.9642500281333923	250.0	873.0	16068.0	482.0	26508.0	
2017-04-09-20:02:00	edge-8vsjk	49.0	5.63908608E8	0.9632499814033508	225.0	841.0	15936.0	479.0	25546.0	
2017-04-09-20:02:00	edge-8vsjk	49.0	5.63908608E8	0.9632499814033508	225.0	841.0	15936.0	479.0	25546.0	
2017-04-09-20:01:00	edge-8vsjk	52.0	5.72891136E8	0.968500018119812	225.0	784.0	15573.0	461.0	24696.0	
2017-04-09-20:01:00	edge-8vsjk	52.0	5.72891136E8	0.968500018119812	225.0	784.0	15573.0	461.0	24696.0	
2017-04-09-20:00:00	edge-8vsjk	38.0	5.80440064E8	0.9722499847412109	200.0	784.0	15573.0	456.0	23943.0	
2017-04-09-20:00:00	edge-8vsjk	38.0	5.80440064E8	0.9722499847412109	200.0	784.0	15573.0	456.0	23943.0	
2017-04-09-19:59:00	edge-8vsjk	34.0	5.87259904E8	0.9704999923706055	200.0	676.0	15389.0	451.0	23171.0	
2017-04-09-19:59:00	edge-8vsjk	34.0	5.87259904E8	0.9704999923706055	200.0	676.0	15389.0	451.0	23171.0	
2017-04-09-19:58:00	edge-8vsjk	34.0	5.965824E8	0.9712499976158142	175.0	665.0	15375.0	439.0	22525.0	
2017-04-09-19:58:00	edge-8vsjk	34.0	5.965824E8	0.9712499976158142	175.0	665.0	15375.0	439.0	22525.0	
2017-04-09-19:57:00	edge-8vsjk	33.0	6.05577216E8	0.9747499823570251	150.0	619.0	15106.0	431.0	21938.0	
2017-04-09-19:57:00	edge-8vsjk	33.0	6.05577216E8	0.9747499823570251	150.0	619.0	15106.0	431.0	21938.0	
2017-04-09-19:56:00	edge-8vsjk	28.0	6.11024896E8	0.9757500290870667	125.0	612.0	15037.0	431.0	21353.0	
2017-04-09-19:56:00	edge-8vsjk	28.0	6.11024896E8	0.9757500290870667	125.0	612.0	15037.0	431.0	21353.0	
2017-04-09-19:55:00	edge-8vsjk	23.0	6.1749248E8	0.9792500138282776	125.0	612.0	15035.0	431.0	20901.0	
2017-04-09-19:55:00	edge-8vsjk	23.0	6.1749248E8	0.9792500138282776	125.0	612.0	15035.0	431.0	20901.0	
2017-04-09-19:54:00	edge-8vsjk	19.0	6.1937664E8	0.9797499775886536	100.0	594.0	14883.0	431.0	20515.0	
2017-04-09-19:54:00	edge-8vsjk	19.0	6.1937664E8	0.9797499775886536	100.0	594.0	14883.0	431.0	20515.0	
2017-04-09-19:53:00	edge-8vsjk	18.0	6.2334976E8	0.9827499985694885	75.0	584.0	14796.0	431.0	20130.0	
2017-04-09-19:53:00	edge-8vsjk	18.0	6.2334976E8	0.9827499985694885	75.0	584.0	14796.0	431.0	20130.0	
2017-04-09-19:52:00	edge-8vsjk	13.0	6.23353856E8	0.9827499985694885	75.0	584.0	14796.0	429.0	19862.0	
