_DATE	host	cpuusage	memusage	nodecpu	locustusers	fails1	requests1	fails	requests	
2017-04-09-20:37:00	rssserver-63g53	4.0	2.4469504E7	0.984749972820282	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:37:00	rssserver-63g53	4.0	2.4469504E7	0.984749972820282	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:36:00	rssserver-63g53	2.0	2.4305664E7	0.9822499752044678	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:36:00	rssserver-63g53	2.0	2.4305664E7	0.9822499752044678	600.0	1794.0	19893.0	10600.0	58829.0	
2017-04-09-20:35:00	rssserver-63g53	4.0	2.217984E7	0.9877499938011169	600.0	1763.0	19532.0	10600.0	58829.0	
2017-04-09-20:35:00	rssserver-63g53	4.0	2.217984E7	0.9877499938011169	600.0	1763.0	19532.0	10600.0	58829.0	
2017-04-09-20:34:00	rssserver-63g53	1.0	2.5063424E7	0.9860000014305115	600.0	1763.0	19518.0	10600.0	58829.0	
2017-04-09-20:34:00	rssserver-63g53	1.0	2.5063424E7	0.9860000014305115	600.0	1763.0	19518.0	10600.0	58829.0	
2017-04-09-20:33:00	rssserver-63g53	2.0	2.4264704E7	0.9850000143051147	600.0	1726.0	19337.0	10600.0	58829.0	
2017-04-09-20:33:00	rssserver-63g53	2.0	2.4264704E7	0.9850000143051147	600.0	1726.0	19337.0	10600.0	58829.0	
2017-04-09-20:32:00	rssserver-63g53	2.0	2.5751552E7	0.9857500195503235	600.0	1682.0	19164.0	10600.0	58829.0	
2017-04-09-20:32:00	rssserver-63g53	2.0	2.5751552E7	0.9857500195503235	600.0	1682.0	19164.0	10600.0	58829.0	
2017-04-09-20:31:00	rssserver-63g53	3.0	2.4100864E7	0.9877499938011169	600.0	1666.0	18909.0	10600.0	58829.0	
2017-04-09-20:31:00	rssserver-63g53	3.0	2.4100864E7	0.9877499938011169	600.0	1666.0	18909.0	10600.0	58829.0	
2017-04-09-20:30:00	rssserver-63g53	1.0	2.32448E7	0.9879999756813049	600.0	1666.0	18905.0	10600.0	58829.0	
2017-04-09-20:30:00	rssserver-63g53	1.0	2.32448E7	0.9879999756813049	600.0	1666.0	18905.0	10600.0	58829.0	
2017-04-09-20:29:00	rssserver-63g53	1.0	2.576384E7	0.984499990940094	600.0	1626.0	18775.0	10600.0	58829.0	
2017-04-09-20:29:00	rssserver-63g53	1.0	2.576384E7	0.984499990940094	600.0	1626.0	18775.0	10600.0	58829.0	
2017-04-09-20:28:00	rssserver-63g53	2.0	2.5378816E7	0.9835000038146973	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:28:00	rssserver-63g53	2.0	2.5378816E7	0.9835000038146973	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:27:00	rssserver-63g53	3.0	2.6284032E7	0.9862499833106995	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:27:00	rssserver-63g53	3.0	2.6284032E7	0.9862499833106995	600.0	1611.0	18513.0	10600.0	58829.0	
2017-04-09-20:26:00	rssserver-63g53	2.0	2.6112E7	0.987500011920929	600.0	1583.0	18177.0	10600.0	58829.0	
2017-04-09-20:26:00	rssserver-63g53	2.0	2.6112E7	0.987500011920929	600.0	1583.0	18177.0	10600.0	58829.0	
2017-04-09-20:25:00	rssserver-63g53	1.0	2.4829952E7	0.9832500219345093	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:25:00	rssserver-63g53	1.0	2.4829952E7	0.9832500219345093	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:24:00	rssserver-63g53	3.0	2.4113152E7	0.984499990940094	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:24:00	rssserver-63g53	3.0	2.4113152E7	0.984499990940094	600.0	1540.0	18000.0	10600.0	58829.0	
2017-04-09-20:23:00	rssserver-63g53	2.0	2.4080384E7	0.984749972820282	600.0	1491.0	17664.0	10600.0	58829.0	
2017-04-09-20:23:00	rssserver-63g53	2.0	2.4080384E7	0.984749972820282	600.0	1491.0	17664.0	10600.0	58829.0	
2017-04-09-20:22:00	rssserver-63g53	2.0	2.5083904E7	0.9869999885559082	600.0	1445.0	17394.0	10600.0	58829.0	
2017-04-09-20:22:00	rssserver-63g53	2.0	2.5083904E7	0.9869999885559082	600.0	1445.0	17394.0	10600.0	58829.0	
2017-04-09-20:21:00	rssserver-63g53	1.0	2.2646784E7	0.9832500219345093	600.0	1361.0	17074.0	10600.0	58829.0	
2017-04-09-20:21:00	rssserver-63g53	1.0	2.2646784E7	0.9832500219345093	600.0	1361.0	17074.0	10600.0	58829.0	
2017-04-09-20:20:00	rssserver-63g53	1.0	2.5104384E7	0.9537500143051147	600.0	1355.0	16866.0	10600.0	58829.0	
2017-04-09-20:20:00	rssserver-63g53	1.0	2.5104384E7	0.9537500143051147	600.0	1355.0	16866.0	10600.0	58829.0	
