_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle1	percentile_fetch_middle2	percentile_fetchfeeds_middle1	percentile_fetchfeeds_middle2	percentile_fetchfeeds_middle1	percentile_fetchfeeds_middle2	percentile_sub_middle	percentile_unsub_middle	
Fri May 12 16:55:00 UTC 2017	959.0	1.140277248E9	1.7995626E7	70.0	2.4465408E7	242434.609375	124.0	1.151348736E9	39388.1875	174.0	163.0	1.078878208E9	1.089859584E9	3493015.75	null	0.1352500021457672	0.2160000056028366	0.21799999475479126	0.3422499895095825	0.7930412888526917	492.0	32468.0	32310.0	368.0	352.0	0.0	0.0	0.0	0.0	2.74787557E8	2.36121266E8	6.6685969E7	6.7486682E7	6.5655339E7	6.9439548E7	null	1.04262666E8	null	5.5454319E7	null	5.5454319E7	6107846.0	6483275.0	
Fri May 12 16:54:00 UTC 2017	936.0	1.137004544E9	1.7995626E7	71.0	2.4604672E7	252450.359375	129.0	1.150947328E9	39388.1875	172.0	163.0	1.078718464E9	1.089937408E9	3536063.5	3722081.5	0.10050000250339508	0.21875	0.23225000500679016	0.3305000066757202	0.7923881411552429	416.0	30904.0	30751.0	255.0	255.0	0.0	0.0	0.0	0.0	2.21111722E8	2.12841981E8	5.6053987E7	5.7251802E7	5.7071877E7	5.2484098E7	null	1.01720129E8	null	4.9151429E7	null	4.9151429E7	5120042.0	5007083.0	
Fri May 12 16:53:00 UTC 2017	944.0	1.132802048E9	1.6357825E7	68.0	2.3953408E7	237690.921875	126.0	1.15070976E9	39388.1875	168.0	161.0	1.07923456E9	1.090023424E9	3335775.25	3722081.5	0.10050000250339508	0.21400000154972076	0.22050000727176666	0.3407500088214874	0.7918235063552856	416.0	29321.0	29176.0	208.0	204.0	0.0	0.0	0.0	0.0	2.03252276E8	2.08007271E8	5.3645423E7	5.2160678E7	5.3564751E7	4.9563912E7	null	9.8615902E7	null	4.5692107E7	null	4.5692107E7	4786318.0	5371157.0	
Fri May 12 16:52:00 UTC 2017	915.0	1.12879616E9	1.6357825E7	66.0	2.3650304E7	237690.921875	128.0	1.15009536E9	38569.57421875	162.0	154.0	1.079443456E9	1.089294336E9	3377052.75	3578558.75	0.09650000184774399	0.21324999630451202	0.24175000190734863	0.32875001430511475	0.7917349338531494	416.0	27728.0	27613.0	155.0	141.0	0.0	0.0	0.0	0.0	1.93239097E8	1.80299546E8	4.9479593E7	5.5060775E7	5.0787325E7	5.6969394E7	null	9.4214467E7	null	3.9439368E7	null	3.9439368E7	4613754.0	4551703.0	
Fri May 12 16:51:00 UTC 2017	900.0	1.125003264E9	1.6357825E7	66.0	2.4244224E7	236293.34375	126.0	1.149919232E9	38227.74609375	163.0	154.0	1.079406592E9	1.090424832E9	3396228.25	3396372.5	0.1067499965429306	0.20475000143051147	0.22224999964237213	0.3240000009536743	0.7910705208778381	396.0	26196.0	26068.0	133.0	120.0	0.0	0.0	0.0	0.0	1.315502E8	1.56197982E8	4.5018654E7	4.5447726E7	4.1625744E7	4.7357278E7	null	8.6418305E7	null	2.2814306E7	null	2.2814306E7	3221200.0	3601457.0	
Fri May 12 16:50:00 UTC 2017	894.0	1.121292288E9	1.6357825E7	62.0	2.295808E7	216325.75	127.0	1.149652992E9	37824.2265625	158.0	146.0	1.078779904E9	1.090486272E9	3201052.5	3396372.5	0.0989999994635582	0.21125000715255737	0.21449999511241913	0.31700000166893005	0.7899021506309509	396.0	24663.0	24555.0	100.0	83.0	0.0	0.0	0.0	0.0	1.64641021E8	1.65224875E8	4.6433626E7	4.9651793E7	4.8662296E7	5.2380542E7	null	9.2411442E7	null	2.7364188E7	null	2.7364188E7	4266772.0	3617079.0	
Fri May 12 16:49:00 UTC 2017	850.0	1.117384704E9	1.5562481E7	60.0	2.4399872E7	216325.75	119.0	1.149313024E9	34418.1875	146.0	141.0	1.078673408E9	1.0901504E9	2879149.5	null	0.10649999976158142	0.1940000057220459	0.19824999570846558	0.3034999966621399	0.7890708446502686	396.0	23124.0	23023.0	63.0	53.0	0.0	0.0	0.0	0.0	1.61249601E8	1.73060666E8	4.5833591E7	4.5858495E7	4.5872114E7	4.7583605E7	null	9.1878597E7	null	2.8337849E7	null	2.8337849E7	4179973.0	4431001.0	
Fri May 12 16:48:00 UTC 2017	810.0	1.113944064E9	1.5334736E7	58.0	2.3560192E7	216325.75	119.0	1.148993536E9	34340.078125	142.0	141.0	1.07884544E9	1.090379776E9	2879149.5	null	0.09300000220537186	0.20250000059604645	0.19900000095367432	0.2919999957084656	0.7883937358856201	348.0	21764.0	21645.0	21.0	22.0	0.0	0.0	0.0	0.0	1.37250606E8	1.36915731E8	4.676438E7	4.3027021E7	4.2577753E7	4.5966624E7	null	8.8256164E7	null	1.6699085E7	null	1.6699085E7	3307302.0	3281111.0	
Fri May 12 16:47:00 UTC 2017	807.0	1.110102016E9	1.4548158E7	55.0	2.2110208E7	178599.234375	121.0	1.14837504E9	34340.078125	139.0	133.0	1.078800384E9	1.090465792E9	2802956.0	2873043.25	0.1067499965429306	0.19200000166893005	0.20499999821186066	0.29074999690055847	0.78764808177948	348.0	20380.0	20279.0	16.0	16.0	0.0	0.0	0.0	0.0	1.10181977E8	1.12680562E8	3.4491231E7	4.2487382E7	3.9828119E7	4.010618E7	null	8.274456E7	null	1.3457538E7	null	1.3457538E7	2955269.0	2740114.0	
Fri May 12 16:46:00 UTC 2017	757.0	1.106305024E9	1.3746088E7	51.0	2.3035904E7	178599.234375	111.0	1.148276736E9	30320.04296875	127.0	122.0	1.07792384E9	1.089921024E9	2597528.75	2873043.25	0.09549999982118607	0.1860000044107437	0.1837500035762787	0.2747499942779541	0.786918044090271	348.0	19003.0	18920.0	11.0	10.0	0.0	0.0	0.0	0.0	9.095528E7	8.4527422E7	3.358566E7	3.0275991E7	3.4043006E7	1.901672E7	null	6.7317337E7	null	9996112.0	null	9996112.0	2706173.0	2574312.0	
Fri May 12 16:45:00 UTC 2017	698.0	1.102667776E9	1.3746088E7	51.0	2.2114304E7	178599.234375	112.0	1.148084224E9	30598.07421875	125.0	124.0	1.077936128E9	1.09000704E9	2610390.0	2880951.25	0.12274999916553497	0.18299999833106995	0.18649999797344208	0.27425000071525574	0.786095142364502	301.0	17793.0	17702.0	10.0	6.0	0.0	0.0	0.0	0.0	7.7476612E7	7.7886182E7	1.1132149E7	1.8604028E7	2.0895624E7	2.0240038E7	null	5.113656E7	null	8267658.0	null	8267658.0	1839418.0	2151066.0	
Fri May 12 16:44:00 UTC 2017	707.0	1.09907968E9	1.3746088E7	50.0	2.400256E7	178599.234375	116.0	1.147666432E9	30598.07421875	125.0	125.0	1.078874112E9	1.090543616E9	2610390.0	2880951.25	0.09350000321865082	0.18574999272823334	0.17925000190734863	0.26124998927116394	0.7855852842330933	301.0	16591.0	16523.0	9.0	6.0	0.0	0.0	0.0	0.0	7.6211518E7	7.9253286E7	2.2733631E7	2.2729596E7	2.2945753E7	2.9481161E7	null	5.9308639E7	null	8535003.0	null	8535003.0	2192960.0	2320007.0	
Fri May 12 16:43:00 UTC 2017	696.0	1.099104256E9	1.3746088E7	52.0	2.14016E7	178599.234375	115.0	1.14751488E9	25770.673828125	127.0	125.0	1.078165504E9	1.090633728E9	2610390.0	2880951.25	0.10350000113248825	0.18250000476837158	0.1887499988079071	0.273250013589859	0.7853416204452515	301.0	15393.0	15330.0	7.0	5.0	0.0	0.0	0.0	0.0	7.7237594E7	7.3211924E7	1.9486112E7	1.2371208E7	1.4976101E7	1.3543369E7	null	5.1493016E7	null	8384790.0	null	8384790.0	1769467.0	1997901.0	
Fri May 12 16:42:00 UTC 2017	703.0	1.09918208E9	1.3599668E7	52.0	2.2216704E7	178599.234375	116.0	1.146925056E9	25770.673828125	124.0	123.0	1.078767616E9	1.090265088E9	2258069.0	null	0.09324999898672104	0.18424999713897705	0.2017499953508377	0.27549999952316284	0.7851831316947937	309.0	14158.0	14117.0	6.0	4.0	0.0	0.0	0.0	0.0	7.3786847E7	6.9259007E7	1.5951113E7	1.5989126E7	1.6081364E7	2.2892565E7	null	4.8063213E7	null	8236046.0	null	8236046.0	2140033.0	2375337.0	
Fri May 12 16:41:00 UTC 2017	704.0	1.099272192E9	1.2261996E7	47.0	2.205696E7	178599.234375	109.0	1.146720256E9	25770.673828125	113.0	115.0	1.079709696E9	1.091264512E9	2258069.0	null	0.09799999743700027	0.17925000190734863	0.18050000071525574	0.2537499964237213	0.786880373954773	309.0	12920.0	12892.0	6.0	4.0	0.0	0.0	0.0	0.0	7.184937E7	7.7197447E7	1.7260746E7	1.9119293E7	1.2056403E7	1.1323783E7	null	4.9713453E7	null	8281353.0	null	8281353.0	2146734.0	2019623.0	
Fri May 12 16:40:00 UTC 2017	625.0	1.099608064E9	1.1321038E7	43.0	2.136064E7	155998.28125	98.0	1.1465728E9	25770.673828125	102.0	105.0	1.079263232E9	1.090326528E9	2043919.875	2372277.75	0.10525000095367432	0.1615000069141388	0.16899999976158142	0.23375000059604645	0.7868794202804565	309.0	11709.0	11667.0	6.0	4.0	0.0	0.0	0.0	0.0	5.173833E7	4.722009E7	5219078.0	5690603.0	6602101.0	5594650.0	null	3.4770699E7	null	6919771.0	null	6919771.0	1626794.0	1792369.0	
Fri May 12 16:39:00 UTC 2017	588.0	1.099739136E9	1.1321038E7	43.0	2.2290432E7	155998.28125	98.0	1.146253312E9	25770.673828125	101.0	102.0	1.079345152E9	1.090408448E9	2118616.5	2372277.75	0.08950000256299973	0.16249999403953552	0.16175000369548798	0.24199999868869781	0.7847349643707275	248.0	10705.0	10649.0	1.0	0.0	0.0	0.0	0.0	0.0	5.2490132E7	4.9948194E7	4738076.0	5011385.0	5442694.0	6408870.0	null	3.2606532E7	null	6460618.0	null	6460618.0	1589813.0	1718490.0	
Fri May 12 16:38:00 UTC 2017	579.0	1.0994688E9	8195187.5	40.0	2.1311488E7	155998.28125	94.0	1.146126336E9	25376.181640625	100.0	100.0	1.079492608E9	1.090494464E9	1999941.125	null	0.09049999713897705	0.16474999487400055	0.16124999523162842	0.2304999977350235	0.7845093607902527	248.0	9717.0	9673.0	1.0	0.0	0.0	0.0	0.0	0.0	5.8548444E7	5.8328779E7	8818865.0	7767031.0	1.1787309E7	8777944.0	null	3.7665753E7	null	6997569.0	null	6997569.0	1731104.0	2128461.0	
Fri May 12 16:37:00 UTC 2017	554.0	1.099341824E9	8195187.5	39.0	2.1315584E7	142942.625	91.0	1.14573312E9	23800.76953125	96.0	90.0	1.078726656E9	1.090576384E9	1999941.125	null	0.10474999994039536	0.1587499976158142	0.15399999916553497	0.21424999833106995	0.7840425968170166	248.0	8743.0	8702.0	1.0	0.0	0.0	0.0	0.0	0.0	5.5752994E7	6.3857612E7	1.0616072E7	1.2408982E7	8728088.0	4968322.0	null	3.6209125E7	null	6809833.0	null	6809833.0	1944736.0	1917636.0	
Fri May 12 16:36:00 UTC 2017	518.0	1.10012416E9	8195187.5	38.0	2.2249472E7	142942.625	93.0	1.145581568E9	23800.76953125	94.0	91.0	1.078870016E9	1.090789376E9	1776779.125	1744240.125	0.08924999833106995	0.15150000154972076	0.15524999797344208	0.2160000056028366	0.7858964800834656	222.0	7845.0	7806.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0177979E7	5.1214401E7	5418657.0	5045575.0	6842643.0	5482611.0	null	3.3169145E7	null	6211888.0	null	6211888.0	1604471.0	1793141.0	
Fri May 12 16:35:00 UTC 2017	498.0	1.09950976E9	8195187.5	35.0	2.2245376E7	122934.9609375	91.0	1.145524224E9	16538.859375	91.0	85.0	1.079808E9	1.090748416E9	1776779.125	1744240.125	0.13050000369548798	0.15049999952316284	0.1522500067949295	0.20149999856948853	0.7850700616836548	222.0	6960.0	6919.0	1.0	0.0	0.0	0.0	0.0	0.0	4.3278529E7	4.899024E7	4156819.0	4636511.0	4911419.0	4264535.0	null	3.0820741E7	null	5996048.0	null	5996048.0	1463166.0	1543152.0	
Fri May 12 16:34:00 UTC 2017	471.0	1.09944832E9	8195187.5	32.0	2.1303296E7	122934.9609375	80.0	1.145229312E9	16538.859375	81.0	78.0	1.079894016E9	1.090822144E9	1222505.0	1386683.875	0.08649999648332596	0.13975000381469727	0.13449999690055847	0.19374999403953552	0.7855201959609985	222.0	6091.0	6049.0	1.0	0.0	0.0	0.0	0.0	0.0	4.9961949E7	4.9628742E7	7303579.0	5566859.0	5376255.0	6377173.0	null	3.1076451E7	null	6151628.0	null	6151628.0	1739089.0	1585095.0	
Fri May 12 16:33:00 UTC 2017	435.0	1.099362304E9	8195187.5	31.0	2.0611072E7	106338.6484375	82.0	1.14507776E9	16538.859375	76.0	76.0	1.07913216E9	1.0909696E9	1222505.0	1386683.875	0.09125000238418579	0.14249999821186066	0.13950000703334808	0.19449999928474426	0.7831888198852539	189.0	5324.0	5281.0	1.0	0.0	0.0	0.0	0.0	0.0	4.8931135E7	5.0530693E7	5054684.0	4974672.0	5308123.0	4491499.0	null	3.0576681E7	null	6128804.0	null	6128804.0	1636928.0	1531568.0	
Fri May 12 16:32:00 UTC 2017	416.0	1.1000832E9	6845863.0	29.0	2.2880256E7	106338.6484375	77.0	1.144692736E9	16538.859375	72.0	74.0	1.080061952E9	1.091055616E9	1222505.0	1386683.875	0.09425000101327896	0.14000000059604645	0.14100000262260437	0.17749999463558197	0.797140896320343	189.0	4554.0	4538.0	1.0	0.0	0.0	0.0	0.0	0.0	4.14282E7	4.172009E7	5431952.0	4992584.0	4930573.0	5077593.0	null	2.9193188E7	null	5745078.0	null	5745078.0	1504575.0	1463823.0	
Fri May 12 16:31:00 UTC 2017	394.0	1.099902976E9	6845863.0	25.0	2.2237184E7	95924.7890625	67.0	1.144635392E9	16538.859375	61.0	66.0	1.079353344E9	1.091141632E9	1222505.0	1386683.875	0.08749999850988388	0.1274999976158142	0.12025000154972076	0.17775000631809235	0.7969926595687866	189.0	3803.0	3804.0	1.0	0.0	0.0	0.0	0.0	0.0	6.1108913E7	6.2739994E7	3.3583672E7	2.4825843E7	9408891.0	2.9821803E7	null	3.3342241E7	null	6590217.0	null	6590217.0	2197913.0	1894682.0	
Fri May 12 16:30:00 UTC 2017	345.0	1.099874304E9	6224138.0	23.0	2.1495808E7	85867.0625	69.0	1.144537088E9	16538.859375	59.0	63.0	1.079443456E9	1.091227648E9	1178994.75	1386683.875	0.07975000143051147	0.12425000220537186	0.11924999952316284	0.1627500057220459	0.796943724155426	152.0	3191.0	3191.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5103715E7	6.4905414E7	6474078.0	6327612.0	4609774.0	4715583.0	null	3.0466203E7	null	5822532.0	null	5822532.0	1490056.0	1499887.0	
Fri May 12 16:29:00 UTC 2017	314.0	1.099706368E9	5562382.5	22.0	2.2269952E7	51629.6484375	66.0	1.144303616E9	16538.859375	53.0	58.0	1.07952128E9	1.091375104E9	1034662.0	1079130.75	0.08775000274181366	0.12274999916553497	0.11999999731779099	0.15725000202655792	0.7965317368507385	152.0	2587.0	2586.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9605468E7	4.749703E7	5456899.0	4403113.0	7066788.0	6801258.0	null	2.6921838E7	null	5442979.0	null	5442979.0	1486701.0	1485926.0	
Fri May 12 16:28:00 UTC 2017	287.0	1.099689984E9	4695415.0	18.0	2.0504576E7	51629.6484375	55.0	1.144205312E9	13003.9130859375	42.0	50.0	1.079857152E9	1.09246464E9	29.21221351623535	27.61893081665039	0.08399999886751175	0.11524999886751175	0.10999999940395355	0.13650000095367432	0.7963072061538696	152.0	1995.0	1986.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3109789E7	4.6117044E7	7648951.0	5778659.0	7394829.0	8978668.0	null	2.9058681E7	null	5833146.0	null	5833146.0	1673499.0	1802078.0	
Fri May 12 16:27:00 UTC 2017	241.0	1.099575296E9	4491711.5	18.0	2.138112E7	51629.6484375	55.0	1.143844864E9	13291.212890625	42.0	50.0	1.08079104E9	1.092550656E9	29.21221351623535	27.61893081665039	0.0832500010728836	0.11249999701976776	0.27175000309944153	0.13249999284744263	0.7977348566055298	115.0	1522.0	1518.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6732183E7	6.3129419E7	1.1324817E7	1.7028902E7	6147133.0	9934097.0	null	2.924309E7	null	5664258.0	null	5664258.0	1549752.0	1479075.0	
Fri May 12 16:26:00 UTC 2017	233.0	1.099042816E9	3291148.5	12.0	1.9800064E7	51629.6484375	52.0	1.143967744E9	5871.2275390625	37.0	41.0	1.080020992E9	1.092698112E9	29.21221351623535	27.61893081665039	0.07575000077486038	0.10724999755620956	0.10774999856948853	0.12475000321865082	0.7958917617797852	115.0	1058.0	1064.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0680641E7	6.5843056E7	1.3481673E7	8281907.0	2.7521317E7	1.3596452E7	null	2.9483859E7	null	5763417.0	null	5763417.0	1474317.0	1452384.0	
Fri May 12 16:25:00 UTC 2017	180.0	1.09901824E9	1880845.625	7.0	1.9111936E7	12127.3974609375	36.0	1.144209408E9	5871.2275390625	20.0	20.0	1.080958976E9	1.092825088E9	29.21221351623535	27.61893081665039	0.11649999767541885	0.08574999868869781	0.07474999874830246	0.10649999976158142	0.7956867814064026	115.0	590.0	621.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1970886E7	6.7563801E7	4316362.0	2.8394637E7	1.2332905E7	7085872.0	null	2.9332183E7	null	5752848.0	null	5752848.0	1381389.0	1361218.0	
Fri May 12 16:24:00 UTC 2017	100.0	1.098891264E9	1647936.0	6.0	2.0041728E7	12127.3974609375	26.0	1.143681024E9	5871.2275390625	19.0	20.0	1.080193024E9	1.0929152E9	29.21221351623535	27.61893081665039	0.07649999856948853	0.07874999940395355	0.07349999994039536	0.09449999779462814	0.7964348793029785	48.0	392.0	394.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5814712E7	8.2088747E7	3.0315743E7	3.8533801E7	4609735.0	6169740.0	null	7.3289277E7	null	5752186.0	null	5752186.0	2102791.0	1398608.0	
Fri May 12 16:23:00 UTC 2017	89.0	1.098891264E9	23945.853515625	3.0	1.9103744E7	12127.3974609375	25.0	1.14364416E9	278.55084228515625	12.0	14.0	1.081122816E9	1.092206592E9	29.21221351623535	27.61893081665039	0.07975000143051147	0.08100000023841858	0.07225000113248825	0.07649999856948853	0.7953550815582275	48.0	201.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3449227E7	8.0540132E7	1.6653297E7	6670473.0	3.6392956E7	1.737485E7	null	7.5235065E7	null	5946626.0	null	5946626.0	1461875.0	1773449.0	
Fri May 12 16:22:00 UTC 2017	53.0	1.098973184E9	23945.853515625	0.0	1.9103744E7	0.0	3.0	1.143857152E9	278.55084228515625	1.0	0.0	1.080352768E9	1.092296704E9	29.21221351623535	27.61893081665039	0.07649999856948853	0.060750000178813934	0.05050000175833702	0.07450000196695328	0.797203540802002	48.0	null	null	null	null	null	null	null	null	7.4473066E7	7.8079996E7	3.6460697E7	3.3526518E7	7596638.0	1.4080478E7	null	4.6081624E7	null	6394453.0	null	6394453.0	1365095.0	1755075.0	
Fri May 12 16:21:00 UTC 2017	1.0	1.098973184E9	null	0.0	1.9103744E7	21.09033966064453	3.0	1.1433984E9	278.55084228515625	1.0	0.0	1.081294848E9	1.09238272E9	29.21221351623535	27.61893081665039	0.06724999845027924	0.07074999809265137	0.045499999076128006	0.06024999916553497	0.7951265573501587	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 16:20:00 UTC 2017	2.0	1.098973184E9	null	0.0	2.0037632E7	21.09033966064453	4.0	1.143488512E9	null	1.0	1.0	1.08138496E9	1.092534272E9	28.28997230529785	27.695819854736328	0.07275000214576721	0.061250001192092896	0.05249999836087227	0.06875000149011612	0.7950624823570251	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 16:19:00 UTC 2017	2.0	1.098948608E9	null	0.0	1.9103744E7	21.09033966064453	3.0	1.1433984E9	null	1.0	1.0	1.081475072E9	1.092620288E9	28.028179168701172	30.714027404785156	0.08524999767541885	0.0702499970793724	0.07000000029802322	0.061000000685453415	0.7950595617294312	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 16:18:00 UTC 2017	2.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
