('profile: ', [(0, 3), (70, 3), (103, 3), (110, 3), (140, 3), (202, 3), (253, 3), (324, 3), (346, 3), (426, 3), (443, 3), (502, 3), (504, 3), (518, 3), (541, 3), (600, 3)])
('2017-05-12 15:28:06', 1494602886, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-12 15:31:06', 1494603066, 'Users=', 70, 'Duration=', 3, 'min')
('2017-05-12 15:34:06', 1494603246, 'Users=', 103, 'Duration=', 3, 'min')
('2017-05-12 15:37:06', 1494603426, 'Users=', 110, 'Duration=', 3, 'min')
('2017-05-12 15:40:06', 1494603606, 'Users=', 140, 'Duration=', 3, 'min')
('2017-05-12 15:43:06', 1494603786, 'Users=', 202, 'Duration=', 3, 'min')
('2017-05-12 15:46:06', 1494603966, 'Users=', 253, 'Duration=', 3, 'min')
('2017-05-12 15:49:06', 1494604146, 'Users=', 324, 'Duration=', 3, 'min')
('2017-05-12 15:52:07', 1494604327, 'Users=', 346, 'Duration=', 3, 'min')
('2017-05-12 15:55:07', 1494604507, 'Users=', 426, 'Duration=', 3, 'min')
('2017-05-12 15:58:07', 1494604687, 'Users=', 443, 'Duration=', 3, 'min')
('2017-05-12 16:01:07', 1494604867, 'Users=', 502, 'Duration=', 3, 'min')
('2017-05-12 16:04:07', 1494605047, 'Users=', 504, 'Duration=', 3, 'min')
('2017-05-12 16:07:07', 1494605227, 'Users=', 518, 'Duration=', 3, 'min')
('2017-05-12 16:10:07', 1494605407, 'Users=', 541, 'Duration=', 3, 'min')
('2017-05-12 16:13:07', 1494605587, 'Users=', 600, 'Duration=', 3, 'min')
