_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle1	percentile_fetch_middle2	percentile_fetchfeeds_middle1	percentile_fetchfeeds_middle2	percentile_fetchfeeds_middle1	percentile_fetchfeeds_middle2	percentile_sub_middle	percentile_unsub_middle	
Fri May 12 16:05:00 UTC 2017	990.0	1.099210752E9	1.8345724E7	74.0	2.6075136E7	262762.5	135.0	1.138798592E9	41907.734375	191.0	175.0	1.038282752E9	1.079144448E9	3576482.25	3661769.0	0.13224999606609344	0.23675000667572021	0.24150000512599945	0.35199999809265137	0.7926973104476929	504.0	33136.0	33135.0	1638.0	1570.0	0.0	3.0	0.0	0.0	3.33822444E8	3.54093127E8	1.00609781E8	8.6631487E7	9.572258E7	9.2409396E7	null	1.15994407E8	null	6.1386886E7	null	6.1386886E7	7631001.0	6275178.0	
Fri May 12 16:04:00 UTC 2017	993.0	1.099255808E9	1.8345724E7	75.0	2.4403968E7	260736.453125	130.0	1.138475008E9	41193.078125	187.0	172.0	1.029881856E9	1.070010368E9	3576482.25	3661769.0	0.10750000178813934	0.23025000095367432	0.2632499933242798	0.35499998927116394	0.7925686836242676	502.0	31547.0	31506.0	1284.0	1240.0	0.0	2.0	0.0	0.0	3.26801234E8	3.74661884E8	9.9656353E7	9.0044317E7	7.2561972E7	8.642638E7	null	1.16377079E8	null	6.1811183E7	null	6.1811183E7	7445959.0	8021067.0	
Fri May 12 16:03:00 UTC 2017	991.0	1.098960896E9	1.8097052E7	72.0	2.4354816E7	260736.453125	122.0	1.137287168E9	41193.078125	187.0	170.0	1.022480384E9	1.063870464E9	3576482.25	3661769.0	0.10400000214576721	0.2175000011920929	0.23350000381469727	0.3477500081062317	0.7923357486724854	502.0	29899.0	29873.0	964.0	940.0	0.0	1.0	0.0	0.0	3.13776974E8	3.16947263E8	8.3762602E7	8.1645714E7	8.6961115E7	7.5019174E7	null	1.12047404E8	null	6.0421875E7	null	6.0421875E7	8197122.0	8768927.0	
Fri May 12 16:02:00 UTC 2017	967.0	1.098924032E9	1.8097052E7	72.0	2.4334336E7	252482.046875	123.0	1.13655808E9	41405.546875	185.0	170.0	1.013600256E9	1.052614656E9	3576482.25	3661769.0	0.09974999725818634	0.22624999284744263	0.23350000381469727	0.3397499918937683	0.7931004762649536	502.0	28200.0	28207.0	704.0	671.0	0.0	0.0	0.0	0.0	3.10945581E8	3.04816993E8	7.7444674E7	7.4315516E7	7.5562586E7	7.2670484E7	null	1.10896056E8	null	5.9177645E7	null	5.9177645E7	6538847.0	7466855.0	
Fri May 12 16:01:00 UTC 2017	950.0	1.098551296E9	1.8097052E7	72.0	2.3732224E7	250040.296875	130.0	1.135931392E9	41405.546875	192.0	179.0	1.004838912E9	1.047822336E9	3239018.25	3615146.25	0.10499999672174454	0.22750000655651093	0.23350000381469727	0.34200000762939453	0.7918317914009094	443.0	26576.0	26619.0	538.0	498.0	0.0	0.0	0.0	0.0	2.89848071E8	2.92297973E8	6.898666E7	8.3345831E7	7.1467033E7	7.0357041E7	null	1.07546784E8	null	5.6276942E7	null	5.6276942E7	7240136.0	6292843.0	
Fri May 12 16:00:00 UTC 2017	959.0	1.09862912E9	1.7711066E7	70.0	2.4526848E7	250040.296875	124.0	1.135767552E9	40659.1484375	175.0	163.0	9.9866624E8	1.039794176E9	3239018.25	3615146.25	0.09549999982118607	0.2162500023841858	0.23874999582767487	0.3490000069141388	0.7914732098579407	443.0	24973.0	24967.0	360.0	349.0	0.0	0.0	0.0	0.0	2.5421097E8	2.48859082E8	6.5442157E7	6.315223E7	6.236337E7	6.4789554E7	null	1.04897339E8	null	5.5053342E7	null	5.5053342E7	5807165.0	5746749.0	
Fri May 12 15:59:00 UTC 2017	959.0	1.098661888E9	1.6887872E7	70.0	2.502656E7	250040.296875	127.0	1.13559552E9	40659.1484375	181.0	165.0	9.91264768E8	1.03247872E9	3239018.25	3615146.25	0.09600000083446503	0.2214999943971634	0.23000000417232513	0.335999995470047	0.7911967635154724	443.0	23325.0	23338.0	250.0	237.0	0.0	0.0	0.0	0.0	2.72868201E8	2.69927279E8	6.2340982E7	5.954324E7	5.84263E7	6.2694282E7	null	1.04788198E8	null	5.6880574E7	null	5.6880574E7	6094458.0	5214496.0	
Fri May 12 15:58:00 UTC 2017	958.0	1.098514432E9	1.6887872E7	67.0	2.4526848E7	218125.09375	132.0	1.135325184E9	40944.48828125	171.0	165.0	9.86816512E8	1.020706816E9	3239018.25	3615146.25	0.11050000041723251	0.22075000405311584	0.22624999284744263	0.32850000262260437	0.790665864944458	426.0	21762.0	21749.0	157.0	141.0	0.0	0.0	0.0	0.0	2.30208856E8	2.27540978E8	6.6696659E7	5.5246574E7	6.0702336E7	6.5163407E7	null	1.02866543E8	null	5.2775229E7	null	5.2775229E7	6049436.0	5097686.0	
Fri May 12 15:57:00 UTC 2017	908.0	1.098498048E9	1.5190052E7	59.0	2.361344E7	218125.09375	127.0	1.135177728E9	32329.595703125	152.0	149.0	9.82085632E8	1.016025088E9	2767230.25	null	0.09674999862909317	0.20125000178813934	0.20800000429153442	0.28949999809265137	0.790459394454956	426.0	20156.0	20143.0	95.0	85.0	0.0	0.0	0.0	0.0	1.89655953E8	1.86939405E8	5.1341292E7	5.8664157E7	5.103132E7	4.7567301E7	null	9.5244582E7	null	3.8931501E7	null	3.8931501E7	4250741.0	4419532.0	
Fri May 12 15:56:00 UTC 2017	796.0	1.098944512E9	1.5221085E7	58.0	2.2192128E7	209730.71875	121.0	1.13412096E9	32329.595703125	147.0	139.0	9.760768E8	1.008852992E9	2767230.25	null	0.09875000268220901	0.20499999821186066	0.2175000011920929	0.2957499921321869	0.7923323512077332	426.0	18509.0	18507.0	59.0	60.0	0.0	0.0	0.0	0.0	9.8826365E7	9.3736251E7	3.2854942E7	3.4576938E7	2.7236319E7	3.7378865E7	null	6.9351955E7	null	1.0986769E7	null	1.0986769E7	2997989.0	2745729.0	
Fri May 12 15:55:00 UTC 2017	786.0	1.098870784E9	1.4638726E7	56.0	2.21184E7	209730.71875	121.0	1.134190592E9	32329.595703125	141.0	138.0	9.7107968E8	1.004781568E9	2767230.25	null	0.11924999952316284	0.19200000166893005	0.20675000548362732	0.289249986410141	0.792234480381012	346.0	17122.0	17122.0	47.0	41.0	0.0	0.0	0.0	0.0	9.8607008E7	9.7542262E7	3.3572302E7	3.2480938E7	3.8798209E7	2.812789E7	null	7.467223E7	null	1.2053477E7	null	1.2053477E7	2527219.0	2526739.0	
Fri May 12 15:54:00 UTC 2017	762.0	1.098125312E9	1.3919761E7	54.0	2.2040576E7	204135.75	118.0	1.13352704E9	32329.595703125	137.0	134.0	9.6786432E8	9.9946496E8	2735104.25	2873155.5	0.09974999725818634	0.24199999868869781	0.19325000047683716	0.28850001096725464	0.789880096912384	346.0	15775.0	15747.0	40.0	41.0	0.0	0.0	0.0	0.0	8.6994E7	8.3184058E7	2.7408964E7	1.8546127E7	2.0148024E7	2.3086803E7	null	6.0217864E7	null	9207001.0	null	9207001.0	2324315.0	2309109.0	
Fri May 12 15:53:00 UTC 2017	746.0	1.098059776E9	1.3919761E7	54.0	2.2065152E7	186776.28125	116.0	1.133625344E9	32329.595703125	134.0	126.0	9.61318912E8	9.9487744E8	2720947.5	2873155.5	0.09825000166893005	0.1875	0.1902499943971634	0.2762500047683716	0.7897690534591675	346.0	14406.0	14380.0	35.0	40.0	0.0	0.0	0.0	0.0	9.4951613E7	9.4237817E7	1.8521763E7	2.9536694E7	2.9324018E7	2.6672895E7	null	6.7506136E7	null	1.0627845E7	null	1.0627845E7	2463997.0	2900019.0	
Fri May 12 15:52:00 UTC 2017	725.0	1.097822208E9	1.1437635E7	51.0	2.1905408E7	186776.28125	118.0	1.133596672E9	32783.5390625	133.0	125.0	9.59148032E8	9.9057664E8	2128679.75	null	0.10700000077486038	0.18549999594688416	0.19175000488758087	0.27425000071525574	0.7895679473876953	324.0	13127.0	13114.0	26.0	24.0	0.0	0.0	0.0	0.0	9.0214812E7	8.710017E7	2.4366037E7	1.8846663E7	2.8580696E7	2.0142776E7	null	6.1947905E7	null	9059006.0	null	9059006.0	2011078.0	2451754.0	
Fri May 12 15:51:00 UTC 2017	704.0	1.098129408E9	1.1437635E7	43.0	2.1250048E7	164664.875	106.0	1.132883968E9	28371.6484375	115.0	115.0	9.5502336E8	9.88475392E8	2128679.75	null	0.0949999988079071	0.17874999344348907	0.18250000476837158	0.2447499930858612	0.7913904786109924	324.0	11844.0	11819.0	24.0	22.0	0.0	0.0	0.0	0.0	8.2969093E7	7.819791E7	2.2914068E7	1.6403345E7	2.1191798E7	1.5564505E7	null	5.4446308E7	null	8771352.0	null	8771352.0	2344507.0	2339512.0	
Fri May 12 15:50:00 UTC 2017	595.0	1.098121216E9	1.1251078E7	42.0	2.1241856E7	156609.734375	97.0	1.132814336E9	23065.66015625	109.0	109.0	9.52639488E8	9.86128384E8	2128679.75	null	0.09149999916553497	0.1679999977350235	0.16474999487400055	0.22624999284744263	0.789257287979126	324.0	10558.0	10547.0	24.0	19.0	0.0	0.0	0.0	0.0	6.5660152E7	5.8834228E7	1.5765178E7	1.6376376E7	1.0122718E7	1.532785E7	null	3.8118874E7	null	7225254.0	null	7225254.0	2156416.0	2090365.0	
Fri May 12 15:49:00 UTC 2017	573.0	1.098706944E9	1.0716799E7	40.0	2.1233664E7	153214.59375	102.0	1.13215488E9	23065.66015625	104.0	101.0	9.5113216E8	9.84215552E8	1702407.5	1858596.75	0.09849999845027924	0.16124999523162842	0.16075000166893005	0.2345000058412552	0.7912613153457642	253.0	9524.0	9515.0	13.0	14.0	0.0	0.0	0.0	0.0	6.2903404E7	6.5902996E7	8384781.0	9468107.0	8955947.0	6197871.0	null	3.8910725E7	null	6898301.0	null	6898301.0	1708869.0	1672985.0	
Fri May 12 15:48:00 UTC 2017	544.0	1.098522624E9	8966218.0	34.0	2.1204992E7	130511.3828125	89.0	1.13231872E9	23065.66015625	85.0	83.0	9.50489088E8	9.81807104E8	1702407.5	1858596.75	0.0989999994635582	0.15174999833106995	0.1535000056028366	0.20149999856948853	0.789003849029541	253.0	8524.0	8517.0	13.0	14.0	0.0	0.0	0.0	0.0	5.6976723E7	6.2638046E7	6615070.0	1.2609302E7	5302925.0	9075074.0	null	3.6715781E7	null	7043625.0	null	7043625.0	1738383.0	1921981.0	
Fri May 12 15:47:00 UTC 2017	467.0	1.098350592E9	6853948.5	32.0	2.0508672E7	122454.0859375	86.0	1.131839488E9	21836.884765625	83.0	82.0	9.4803968E8	9.80074496E8	1634910.25	1858596.75	0.08824999630451202	0.14499999582767487	0.14300000667572021	0.1992499977350235	0.788856565952301	253.0	7529.0	7531.0	13.0	14.0	0.0	0.0	0.0	0.0	4.4026181E7	4.7572615E7	6954383.0	4862881.0	5791816.0	7519316.0	null	3.0125888E7	null	6238495.0	null	6238495.0	1640781.0	1580151.0	
Fri May 12 15:46:00 UTC 2017	445.0	1.097859072E9	6853948.5	31.0	2.0631552E7	116558.15625	85.0	1.131401216E9	21836.884765625	81.0	79.0	9.481216E8	9.79730432E8	1307804.0	1322174.375	0.09350000321865082	0.13699999451637268	0.14024999737739563	0.1837500035762787	0.7886461615562439	202.0	6699.0	6716.0	12.0	11.0	0.0	0.0	0.0	0.0	5.0458264E7	4.254053E7	6360838.0	4832743.0	4840328.0	5090064.0	null	3.0963252E7	null	6115007.0	null	6115007.0	1498423.0	1452144.0	
Fri May 12 15:45:00 UTC 2017	410.0	1.098768384E9	6853948.5	26.0	2.0627456E7	95233.8046875	69.0	1.131331584E9	18265.412109375	70.0	65.0	9.46233344E8	9.78866176E8	1307804.0	1322174.375	0.1107499971985817	0.1367499977350235	0.12200000137090683	0.1757500022649765	0.7886114120483398	202.0	5894.0	5897.0	12.0	11.0	0.0	0.0	0.0	0.0	4.0275479E7	3.8196211E7	4522048.0	4807040.0	4065229.0	4896326.0	null	2.7266211E7	null	5593824.0	null	5593824.0	1437592.0	1346048.0	
Fri May 12 15:44:00 UTC 2017	349.0	1.098350592E9	5739370.5	25.0	2.0619264E7	70971.515625	64.0	1.13106944E9	13876.990234375	66.0	58.0	9.46376704E8	9.7585152E8	910012.4375	1099989.375	0.08500000089406967	0.125	0.12099999934434891	0.16599999368190765	0.7884582877159119	202.0	5098.0	5099.0	12.0	11.0	0.0	0.0	0.0	0.0	4.8803207E7	4.6364756E7	9030049.0	4880579.0	6170159.0	5814563.0	null	3.0490241E7	null	6086614.0	null	6086614.0	1519184.0	1746717.0	
Fri May 12 15:43:00 UTC 2017	320.0	1.098596352E9	5739370.5	24.0	2.5649152E7	70971.515625	62.0	1.131364352E9	13876.990234375	59.0	56.0	9.46458624E8	9.75880192E8	910012.4375	1099989.375	0.09624999761581421	0.12325000017881393	0.3477500081062317	0.14900000393390656	0.788176953792572	140.0	4515.0	4507.0	12.0	11.0	0.0	0.0	0.0	0.0	4.4957088E7	4.5753847E7	8790994.0	5042522.0	4140553.0	1.2597673E7	null	2.8494325E7	null	5597409.0	null	5597409.0	1609935.0	1477844.0	
Fri May 12 15:42:00 UTC 2017	294.0	1.098371072E9	4964631.0	19.0	2.048E7	70971.515625	56.0	1.13065984E9	13876.990234375	49.0	49.0	9.4654464E8	9.7595392E8	910012.4375	1099989.375	0.08174999803304672	0.11299999803304672	0.10700000077486038	0.14524999260902405	0.7880145311355591	140.0	3985.0	3963.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2223851E7	6.1455122E7	3.4468712E7	3.9707002E7	3.5006342E7	5.9830697E7	null	3.145755E7	null	6251728.0	null	6251728.0	2335701.0	2109244.0	
Fri May 12 15:41:00 UTC 2017	248.0	1.098268672E9	4736738.0	19.0	2.0471808E7	69655.4375	51.0	1.13057792E9	12602.94140625	46.0	48.0	9.46311168E8	9.76060416E8	884673.125	1059480.0	0.08824999630451202	0.11249999701976776	0.1067499965429306	0.13349999487400055	0.7893688082695007	140.0	3436.0	3410.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9103289E7	5.3672128E7	4109136.0	5812287.0	4308617.0	4508162.0	null	2.7946168E7	null	5553137.0	null	5553137.0	1450303.0	1360998.0	
Fri May 12 15:40:00 UTC 2017	251.0	1.097424896E9	4736738.0	18.0	1.9734528E7	64136.48828125	53.0	1.130647552E9	12794.072265625	46.0	47.0	9.4652416E8	9.76011264E8	884673.125	1059480.0	0.08500000089406967	0.11500000208616257	0.10575000196695328	0.14650000631809235	0.7876182198524475	110.0	2979.0	2969.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4703074E7	6.4817136E7	3.749817E7	5608276.0	6465358.0	1.1792598E7	null	3.0465943E7	null	5336473.0	null	5336473.0	1446904.0	1428901.0	
Fri May 12 15:39:00 UTC 2017	242.0	1.09805568E9	4452320.0	17.0	2.050048E7	64136.48828125	52.0	1.130401792E9	2397.55908203125	47.0	46.0	9.4550016E8	9.75597568E8	832469.75	977224.625	0.0754999965429306	0.11375000327825546	0.10275000333786011	0.14100000262260437	0.7894201874732971	110.0	2532.0	2524.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7586758E7	6.0469533E7	1.6346775E7	1.6763489E7	3.6911234E7	7795205.0	null	3.1315758E7	null	5535205.0	null	5535205.0	1457658.0	1767732.0	
Fri May 12 15:38:00 UTC 2017	228.0	1.098293248E9	4452320.0	17.0	2.0492288E7	4175.83544921875	50.0	1.13068032E9	2397.55908203125	46.0	45.0	9.45098752E8	9.75683584E8	832469.75	977224.625	0.08500000089406967	0.10599999874830246	0.09600000083446503	0.13099999725818634	0.7873466610908508	110.0	2107.0	2079.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8837451E7	6.1041674E7	3.5771E7	2.2236664E7	5997618.0	4623429.0	null	3.1521154E7	null	5616081.0	null	5616081.0	1592358.0	1362633.0	
Fri May 12 15:37:00 UTC 2017	231.0	1.098006528E9	4047569.25	15.0	1.9775488E7	4175.83544921875	50.0	1.130008576E9	2397.55908203125	41.0	43.0	9.45180672E8	9.75659008E8	650879.875	null	0.09149999916553497	0.10450000315904617	0.10350000113248825	0.1277499943971634	0.787315845489502	103.0	1686.0	1667.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5576618E7	5.3200028E7	7352821.0	1.2028237E7	1.7367227E7	2.9612045E7	null	3.1329982E7	null	5601030.0	null	5601030.0	1435162.0	1533331.0	
Fri May 12 15:36:00 UTC 2017	209.0	1.097494528E9	3439917.75	13.0	1.9767296E7	4175.83544921875	42.0	1.130287104E9	2397.55908203125	36.0	31.0	9.44062464E8	9.74483456E8	650879.875	null	0.07724999636411667	0.1042499989271164	0.09025000035762787	0.12200000137090683	0.7871289253234863	103.0	1267.0	1268.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5650708E7	7.0707114E7	1.4178591E7	8544705.0	1.789332E7	1.028056E7	null	2.9355127E7	null	5690816.0	null	5690816.0	1365201.0	1402820.0	
Fri May 12 15:35:00 UTC 2017	166.0	1.097560064E9	2812212.5	11.0	1.9079168E7	4175.83544921875	36.0	1.129951232E9	2397.55908203125	31.0	28.0	9.43423488E8	9.74569472E8	541326.25	400918.0	0.11225000023841858	0.08900000154972076	0.09000000357627869	0.11225000023841858	0.7867350578308105	103.0	861.0	870.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7905547E7	8.0374928E7	7294213.0	5.0492946E7	1.3843507E7	2.3456207E7	null	3.3620076E7	null	5445458.0	null	5445458.0	1425059.0	1441119.0	
Fri May 12 15:34:00 UTC 2017	143.0	1.097355264E9	2082035.375	8.0	1.9079168E7	4175.83544921875	35.0	1.130115072E9	2397.55908203125	26.0	25.0	9.43505408E8	9.71378688E8	55738.71875	52195.625	0.07625000178813934	0.0925000011920929	0.08749999850988388	0.10100000351667404	0.7876182198524475	70.0	568.0	567.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5290518E7	6.8502952E7	2.3155766E7	1.801806E7	1.8184838E7	4076309.0	null	4.3597159E7	null	5370105.0	null	5370105.0	1704688.0	1346448.0	
Fri May 12 15:33:00 UTC 2017	107.0	1.097347072E9	367560.15625	1.0	1.9079168E7	4175.83544921875	13.0	1.129750528E9	2397.55908203125	7.0	8.0	9.40417024E8	9.71452416E8	55738.71875	52195.625	0.0729999989271164	0.07500000298023224	0.05649999901652336	0.06875000149011612	0.7861107587814331	70.0	296.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0	7.417106E7	7.6655063E7	3.7401063E7	3.2333671E7	6663508.0	1.2022514E7	null	4.3871669E7	null	5971180.0	null	5971180.0	1357804.0	1357592.0	
Fri May 12 15:32:00 UTC 2017	23.0	1.09737984E9	22324.49609375	0.0	1.9079168E7	0.0	3.0	1.129459712E9	351.58258056640625	1.0	1.0	9.40507136E8	9.71538432E8	29.579833984375	30.253021240234375	0.08224999904632568	0.0677499994635582	0.05249999836087227	0.07124999910593033	0.7859429717063904	70.0	null	null	null	null	null	null	null	null	4.710164E7	4.7201167E7	5415650.0	3.2059654E7	6723153.0	6733329.0	null	3.0058332E7	null	6465241.0	null	6465241.0	1444179.0	1289243.0	
Fri May 12 15:31:00 UTC 2017	2.0	1.09737984E9	21380.900390625	0.0	1.9079168E7	0.0	3.0	1.129459712E9	547.783935546875	1.0	1.0	9.40597248E8	9.71685888E8	29.579833984375	30.253021240234375	0.06400000303983688	0.06849999725818634	0.04724999889731407	0.06525000184774399	0.7858626842498779	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 15:30:00 UTC 2017	2.0	1.09737984E9	21380.900390625	0.0	1.9079168E7	4.417724609375	3.0	1.129549824E9	null	1.0	1.0	9.4068736E8	9.71771904E8	28.662391662597656	30.253021240234375	0.08425000309944153	0.06199999898672104	0.0572500005364418	0.10949999839067459	0.786959171295166	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Fri May 12 15:29:00 UTC 2017	1.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
