_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra1	memusage_cassandra2	network_cassandra1	cpuusage_edge2	cpuusage_edge3	memusage_edge2	memusage_edge3	network_edge1	network_edge4	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count	status_500_count	status_0_count	status_other_count	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_viewfeedresponsetime_edge3	percentile_viewfeedresponsetime_edge4	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_addfeedresponsetime_edge3	percentile_addfeedresponsetime_edge4	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_deletefeedresponsetime_edge3	percentile_deletefeedresponsetime_edge4	percentile_fetch_middle1	percentile_fetch_middle2	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle1	percentile_sub_middle2	percentile_unsub_middle1	percentile_unsub_middle2	cpuusage_stress1	cpuusage_stress10	cpuusage_stress11	cpuusage_stress2	cpuusage_stress3	cpuusage_stress4	cpuusage_stress5	cpuusage_stress6	cpuusage_stress7	cpuusage_stress8	cpuusage_stress9	
Thu Jul 27 08:19:00 UTC 2017	22.0	1.07255808E9	100486.421875	1.0	2.5288704E7	4494.54833984375	2.0	4.53517312E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.12224999815225601	0.057750001549720764	0.048250000923871994	0.9897500276565552	0.7785438299179077	10.0	null	null	null	null	1.75664477E8	null	null	1.74793678E8	5.2011959E7	null	null	2.0679755E7	4010096.0	null	null	4.3473588E7	null	1.55677473E8	3.4408436E7	3.4408436E7	null	8690902.0	null	1790822.0	328.0	328.0	325.0	325.0	333.0	357.0	331.0	323.0	326.0	332.0	327.0	
Thu Jul 27 08:18:00 UTC 2017	14.0	1.073516544E9	100486.421875	0.0	2.5288704E7	3038.990966796875	2.0	4.52435968E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.07699999958276749	0.05400000140070915	0.05375000089406967	0.9904999732971191	0.7784562110900879	10.0	null	null	null	null	1.33572102E8	null	null	9.8711267E7	1.6008191E7	null	null	4085214.0	4.3927194E7	null	null	8797532.0	null	1.09087469E8	5.6554496E7	5.6554496E7	null	1715730.0	null	9477178.0	334.0	332.0	331.0	337.0	330.0	334.0	325.0	329.0	335.0	332.0	333.0	
Thu Jul 27 08:17:00 UTC 2017	11.0	1.072390144E9	100486.421875	0.0	2.6324992E7	3038.990966796875	2.0	4.53296128E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.08799999952316284	0.0560000017285347	0.05375000089406967	0.9897500276565552	0.77838134765625	10.0	null	null	null	null	1.46534812E8	null	null	1.35505808E8	3146621.0	null	null	4641672.0	3672764.0	null	null	9.4167767E7	null	1.29555359E8	3.5799298E7	3.5799298E7	null	1309634.0	null	9328920.0	325.0	332.0	324.0	332.0	331.0	338.0	331.0	328.0	329.0	329.0	331.0	
Thu Jul 27 08:16:00 UTC 2017	11.0	1.073573888E9	100486.421875	0.0	2.6324992E7	2314.462158203125	2.0	4.5326336E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.0925000011920929	0.05274999886751175	0.05025000125169754	0.9902499914169312	0.7783011198043823	5.0	null	null	null	null	2.64221475E8	null	null	1.30190582E8	3828558.0	null	null	7.3541037E7	3162459.0	null	null	4124116.0	null	2.57581114E8	1.8420946E7	1.8420946E7	null	1455111.0	null	1383829.0	331.0	332.0	328.0	331.0	323.0	325.0	323.0	327.0	334.0	321.0	335.0	
Thu Jul 27 08:15:00 UTC 2017	9.0	1.072586752E9	100486.421875	0.0	2.6324992E7	1575.019287109375	2.0	4.51784704E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.08649999648332596	0.05375000089406967	0.04600000008940697	0.9907500147819519	0.7782605290412903	5.0	null	null	null	null	1.8357454E8	null	null	2.62790783E8	3812525.0	null	null	3189989.0	5436533.0	null	null	3810067.0	null	1.19346923E8	7.1446112E7	7.1446112E7	null	1200713.0	null	3633679.0	336.0	331.0	331.0	335.0	331.0	330.0	334.0	328.0	333.0	330.0	328.0	
Thu Jul 27 08:14:00 UTC 2017	7.0	1.07370496E9	100486.421875	0.0	2.5288704E7	1575.019287109375	2.0	4.52841472E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.08550000190734863	0.048250000923871994	0.05299999937415123	0.9915000200271606	0.7805781960487366	5.0	null	null	null	null	1.15520802E8	null	null	1.01363552E8	4535235.0	null	null	3530692.0	4526823.0	null	null	4058534.0	null	1.07955049E8	5.3885205E7	5.3885205E7	null	1305928.0	null	2650950.0	333.0	329.0	338.0	329.0	326.0	321.0	346.0	332.0	330.0	329.0	332.0	
Thu Jul 27 08:13:00 UTC 2017	6.0	1.073696768E9	9436.3876953125	0.0	2.5288704E7	462.2621765136719	2.0	4.51780608E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.08749999850988388	0.05700000002980232	0.04975000023841858	0.9909999966621399	0.7781171798706055	3.0	null	null	null	null	8.474976E7	null	null	1.08195265E8	3348550.0	null	null	7079447.0	8.0344983E7	null	null	6070148.0	null	1.01624811E8	6227953.0	6227953.0	null	1648956.0	null	1358806.0	333.0	335.0	335.0	335.0	333.0	321.0	340.0	331.0	337.0	330.0	334.0	
Thu Jul 27 08:12:00 UTC 2017	2.0	1.072644096E9	9436.3876953125	0.0	2.5288704E7	18.639110565185547	2.0	4.53177344E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.07975000143051147	0.04749999940395355	0.07349999994039536	0.9915000200271606	0.7779732942581177	3.0	null	null	null	null	9.300169E7	null	null	3.54176138E8	4899469.0	null	null	4385277.0	3.9780432E7	null	null	3942415.0	null	1.00981324E8	6.1363512E7	6.1363512E7	null	1257828.0	null	3.7275845E7	333.0	331.0	336.0	333.0	327.0	323.0	343.0	333.0	334.0	333.0	337.0	
Thu Jul 27 08:11:00 UTC 2017	1.0	1.072644096E9	8751.0419921875	0.0	2.5288704E7	3.716935396194458	2.0	4.51538944E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.09025000035762787	0.05400000140070915	0.05000000074505806	0.9912499785423279	0.7779317498207092	3.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	330.0	332.0	329.0	328.0	328.0	322.0	341.0	330.0	331.0	331.0	331.0	
Thu Jul 27 08:10:00 UTC 2017	1.0	1.073692672E9	8751.0419921875	0.0	2.5288704E7	0.0	2.0	4.52595712E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.09475000202655792	0.0494999997317791	0.04699999839067459	0.9907500147819519	0.7778906226158142	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	332.0	326.0	328.0	332.0	334.0	343.0	338.0	326.0	330.0	331.0	327.0	
Thu Jul 27 08:09:00 UTC 2017	1.0	1.073692672E9	10668.6875	0.0	2.5288704E7	0.0	2.0	4.51534848E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.10849999636411667	0.05525000020861626	0.048250000923871994	0.9912499785423279	0.7778881788253784	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	331.0	334.0	324.0	325.0	334.0	362.0	336.0	326.0	325.0	335.0	328.0	
Thu Jul 27 08:08:00 UTC 2017	1.0	1.072635904E9	10668.6875	0.0	2.5288704E7	60404.75	2.0	4.49441792E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.08675000071525574	0.04975000023841858	0.04975000023841858	0.9912499785423279	0.780194103717804	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	330.0	329.0	326.0	334.0	332.0	345.0	329.0	332.0	332.0	328.0	335.0	
Thu Jul 27 08:07:00 UTC 2017	1.0	1.072615424E9	10180.1650390625	0.0	2.6324992E7	60404.75	2.0	4.49265664E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.08250000327825546	0.05550000071525574	0.060750000178813934	0.9915000200271606	0.7790086269378662	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	336.0	337.0	327.0	343.0	326.0	331.0	328.0	330.0	339.0	332.0	335.0	
Thu Jul 27 08:06:00 UTC 2017	1.0	1.072607232E9	8155438.0	0.0	2.5288704E7	60404.75	2.0	4.50400256E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	24.079439163208008	22.63605308532715	0.09200000017881393	0.05025000125169754	0.04699999839067459	0.9917500019073486	0.7797018885612488	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	341.0	334.0	330.0	335.0	327.0	325.0	324.0	327.0	335.0	325.0	337.0	
Thu Jul 27 08:05:00 UTC 2017	1.0	1.073655808E9	8155438.0	0.0	2.6324992E7	60404.75	2.0	4.50220032E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1515216.5	1635908.0	0.08275000005960464	0.05350000038743019	0.05274999886751175	0.9912499785423279	0.7777062058448792	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	332.0	328.0	331.0	330.0	333.0	340.0	340.0	331.0	327.0	332.0	330.0	
Thu Jul 27 08:04:00 UTC 2017	1.0	1.072594944E9	8155438.0	17.0	2.5288704E7	60404.75	2.0	4.50220032E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1515216.5	1635908.0	0.1002499982714653	0.10324999690055847	0.12125000357627869	0.9745000004768372	0.7776709794998169	0.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	300.0	304.0	301.0	304.0	307.0	307.0	307.0	299.0	315.0	309.0	298.0	
Thu Jul 27 08:03:00 UTC 2017	199.0	1.074438144E9	8155438.0	34.0	3.1420416E7	170033.5625	2.0	4.47352832E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1515216.5	1635908.0	0.1287499964237213	0.15025000274181366	0.24375000596046448	0.9457499980926514	0.779952883720398	0.0	null	null	null	null	8.92377523E8	null	null	8.21493043E8	2.70339354E8	null	null	2.81229607E8	3.24773587E8	null	null	2.98952892E8	null	2.44880821E8	6.9866951E7	6.9866951E7	null	2.7453949E7	null	2.9095733E7	276.0	273.0	276.0	275.0	270.0	268.0	274.0	271.0	275.0	269.0	274.0	
Thu Jul 27 08:02:00 UTC 2017	409.0	1.074061312E9	7997535.0	31.0	3.086336E7	170033.5625	2.0	4.43797504E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1515216.5	1635908.0	0.12200000137090683	0.15649999678134918	0.23549999296665192	0.9457499980926514	0.7797973155975342	0.0	null	null	null	null	8.81100513E8	null	null	9.22982703E8	3.78027619E8	null	null	3.24850839E8	3.53544642E8	null	null	3.27370459E8	null	2.51482241E8	7.4539892E7	7.4539892E7	null	3.2727563E7	null	3.522416E7	274.0	272.0	271.0	273.0	274.0	272.0	275.0	270.0	270.0	273.0	271.0	
Thu Jul 27 08:01:00 UTC 2017	408.0	1.07370496E9	7570445.0	31.0	2.9827072E7	170033.5625	2.0	4.42466304E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1618469.875	1623844.125	0.13124999403953552	0.15399999916553497	0.21875	0.9480000138282776	0.7795135378837585	600.0	null	null	null	null	9.948164E8	null	null	9.77960401E8	3.12738446E8	null	null	3.74185416E8	3.52247817E8	null	null	3.79286298E8	null	2.66969E8	7.5841889E7	7.5841889E7	null	3.476334E7	null	3.7284275E7	270.0	267.0	269.0	268.0	267.0	270.0	270.0	270.0	270.0	266.0	268.0	
Thu Jul 27 08:00:00 UTC 2017	411.0	1.072799744E9	7816607.0	33.0	3.1543296E7	170033.5625	2.0	4.40287232E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1618469.875	1623844.125	0.12174999713897705	0.15950000286102295	0.2252500057220459	0.9480000138282776	0.7789283990859985	600.0	null	null	null	null	1.051841219E9	null	null	1.160638607E9	4.99938747E8	null	null	3.32875997E8	3.47150351E8	null	null	3.78916081E8	null	2.8600211E8	7.821521E7	7.821521E7	null	2.6621424E7	null	3.6900295E7	270.0	269.0	270.0	268.0	275.0	285.0	277.0	270.0	269.0	272.0	270.0	
Thu Jul 27 07:59:00 UTC 2017	420.0	1.072201728E9	7816607.0	31.0	3.149824E7	161201.5	2.0	4.37633024E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1618469.875	1623844.125	0.13975000381469727	0.15199999511241913	0.2150000035762787	0.9502500295639038	0.7766322493553162	600.0	null	null	null	null	1.26670155E9	null	null	1.224099747E9	3.78237738E8	null	null	3.77053357E8	4.47466183E8	null	null	3.731844E8	null	3.41301591E8	8.1288659E7	8.1288659E7	null	3.2897845E7	null	3.7042681E7	272.0	272.0	275.0	272.0	276.0	287.0	278.0	274.0	269.0	273.0	269.0	
Thu Jul 27 07:58:00 UTC 2017	402.0	1.071341568E9	5821269.5	31.0	3.1432704E7	165237.78125	2.0	4.37379072E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1618469.875	1623844.125	0.12800000607967377	0.15700000524520874	0.22675000131130219	0.9477499723434448	0.7764942646026611	600.0	null	null	null	null	1.284512162E9	null	null	1.214137438E9	3.63383944E8	null	null	3.83150242E8	3.85736602E8	null	null	3.57444416E8	null	3.340136E8	7.8660276E7	7.8660276E7	null	3.3491977E7	null	3.7039653E7	270.0	269.0	272.0	269.0	272.0	281.0	272.0	272.0	267.0	271.0	270.0	
Thu Jul 27 07:57:00 UTC 2017	405.0	1.072488448E9	5821269.5	30.0	2.973696E7	165237.78125	2.0	4.31833088E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1717259.0	null	0.1185000017285347	0.1509999930858612	0.2292499989271164	0.949999988079071	0.7763660550117493	600.0	null	null	null	null	1.278598172E9	null	null	9.07089864E8	3.82495425E8	null	null	3.92064873E8	4.24971693E8	null	null	2.94410473E8	null	2.81385098E8	7.3877218E7	7.3877218E7	null	4.0330685E7	null	3.5901845E7	272.0	270.0	276.0	272.0	275.0	277.0	278.0	275.0	273.0	271.0	270.0	
Thu Jul 27 07:56:00 UTC 2017	418.0	1.070706688E9	5821269.5	31.0	3.1444992E7	165237.78125	2.0	4.32611328E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1372055.0	1340070.125	0.13075000047683716	0.164000004529953	0.23874999582767487	0.9477499723434448	0.7761033177375793	600.0	null	null	null	null	1.018796603E9	null	null	7.89298937E8	3.33974531E8	null	null	3.75193776E8	2.69529699E8	null	null	3.31922894E8	null	2.63756611E8	7.2635407E7	7.2635407E7	null	3.1277624E7	null	3.3711537E7	275.0	274.0	277.0	273.0	277.0	283.0	275.0	274.0	272.0	274.0	272.0	
Thu Jul 27 07:55:00 UTC 2017	392.0	1.071812608E9	5821269.5	29.0	3.14368E7	142797.828125	2.0	4.26893312E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1372055.0	1340070.125	0.11949999630451202	0.1655000001192093	0.22675000131130219	0.9537500143051147	0.7781533598899841	600.0	null	null	null	null	8.95486013E8	null	null	9.36177344E8	3.31795639E8	null	null	3.715358E8	4.03367831E8	null	null	4.03132099E8	null	2.67013352E8	7.7457327E7	7.7457327E7	null	4.8639027E7	null	3.781732E7	273.0	277.0	276.0	274.0	275.0	273.0	277.0	274.0	273.0	272.0	274.0	
Thu Jul 27 07:54:00 UTC 2017	401.0	1.067646976E9	5821269.5	27.0	3.135488E7	47400.82421875	2.0	4.25242624E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1372055.0	1340070.125	0.11924999952316284	0.164000004529953	0.23250000178813934	0.9537500143051147	0.7752339243888855	600.0	null	null	null	null	8.70952208E8	null	null	1.057309625E9	3.81768086E8	null	null	3.79595526E8	3.40148252E8	null	null	3.94888268E8	null	2.78881357E8	8.0197455E7	8.0197455E7	null	4.4622029E7	null	4.091972E7	276.0	273.0	277.0	272.0	278.0	281.0	277.0	274.0	275.0	277.0	274.0	
Thu Jul 27 07:53:00 UTC 2017	410.0	9.77399808E8	5821269.5	23.0	3.0191616E7	47400.82421875	2.0	4.225024E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	274404.65625	69785.921875	0.12075000256299973	0.17000000178813934	0.21449999511241913	0.9570000171661377	0.75934237241745	600.0	null	null	null	null	8.06152355E8	null	null	1.270811189E9	3.46527685E8	null	null	3.77238884E8	3.89271418E8	null	null	4.32870401E8	null	2.77724586E8	7.8966501E7	7.8966501E7	null	4.7198701E7	null	3.8154615E7	279.0	278.0	278.0	280.0	282.0	280.0	280.0	281.0	277.0	277.0	278.0	
Thu Jul 27 07:52:00 UTC 2017	399.0	8.64780288E8	2052439.375	9.0	3.035136E7	47400.82421875	2.0	4.21842944E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	274404.65625	69785.921875	0.10999999940395355	0.12549999356269836	0.1889999955892563	0.9727500081062317	0.7505261898040771	600.0	null	null	null	null	1.205695531E9	null	null	1.071173556E9	4.26595151E8	null	null	5.20469974E8	3.89127825E8	null	null	4.69147051E8	null	3.23140618E8	9.7095535E7	9.7095535E7	null	5.3668903E7	null	4.3202865E7	307.0	304.0	308.0	299.0	299.0	296.0	311.0	305.0	299.0	303.0	303.0	
Thu Jul 27 07:51:00 UTC 2017	224.0	8.91592704E8	902248.9375	3.0	2.5255936E7	14104.7294921875	2.0	4.17480704E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	274404.65625	69785.921875	0.08824999630451202	0.0625	0.06624999642372131	0.9850000143051147	0.7528815865516663	600.0	null	null	null	null	7.24777696E8	null	null	6.66343606E8	4.07977904E8	null	null	4.42066379E8	4.78150943E8	null	null	3.43704717E8	null	2.31168625E8	9.175104E7	9.175104E7	null	5.5655648E7	null	5.3292954E7	318.0	313.0	324.0	319.0	315.0	325.0	321.0	317.0	320.0	317.0	319.0	
Thu Jul 27 07:50:00 UTC 2017	81.0	8.871936E8	885273.125	3.0	2.4211456E7	14104.7294921875	2.0	4.17296384E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	274404.65625	69785.921875	0.08349999785423279	0.05974999815225601	0.06700000166893005	0.9854999780654907	0.752463698387146	600.0	null	null	null	null	1.8644231E8	null	null	2.12426942E8	7.9303831E7	null	null	1.6844541E7	5.2989487E7	null	null	7.6260727E7	null	1.57637406E8	2.6889871E7	2.6889871E7	null	1.8723042E7	null	5503004.0	323.0	325.0	321.0	323.0	312.0	318.0	327.0	318.0	326.0	315.0	323.0	
Thu Jul 27 07:49:00 UTC 2017	70.0	8.87123968E8	860336.0625	3.0	2.4465408E7	14104.7294921875	2.0	4.14957568E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	248505.40625	97424.28125	0.12125000357627869	0.06674999743700027	0.060750000178813934	0.984000027179718	0.7510805726051331	20.0	null	null	null	null	2.23172533E8	null	null	1.33853966E8	4.2763049E7	null	null	4.7842252E7	7.5986961E7	null	null	5.6121895E7	null	1.23201057E8	2.6967326E7	2.6967326E7	null	3.9403917E7	null	1.1377722E7	585.0	545.0	null	546.0	null	null	null	null	618.0	null	534.0	
Thu Jul 27 07:48:00 UTC 2017	75.0	8.83187712E8	757934.6875	3.0	2.4465408E7	10433.6962890625	2.0	4.14908416E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	240674.859375	93358.3671875	0.08749999850988388	0.06324999779462814	0.07349999994039536	0.9862499833106995	0.7357873916625977	20.0	null	null	null	null	1.33629959E8	null	null	1.0598647E8	1.7221264E7	null	null	7.3331504E7	5.6463815E7	null	null	9444979.0	null	1.10424392E8	1.8397191E7	1.8397191E7	null	1.3070261E7	null	3.6107805E7	718.0	702.0	null	707.0	null	null	null	null	703.0	null	707.0	
Thu Jul 27 07:47:00 UTC 2017	91.0	8.30480384E8	757934.6875	3.0	2.3425024E7	10433.6962890625	2.0	4.15596544E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	212346.546875	93358.3671875	0.09700000286102295	0.06549999862909317	0.0677499994635582	0.9865000247955322	0.728184163570404	20.0	null	null	null	null	1.47262906E8	null	null	1.26964135E8	7.2999998E7	null	null	3.7847741E7	4.9162047E7	null	null	4.584637E7	null	1.11723601E8	1.2996591E7	1.2996591E7	null	2.0374974E7	null	2895025.0	711.0	705.0	null	713.0	null	null	null	null	710.0	null	706.0	
Thu Jul 27 07:46:00 UTC 2017	87.0	7.90290432E8	616107.625	2.0	2.4367104E7	10433.6962890625	2.0	4.1517056E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1961.949951171875	null	0.08399999886751175	0.06599999964237213	0.07249999791383743	0.9865000247955322	0.722100555896759	20.0	null	null	null	null	1.54572922E8	null	null	1.33557198E8	5.0171288E7	null	null	7.4371252E7	1.8598428E7	null	null	7.1444211E7	null	1.2564047E8	2.5188988E7	2.5188988E7	null	7159610.0	null	1.6003109E7	709.0	709.0	null	689.0	null	null	null	null	713.0	null	702.0	
Thu Jul 27 07:45:00 UTC 2017	89.0	7.00301312E8	3527.631591796875	1.0	2.361344E7	8.984909057617188	2.0	4.15105024E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1961.949951171875	null	0.09274999797344208	0.06199999898672104	0.0702499970793724	0.9892500042915344	0.7136655449867249	20.0	null	null	null	null	1.1108213E8	null	null	1.11765853E8	2.903784E7	null	null	9474606.0	5.2568598E7	null	null	1.31496399E8	null	9.891026E7	1.7372816E7	1.7372816E7	null	2.2327288E7	null	3.2369406E7	727.0	697.0	null	710.0	null	null	null	null	707.0	null	711.0	
Thu Jul 27 07:44:00 UTC 2017	102.0	5.98048768E8	3527.631591796875	0.0	1.9472384E7	8.984909057617188	2.0	3.65682688E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	1961.949951171875	null	0.08950000256299973	0.1692499965429306	0.061500001698732376	0.9894999861717224	0.6983875632286072	20.0	null	null	null	null	1.93870097E8	null	null	1.23045653E8	5.2651208E7	null	null	6.6540243E7	3.0095974E7	null	null	6.4895165E7	null	1.51698186E8	7.4189504E7	7.4189504E7	null	4.5204205E7	null	3.4686017E7	685.0	689.0	null	683.0	null	null	null	null	692.0	null	678.0	
Thu Jul 27 07:43:00 UTC 2017	207.0	2.28352E7	7129.3994140625	0.0	1.288192E7	16.446727752685547	2.0	3.25132288E8	0.0	5.0	4.0	1.12852992E9	1.1021312E9	null	null	0.09449999779462814	0.07975000143051147	0.14124999940395355	0.9890000224113464	0.6834281086921692	20.0	null	null	null	null	9.328494E7	null	null	8.736045E7	2.754049985E9	null	null	8.7219135E7	2.737109001E9	null	null	1.535408444E9	null	5.0266174E7	null	null	null	6.41878531E8	null	6.2284844E7	722.0	725.0	null	695.0	null	null	null	null	714.0	null	711.0	
Thu Jul 27 07:41:00 UTC 2017	10.0	1.242312704E9	7129.3994140625	0.0	1.9513344E7	39.71821975708008	2.0	966656.0	0.0	5.0	4.0	1.128615936E9	1.10221312E9	null	null	0.09125000238418579	0.06800000369548798	0.051249999552965164	0.11225000023841858	0.9113260507583618	20.0	null	null	null	null	null	7.4525666E7	2185514.0	null	null	6320681.0	2791133.0	null	null	3236144.0	3715019.0	null	562673.0	null	null	null	4592302.0	null	699064.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:40:00 UTC 2017	9.0	1.242312704E9	7200.8271484375	0.0	1.9513344E7	39.71821975708008	2.0	null	0.0	6.0	5.0	1.128697856E9	1.102299136E9	null	null	0.09650000184774399	0.06575000286102295	0.04625000059604645	0.09799999743700027	0.9161561131477356	20.0	null	null	null	null	null	4.4892504E7	1.8976898E7	null	null	2814199.0	3647847.0	null	null	1.1756145E7	3835105.0	null	605369.0	null	null	null	695312.0	null	913589.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:39:00 UTC 2017	9.0	1.243889664E9	7200.8271484375	0.0	1.9513344E7	39.71821975708008	3.0	null	0.0	5.0	4.0	1.127768064E9	1.102385152E9	null	null	0.11025000363588333	0.05950000137090683	0.0560000017285347	0.08500000089406967	0.9162945747375488	20.0	null	null	null	null	null	6.530702E7	3.4912675E7	null	null	8028803.0	3.5380688E7	null	null	3240567.0	3.0813562E7	null	575879.0	null	null	null	773349.0	null	735678.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:38:00 UTC 2017	9.0	1.243889664E9	1481.77783203125	0.0	1.9513344E7	39.71821975708008	4.0	null	0.0	6.0	4.0	1.128853504E9	1.103454208E9	null	null	0.08749999850988388	0.07050000131130219	0.04450000077486038	0.09449999779462814	0.916047990322113	20.0	null	null	null	null	null	5.3056397E7	4.2887609E7	null	null	3543422.0	4418050.0	null	null	1.9630059E7	2797199.0	null	731620.0	null	null	null	772880.0	null	894526.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:37:00 UTC 2017	11.0	1.245712384E9	1481.77783203125	0.0	1.9513344E7	39.87993621826172	4.0	null	0.0	15.0	14.0	1.127923712E9	1.103532032E9	null	null	0.09375	0.08550000190734863	0.05674999952316284	0.1107499971985817	0.9193466305732727	20.0	null	null	null	null	null	5.6948047E7	5.0714806E7	null	null	1.8588706E7	7273724.0	null	null	4092851.0	4130194.0	null	661337.0	null	null	null	1387471.0	null	902968.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:36:00 UTC 2017	28.0	1.247563776E9	1481.77783203125	0.0	1.9513344E7	39.87993621826172	2.0	null	0.0	1.0	1.0	1.116516352E9	1.092788224E9	null	null	0.08624999970197678	0.04874999821186066	0.048500001430511475	0.09224999696016312	0.9184933304786682	20.0	null	null	null	null	null	6320882.0	5155280.0	null	null	7513026.0	6313939.0	null	null	4746501.0	5197597.0	null	846464.0	null	null	null	1014341.0	null	849865.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:35:00 UTC 2017	3.0	1.247563776E9	1332.670654296875	0.0	1.9513344E7	50.42209243774414	2.0	null	0.0	1.0	1.0	1.117437952E9	1.092702208E9	null	null	0.09375	0.05700000002980232	0.039250001311302185	0.07275000214576721	0.9183925986289978	5.0	null	null	null	null	null	6.8646217E7	2.3935199E7	null	null	3097826.0	3918948.0	null	null	2426459.0	4018766.0	null	564250.0	null	null	null	679805.0	null	668614.0	null	null	null	null	null	null	null	null	null	null	null	null	
Thu Jul 27 07:34:00 UTC 2017	3.0	1.24809216E9	1332.670654296875	0.0	1.9513344E7	50.42209243774414	3.0	null	0.0	1.0	2.0	1.116430336E9	1.09369344E9	null	null	0.09324999898672104	0.061000000685453415	0.04500000178813934	0.08550000190734863	0.918361246585846	3.0	null	null	null	null	null	2.0218529E7	7.9175885E7	null	null	3192481.0	3883936.0	null	null	2574029.0	2823001.0	null	1008954.0	null	null	null	651026.0	null	1007015.0	null	null	null	null	null	null	null	null	null	null	null	null	
