('profile: ', [(0, 3), (0, 3), (24, 3), (28, 3), (70, 3), (105, 3), (149, 3), (232, 3), (227, 3), (310, 3), (355, 3), (432, 3), (505, 3), (511, 3), (562, 3), (600, 3)])
('2017-05-13 02:12:33', 1494641553, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 02:15:33', 1494641733, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 02:18:33', 1494641913, 'Users=', 24, 'Duration=', 3, 'min')
('2017-05-13 02:21:34', 1494642094, 'Users=', 28, 'Duration=', 3, 'min')
('2017-05-13 02:24:34', 1494642274, 'Users=', 70, 'Duration=', 3, 'min')
('2017-05-13 02:27:34', 1494642454, 'Users=', 105, 'Duration=', 3, 'min')
('2017-05-13 02:30:34', 1494642634, 'Users=', 149, 'Duration=', 3, 'min')
('2017-05-13 02:33:34', 1494642814, 'Users=', 232, 'Duration=', 3, 'min')
('2017-05-13 02:36:34', 1494642994, 'Users=', 227, 'Duration=', 3, 'min')
('2017-05-13 02:39:34', 1494643174, 'Users=', 310, 'Duration=', 3, 'min')
('2017-05-13 02:42:34', 1494643354, 'Users=', 355, 'Duration=', 3, 'min')
('2017-05-13 02:45:34', 1494643534, 'Users=', 432, 'Duration=', 3, 'min')
('2017-05-13 02:48:34', 1494643714, 'Users=', 505, 'Duration=', 3, 'min')
('2017-05-13 02:51:35', 1494643895, 'Users=', 511, 'Duration=', 3, 'min')
('2017-05-13 02:54:35', 1494644075, 'Users=', 562, 'Duration=', 3, 'min')
('2017-05-13 02:57:35', 1494644255, 'Users=', 600, 'Duration=', 3, 'min')
