('profile: ', [(0, 3), (50, 3), (79, 3), (157, 3), (206, 3), (206, 3), (241, 3), (290, 3), (317, 3), (348, 3), (365, 3), (437, 3), (443, 3), (502, 3), (517, 3), (600, 3)])
('2017-05-14 12:05:31', 1494763531, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 12:08:31', 1494763711, 'Users=', 50, 'Duration=', 3, 'min')
('2017-05-14 12:11:31', 1494763891, 'Users=', 79, 'Duration=', 3, 'min')
('2017-05-14 12:14:31', 1494764071, 'Users=', 157, 'Duration=', 3, 'min')
('2017-05-14 12:17:31', 1494764251, 'Users=', 206, 'Duration=', 3, 'min')
('2017-05-14 12:20:31', 1494764431, 'Users=', 206, 'Duration=', 3, 'min')
('2017-05-14 12:23:31', 1494764611, 'Users=', 241, 'Duration=', 3, 'min')
('2017-05-14 12:26:31', 1494764791, 'Users=', 290, 'Duration=', 3, 'min')
('2017-05-14 12:29:32', 1494764972, 'Users=', 317, 'Duration=', 3, 'min')
('2017-05-14 12:32:32', 1494765152, 'Users=', 348, 'Duration=', 3, 'min')
('2017-05-14 12:35:32', 1494765332, 'Users=', 365, 'Duration=', 3, 'min')
('2017-05-14 12:38:32', 1494765512, 'Users=', 437, 'Duration=', 3, 'min')
('2017-05-14 12:41:32', 1494765692, 'Users=', 443, 'Duration=', 3, 'min')
('2017-05-14 12:44:32', 1494765872, 'Users=', 502, 'Duration=', 3, 'min')
('2017-05-14 12:47:32', 1494766052, 'Users=', 517, 'Duration=', 3, 'min')
('2017-05-14 12:50:32', 1494766232, 'Users=', 600, 'Duration=', 3, 'min')
