('profile: ', [(0, 3), (71, 3), (115, 3), (117, 3), (158, 3), (204, 3), (219, 3), (267, 3), (315, 3), (375, 3), (404, 3), (465, 3), (487, 3), (489, 3), (556, 3), (600, 3)])
('2017-05-15 09:34:56', 1494840896, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 09:37:56', 1494841076, 'Users=', 71, 'Duration=', 3, 'min')
('2017-05-15 09:40:56', 1494841256, 'Users=', 115, 'Duration=', 3, 'min')
('2017-05-15 09:43:56', 1494841436, 'Users=', 117, 'Duration=', 3, 'min')
('2017-05-15 09:46:56', 1494841616, 'Users=', 158, 'Duration=', 3, 'min')
('2017-05-15 09:49:56', 1494841796, 'Users=', 204, 'Duration=', 3, 'min')
('2017-05-15 09:52:56', 1494841976, 'Users=', 219, 'Duration=', 3, 'min')
('2017-05-15 09:55:56', 1494842156, 'Users=', 267, 'Duration=', 3, 'min')
('2017-05-15 09:58:57', 1494842337, 'Users=', 315, 'Duration=', 3, 'min')
('2017-05-15 10:01:57', 1494842517, 'Users=', 375, 'Duration=', 3, 'min')
('2017-05-15 10:04:57', 1494842697, 'Users=', 404, 'Duration=', 3, 'min')
('2017-05-15 10:07:57', 1494842877, 'Users=', 465, 'Duration=', 3, 'min')
('2017-05-15 10:10:57', 1494843057, 'Users=', 487, 'Duration=', 3, 'min')
('2017-05-15 10:13:57', 1494843237, 'Users=', 489, 'Duration=', 3, 'min')
('2017-05-15 10:16:57', 1494843417, 'Users=', 556, 'Duration=', 3, 'min')
('2017-05-15 10:19:57', 1494843597, 'Users=', 600, 'Duration=', 3, 'min')
