run5/results/data_RUN69/eventlog_RUN69.csv
percentile_viewfeedresponsetime_edge2
null
null
null
null
null
null
null
7.5475344E7
8.1531221E7
9.6433942E7
7.6499149E7
8.3393974E7
7.5350008E7
4.7567886E7
5.165682E7
5.1645967E7
4.5276131E7
5.0149111E7
4.9130086E7
5.042945E7
5.8103302E7
6.2442503E7
8.9023007E7
8.9307661E7
9.1177099E7
1.03816161E8
1.07564371E8
1.20720726E8
1.3866343E8
1.62669509E8
2.01320467E8
2.1546427E8
2.30706074E8
2.35744894E8
2.60501122E8
2.8116898E8
3.04537735E8
2.93692425E8
3.31127593E8
3.3643878E8
3.34455301E8
3.25669266E8
3.23095695E8
3.77951603E8
3.42041272E8
3.46672703E8
3.64089208E8
3.35176266E8
3.74386167E8
