run5/results/data_RUN101/eventlog_RUN101.csv
percentile_viewfeedresponsetime_edge2
null
null
null
7.7495242E7
8.4459928E7
9.6018636E7
5.9592367E7
6.3945436E7
5.4241162E7
6.9849854E7
5.7459531E7
5.2294563E7
4.7706681E7
4.4058013E7
4.642617E7
5.3243128E7
5.7321244E7
5.4532888E7
4.3576114E7
4.9250031E7
5.583957E7
5.5355826E7
7.2877039E7
6.6801535E7
6.229764E7
5.509583E7
7.484647E7
7.3698084E7
7.7923044E7
1.05328356E8
1.15435534E8
1.94940681E8
1.71538623E8
1.90082351E8
1.94282231E8
1.94645014E8
1.95028391E8
2.68572672E8
3.047232E8
3.38908239E8
3.28418737E8
3.32772682E8
3.27048956E8
3.63911297E8
3.46552496E8
3.72842083E8
3.64654446E8
3.65329019E8
