run5/results/data_RUN97/eventlog_RUN97.csv
percentile_viewfeedresponsetime_edge2
null
null
null
null
4.8680085E7
6.5478267E7
7.4862992E7
6.5113635E7
8.1143905E7
6.9946449E7
7.0123308E7
6.3944959E7
6.1049382E7
4.9932911E7
5.021907E7
4.4723263E7
5.1539318E7
5.2978522E7
5.5629311E7
6.238472E7
6.5639856E7
7.5362936E7
9.2953854E7
9.8434094E7
8.8941364E7
9.8371038E7
9.4420553E7
8.9710325E7
1.25845021E8
1.5366594E8
1.29116496E8
1.3595013E8
1.92891238E8
1.76306256E8
2.37508203E8
2.64567535E8
3.00698654E8
3.18526478E8
3.17623767E8
3.12316052E8
3.13743777E8
3.14013192E8
3.48008908E8
3.38586518E8
3.26594498E8
3.33217213E8
3.44318388E8
3.60805087E8
3.68807232E8
