cpuusage_middle
993
995
986
986
983
991
983
976
978
975
972
957
939
902
834
831
827
818
825
833
833
817
796
764
746
730
688
678
623
516
536
535
538
541
512
449
404
354
271
255
194
93
76
60
6
1
2
2
