cpuusage_middle
980.0
990.0
991.0
991.0
975.0
963.0
965.0
965.0
929.0
958.0
931.0
942.0
946.0
947.0
922.0
927.0
913.0
857.0
830.0
814.0
782.0
760.0
738.0
690.0
660.0
656.0
618.0
597.0
567.0
517.0
502.0
461.0
355.0
335.0
301.0
225.0
196.0
155.0
75.0
66.0
64.0
44.0
40.0
28.0
1.0
1.0
1.0
1.0
