cpuusage_middle
995.0
994.0
995.0
992.0
990.0
995.0
988.0
971.0
960.0
988.0
994.0
992.0
973.0
984.0
986.0
975.0
965.0
955.0
962.0
953.0
914.0
866.0
863.0
856.0
838.0
849.0
797.0
757.0
729.0
694.0
617.0
607.0
578.0
574.0
543.0
468.0
404.0
380.0
310.0
255.0
228.0
162.0
103.0
81.0
39.0
1.0
1.0
2.0
2.0
