run5/results/data_RUN92/eventlog_RUN92.csv
percentile_viewfeedresponsetime_edge2
null
null
null
null
null
null
7.8998236E7
7.819931E7
8.8375128E7
6.0713253E7
5.167197E7
5.4786056E7
5.2183396E7
4.773612E7
4.9204158E7
4.9877749E7
4.6301246E7
4.9905773E7
6.8364865E7
7.5577372E7
8.2660974E7
8.6005902E7
1.05157587E8
1.04330741E8
1.57509245E8
1.3664035E8
1.18492271E8
1.19666703E8
1.7908582E8
1.93636292E8
2.02055229E8
2.47779709E8
2.36239042E8
2.22970558E8
2.75342373E8
2.92697849E8
2.89000419E8
3.11901952E8
3.08156172E8
3.12883675E8
3.72568793E8
3.34418043E8
3.65992923E8
3.70744626E8
3.67072366E8
3.78358803E8
3.79190143E8
3.81058581E8
