cpuusage_middle
994.0
990.0
992.0
984.0
984.0
978.0
976.0
969.0
947.0
958.0
905.0
827.0
820.0
805.0
802.0
790.0
762.0
768.0
762.0
757.0
734.0
724.0
719.0
719.0
739.0
708.0
671.0
583.0
656.0
637.0
631.0
594.0
547.0
531.0
494.0
431.0
409.0
378.0
310.0
258.0
225.0
163.0
118.0
98.0
25.0
1.0
1.0
1.0
1.0
