cpuusage_middle
995
992
993
993
995
992
992
994
997
994
992
991
982
975
963
962
920
841
805
757
693
681
673
642
611
573
478
458
431
403
387
378
343
318
290
243
255
215
182
176
171
152
136
90
8
3
