cpuusage_middle
987.0
994.0
990.0
985.0
986.0
978.0
990.0
974.0
959.0
936.0
944.0
882.0
844.0
820.0
761.0
754.0
741.0
724.0
730.0
707.0
671.0
657.0
652.0
735.0
774.0
737.0
570.0
703.0
651.0
603.0
563.0
547.0
481.0
465.0
431.0
361.0
334.0
289.0
212.0
193.0
180.0
124.0
101.0
78.0
14.0
2.0
2.0
2.0
