cpuusage_middle
912.0
954.0
991.0
990.0
990.0
987.0
988.0
991.0
968.0
966.0
980.0
973.0
967.0
963.0
920.0
916.0
891.0
820.0
773.0
749.0
677.0
657.0
652.0
627.0
623.0
601.0
539.0
511.0
502.0
464.0
475.0
436.0
372.0
363.0
374.0
368.0
355.0
353.0
320.0
299.0
284.0
193.0
145.0
122.0
41.0
1.0
1.0
1.0
