run5/results/data_RUN59/eventlog_RUN59.csv
percentile_viewfeedresponsetime_edge2
null
null
null
null
9.1868278E7
9.7712621E7
1.02667547E8
9.0703253E7
9.5441096E7
9.2273215E7
7.0976455E7
7.5213273E7
7.3871584E7
4.731483E7
4.6012732E7
5.2884911E7
5.5736308E7
4.8903564E7
5.3725733E7
4.603521E7
4.7325879E7
5.262125E7
5.2622508E7
6.3705494E7
8.4057797E7
8.183149E7
7.0418903E7
5.7524474E7
6.6028998E7
6.845867E7
6.2502399E7
8.4516493E7
1.0699407E8
1.04444234E8
9.5948651E7
1.15760781E8
1.65140357E8
1.59746881E8
2.12963037E8
2.15141427E8
2.88826925E8
2.901609E8
3.16318749E8
3.79550445E8
3.45231021E8
3.55357029E8
3.12560646E8
3.31097181E8
3.72037077E8
