cpuusage_middle
989.0
995.0
990.0
988.0
996.0
985.0
982.0
980.0
973.0
972.0
966.0
935.0
897.0
900.0
906.0
906.0
880.0
823.0
783.0
755.0
694.0
642.0
655.0
616.0
590.0
576.0
567.0
587.0
559.0
502.0
460.0
440.0
399.0
348.0
326.0
249.0
199.0
177.0
125.0
107.0
96.0
79.0
65.0
53.0
22.0
3.0
3.0
2.0
1.0
