run5/results/data_RUN44/eventlog_RUN44.csv
percentile_viewfeedresponsetime_edge2
null
null
null
null
6.4263478E7
8.7018304E7
9.2462404E7
7.9300022E7
7.0091866E7
7.1446087E7
5.7683749E7
7.8605559E7
6.317942E7
4.7478332E7
4.5744621E7
4.3149808E7
4.1773645E7
5.1668745E7
4.992799E7
4.6360472E7
4.9377491E7
4.7845614E7
5.5156941E7
4.8226631E7
6.9695218E7
5.5752356E7
5.3179441E7
5.8886989E7
5.3272026E7
5.5606585E7
4.8362261E7
6.5213654E7
4.9970974E7
7.8570242E7
7.9756052E7
1.00495152E8
1.06767174E8
1.84265066E8
2.78450261E8
3.00639423E8
3.04130793E8
3.16773476E8
3.31134485E8
3.25145342E8
3.75834861E8
3.76851578E8
3.95781925E8
3.40605925E8
3.38712739E8
