('profile: ', [(0, 3), (60, 3), (87, 3), (125, 3), (178, 3), (175, 3), (234, 3), (274, 3), (307, 3), (387, 3), (446, 3), (478, 3), (481, 3), (489, 3), (545, 3), (600, 3)])
('2017-05-13 16:15:30', 1494692130, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 16:18:30', 1494692310, 'Users=', 60, 'Duration=', 3, 'min')
('2017-05-13 16:21:30', 1494692490, 'Users=', 87, 'Duration=', 3, 'min')
('2017-05-13 16:24:30', 1494692670, 'Users=', 125, 'Duration=', 3, 'min')
('2017-05-13 16:27:30', 1494692850, 'Users=', 178, 'Duration=', 3, 'min')
('2017-05-13 16:30:30', 1494693030, 'Users=', 175, 'Duration=', 3, 'min')
('2017-05-13 16:33:30', 1494693210, 'Users=', 234, 'Duration=', 3, 'min')
('2017-05-13 16:36:31', 1494693391, 'Users=', 274, 'Duration=', 3, 'min')
('2017-05-13 16:39:31', 1494693571, 'Users=', 307, 'Duration=', 3, 'min')
('2017-05-13 16:42:31', 1494693751, 'Users=', 387, 'Duration=', 3, 'min')
('2017-05-13 16:45:31', 1494693931, 'Users=', 446, 'Duration=', 3, 'min')
('2017-05-13 16:48:31', 1494694111, 'Users=', 478, 'Duration=', 3, 'min')
('2017-05-13 16:51:31', 1494694291, 'Users=', 481, 'Duration=', 3, 'min')
('2017-05-13 16:54:31', 1494694471, 'Users=', 489, 'Duration=', 3, 'min')
('2017-05-13 16:57:31', 1494694651, 'Users=', 545, 'Duration=', 3, 'min')
('2017-05-13 17:00:31', 1494694831, 'Users=', 600, 'Duration=', 3, 'min')
