@relation eventlog.csv
@attribute _DATE date "yyyy-MM-dd-HH:mm:ss"
@attribute host string
@attribute cpuusage numeric
@attribute memusage numeric
@attribute log string

@data

2017-02-26-12:25:00,edge-47nch,44.0,5.12548864E8,$1;1488108226273789873;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415456258;1488108224053794874;1488108226273784213;edge-47nch;0;0,
2017-02-26-12:26:00,edge-47nch,2.0,5.34786048E8,$1;1488108226273789873;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415456258;1488108224053794874;1488108226273784213;edge-47nch;0;0,
2017-02-26-12:27:00,edge-47nch,2.0,5.2590592E8,$1;1488108226273789873;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415456258;1488108224053794874;1488108226273784213;edge-47nch;0;0,
2017-02-26-12:28:00,edge-47nch,142.0,5.28297984E8,$1;1488108479271097423;public#com.sun.jersey.api.client.ClientResponse#com.sun.jersey.client.apache4.ApacheHttpClient4Handler.handle(com.sun.jersey.api.client.ClientRequest);<no-session-id>;6273655018415456506;1488108479260758177;1488108479271068703;edge-47nch;1;1,
2017-02-26-12:29:00,edge-47nch,233.0,6.02284032E8,$1;1488108538626463530;public#com.sun.jersey.api.client.ClientResponse#com.sun.jersey.client.apache4.ApacheHttpClient4Handler.handle(com.sun.jersey.api.client.ClientRequest);<no-session-id>;6273655018415456946;1488108538544982446;1488108538626448969;edge-47nch;1;1,
2017-02-26-12:30:00,edge-47nch,233.0,8.58861568E8,$1;1488108598553936275;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415457405;1488108598500833650;1488108598553935328;edge-47nch;0;0,
2017-02-26-12:31:00,edge-47nch,236.0,1.039876096E9,$1;1488108658991968426;public#com.sun.jersey.api.client.ClientResponse#com.sun.jersey.client.apache4.ApacheHttpClient4Handler.handle(com.sun.jersey.api.client.ClientRequest);<no-session-id>;6273655018415457871;1488108658972208850;1488108658991911678;edge-47nch;1;1,
2017-02-26-12:32:00,edge-47nch,218.0,1.310777344E9,$1;1488108718153760794;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415458331;1488108718106958713;1488108718153759533;edge-47nch;0;0,
2017-02-26-12:33:00,edge-47nch,213.0,1.35962624E9,$1;1488108779045763902;public#com.sun.jersey.api.client.ClientResponse#com.sun.jersey.client.apache4.ApacheHttpClient4Handler.handle(com.sun.jersey.api.client.ClientRequest);<no-session-id>;6273655018415458787;1488108779042105734;1488108779045745350;edge-47nch;1;1,
2017-02-26-12:34:00,edge-47nch,223.0,1.355583488E9,$1;1488108838169236730;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415459243;1488108838159451313;1488108838169235945;edge-47nch;0;0,
2017-02-26-12:35:00,edge-47nch,213.0,1.52961024E9,$1;1488108899074491305;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415459714;1488108899042330354;1488108899074490726;edge-47nch;0;0,
2017-02-26-12:36:00,edge-47nch,212.0,1.6352256E9,$1;1488108957511689005;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415460160;1488108957480680700;1488108957511688336;edge-47nch;0;0,
2017-02-26-12:37:00,edge-47nch,215.0,1.88188672E9,$1;1488109018614200081;protected#java.lang.String#com.netflix.recipes.rss.hystrix.GetRSSCommand.run();<no-session-id>;6273655018415460627;1488109018579927704;1488109018614199383;edge-47nch;0;0,

