('profile: ', [(0, 3), (41, 3), (41, 3), (120, 3), (129, 3), (169, 3), (226, 3), (256, 3), (308, 3), (383, 3), (393, 3), (468, 3), (531, 3), (552, 3), (593, 3), (600, 3)])
('2017-05-14 11:15:57', 1494760557, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 11:18:57', 1494760737, 'Users=', 41, 'Duration=', 3, 'min')
('2017-05-14 11:21:57', 1494760917, 'Users=', 41, 'Duration=', 3, 'min')
('2017-05-14 11:24:57', 1494761097, 'Users=', 120, 'Duration=', 3, 'min')
('2017-05-14 11:27:57', 1494761277, 'Users=', 129, 'Duration=', 3, 'min')
('2017-05-14 11:30:57', 1494761457, 'Users=', 169, 'Duration=', 3, 'min')
('2017-05-14 11:33:57', 1494761637, 'Users=', 226, 'Duration=', 3, 'min')
('2017-05-14 11:36:57', 1494761817, 'Users=', 256, 'Duration=', 3, 'min')
('2017-05-14 11:39:58', 1494761998, 'Users=', 308, 'Duration=', 3, 'min')
('2017-05-14 11:42:58', 1494762178, 'Users=', 383, 'Duration=', 3, 'min')
('2017-05-14 11:45:58', 1494762358, 'Users=', 393, 'Duration=', 3, 'min')
('2017-05-14 11:48:58', 1494762538, 'Users=', 468, 'Duration=', 3, 'min')
('2017-05-14 11:51:58', 1494762718, 'Users=', 531, 'Duration=', 3, 'min')
('2017-05-14 11:54:58', 1494762898, 'Users=', 552, 'Duration=', 3, 'min')
('2017-05-14 11:57:58', 1494763078, 'Users=', 593, 'Duration=', 3, 'min')
('2017-05-14 12:00:58', 1494763258, 'Users=', 600, 'Duration=', 3, 'min')
