('profile: ', [(0, 3), (25, 3), (72, 3), (129, 3), (173, 3), (230, 3), (294, 3), (333, 3), (307, 3), (361, 3), (363, 3), (429, 3), (487, 3), (489, 3), (561, 3), (600, 3)])
('2017-05-15 21:58:17', 1494885497, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 22:01:17', 1494885677, 'Users=', 25, 'Duration=', 3, 'min')
('2017-05-15 22:04:17', 1494885857, 'Users=', 72, 'Duration=', 3, 'min')
('2017-05-15 22:07:17', 1494886037, 'Users=', 129, 'Duration=', 3, 'min')
('2017-05-15 22:10:17', 1494886217, 'Users=', 173, 'Duration=', 3, 'min')
('2017-05-15 22:13:17', 1494886397, 'Users=', 230, 'Duration=', 3, 'min')
('2017-05-15 22:16:17', 1494886577, 'Users=', 294, 'Duration=', 3, 'min')
('2017-05-15 22:19:17', 1494886757, 'Users=', 333, 'Duration=', 3, 'min')
('2017-05-15 22:22:18', 1494886938, 'Users=', 307, 'Duration=', 3, 'min')
('2017-05-15 22:25:18', 1494887118, 'Users=', 361, 'Duration=', 3, 'min')
('2017-05-15 22:28:18', 1494887298, 'Users=', 363, 'Duration=', 3, 'min')
('2017-05-15 22:31:18', 1494887478, 'Users=', 429, 'Duration=', 3, 'min')
('2017-05-15 22:34:18', 1494887658, 'Users=', 487, 'Duration=', 3, 'min')
('2017-05-15 22:37:18', 1494887838, 'Users=', 489, 'Duration=', 3, 'min')
('2017-05-15 22:40:18', 1494888018, 'Users=', 561, 'Duration=', 3, 'min')
('2017-05-15 22:43:18', 1494888198, 'Users=', 600, 'Duration=', 3, 'min')
