('profile: ', [(0, 3), (33, 3), (56, 3), (85, 3), (112, 3), (167, 3), (248, 3), (285, 3), (246, 3), (270, 3), (346, 3), (431, 3), (474, 3), (484, 3), (541, 3), (600, 3)])
('2017-05-02 16:55:33', 1493744133, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-02 16:58:33', 1493744313, 'Users=', 33, 'Duration=', 3, 'min')
('2017-05-02 17:01:33', 1493744493, 'Users=', 56, 'Duration=', 3, 'min')
('2017-05-02 17:04:33', 1493744673, 'Users=', 85, 'Duration=', 3, 'min')
('2017-05-02 17:07:33', 1493744853, 'Users=', 112, 'Duration=', 3, 'min')
('2017-05-02 17:10:34', 1493745034, 'Users=', 167, 'Duration=', 3, 'min')
('2017-05-02 17:13:34', 1493745214, 'Users=', 248, 'Duration=', 3, 'min')
('2017-05-02 17:16:34', 1493745394, 'Users=', 285, 'Duration=', 3, 'min')
('2017-05-02 17:19:34', 1493745574, 'Users=', 246, 'Duration=', 3, 'min')
('2017-05-02 17:22:34', 1493745754, 'Users=', 270, 'Duration=', 3, 'min')
('2017-05-02 17:25:34', 1493745934, 'Users=', 346, 'Duration=', 3, 'min')
('2017-05-02 17:28:34', 1493746114, 'Users=', 431, 'Duration=', 3, 'min')
('2017-05-02 17:31:34', 1493746294, 'Users=', 474, 'Duration=', 3, 'min')
('2017-05-02 17:34:34', 1493746474, 'Users=', 484, 'Duration=', 3, 'min')
('2017-05-02 17:37:34', 1493746654, 'Users=', 541, 'Duration=', 3, 'min')
('2017-05-02 17:40:34', 1493746834, 'Users=', 600, 'Duration=', 3, 'min')
