('profile: ', [(0, 3), (51, 3), (95, 3), (101, 3), (134, 3), (197, 3), (226, 3), (269, 3), (257, 3), (269, 3), (339, 3), (399, 3), (452, 3), (518, 3), (569, 3), (600, 3)])
('2017-05-14 03:49:44', 1494733784, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 03:52:45', 1494733965, 'Users=', 51, 'Duration=', 3, 'min')
('2017-05-14 03:55:45', 1494734145, 'Users=', 95, 'Duration=', 3, 'min')
('2017-05-14 03:58:45', 1494734325, 'Users=', 101, 'Duration=', 3, 'min')
('2017-05-14 04:01:45', 1494734505, 'Users=', 134, 'Duration=', 3, 'min')
('2017-05-14 04:04:45', 1494734685, 'Users=', 197, 'Duration=', 3, 'min')
('2017-05-14 04:07:45', 1494734865, 'Users=', 226, 'Duration=', 3, 'min')
('2017-05-14 04:10:45', 1494735045, 'Users=', 269, 'Duration=', 3, 'min')
('2017-05-14 04:13:45', 1494735225, 'Users=', 257, 'Duration=', 3, 'min')
('2017-05-14 04:16:45', 1494735405, 'Users=', 269, 'Duration=', 3, 'min')
('2017-05-14 04:19:45', 1494735585, 'Users=', 339, 'Duration=', 3, 'min')
('2017-05-14 04:22:45', 1494735765, 'Users=', 399, 'Duration=', 3, 'min')
('2017-05-14 04:25:45', 1494735945, 'Users=', 452, 'Duration=', 3, 'min')
('2017-05-14 04:28:46', 1494736126, 'Users=', 518, 'Duration=', 3, 'min')
('2017-05-14 04:31:46', 1494736306, 'Users=', 569, 'Duration=', 3, 'min')
('2017-05-14 04:34:46', 1494736486, 'Users=', 600, 'Duration=', 3, 'min')
