('profile: ', [(0, 3), (26, 3), (49, 3), (60, 3), (102, 3), (93, 3), (172, 3), (253, 3), (262, 3), (289, 3), (296, 3), (356, 3), (430, 3), (503, 3), (527, 3), (600, 3)])
('2017-05-13 21:12:59', 1494709979, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 21:15:59', 1494710159, 'Users=', 26, 'Duration=', 3, 'min')
('2017-05-13 21:18:59', 1494710339, 'Users=', 49, 'Duration=', 3, 'min')
('2017-05-13 21:21:59', 1494710519, 'Users=', 60, 'Duration=', 3, 'min')
('2017-05-13 21:25:00', 1494710700, 'Users=', 102, 'Duration=', 3, 'min')
('2017-05-13 21:28:00', 1494710880, 'Users=', 93, 'Duration=', 3, 'min')
('2017-05-13 21:31:00', 1494711060, 'Users=', 172, 'Duration=', 3, 'min')
('2017-05-13 21:34:00', 1494711240, 'Users=', 253, 'Duration=', 3, 'min')
('2017-05-13 21:37:00', 1494711420, 'Users=', 262, 'Duration=', 3, 'min')
('2017-05-13 21:40:00', 1494711600, 'Users=', 289, 'Duration=', 3, 'min')
('2017-05-13 21:43:00', 1494711780, 'Users=', 296, 'Duration=', 3, 'min')
('2017-05-13 21:46:00', 1494711960, 'Users=', 356, 'Duration=', 3, 'min')
('2017-05-13 21:49:00', 1494712140, 'Users=', 430, 'Duration=', 3, 'min')
('2017-05-13 21:52:00', 1494712320, 'Users=', 503, 'Duration=', 3, 'min')
('2017-05-13 21:55:01', 1494712501, 'Users=', 527, 'Duration=', 3, 'min')
('2017-05-13 21:58:01', 1494712681, 'Users=', 600, 'Duration=', 3, 'min')
