_DATE	host	cpuusage	memusage	nodecpu	locustusers	
2017-03-13-00:51:00	edge-8vsjk	0.0	1.060528128E9	0.0442500002682209	0.0	
2017-03-13-00:50:00	edge-8vsjk	0.0	1.060528128E9	0.08900000154972076	0.0	
2017-03-13-00:50:00	edge-8vsjk	0.0	1.060528128E9	0.08900000154972076	0.0	
2017-03-13-00:49:00	edge-8vsjk	108.0	1.060704256E9	0.08649999648332596	0.0	
2017-03-13-00:49:00	edge-8vsjk	108.0	1.060704256E9	0.08649999648332596	0.0	
2017-03-13-00:48:00	edge-8vsjk	107.0	1.060847616E9	0.0925000011920929	300.0	
2017-03-13-00:48:00	edge-8vsjk	107.0	1.060847616E9	0.0925000011920929	300.0	
2017-03-13-00:47:00	edge-8vsjk	129.0	1.060839424E9	0.09624999761581421	300.0	
2017-03-13-00:47:00	edge-8vsjk	129.0	1.060839424E9	0.09624999761581421	300.0	
2017-03-13-00:46:00	edge-8vsjk	119.0	1.060917248E9	0.10100000351667404	350.0	
2017-03-13-00:46:00	edge-8vsjk	119.0	1.060917248E9	0.10100000351667404	350.0	
2017-03-13-00:45:00	edge-8vsjk	134.0	1.060990976E9	0.09574999660253525	350.0	
2017-03-13-00:45:00	edge-8vsjk	134.0	1.060990976E9	0.09574999660253525	350.0	
2017-03-13-00:44:00	edge-8vsjk	120.0	1.060982784E9	0.10350000113248825	400.0	
2017-03-13-00:44:00	edge-8vsjk	120.0	1.060982784E9	0.10350000113248825	400.0	
2017-03-13-00:43:00	edge-8vsjk	92.0	1.062203392E9	0.08275000005960464	400.0	
2017-03-13-00:43:00	edge-8vsjk	92.0	1.062203392E9	0.08275000005960464	400.0	
2017-03-13-00:42:00	edge-8vsjk	77.0	1.061228544E9	0.05700000002980232	250.0	
2017-03-13-00:42:00	edge-8vsjk	77.0	1.061228544E9	0.05700000002980232	250.0	
2017-03-13-00:41:00	edge-8vsjk	38.0	1.061310464E9	0.0625	250.0	
2017-03-13-00:41:00	edge-8vsjk	38.0	1.061310464E9	0.0625	250.0	
2017-03-13-00:40:00	edge-8vsjk	38.0	1.061306368E9	0.09049999713897705	100.0	
2017-03-13-00:40:00	edge-8vsjk	38.0	1.061306368E9	0.09049999713897705	100.0	
2017-03-13-00:39:00	edge-8vsjk	128.0	1.062506496E9	0.09350000321865082	100.0	
2017-03-13-00:39:00	edge-8vsjk	128.0	1.062506496E9	0.09350000321865082	100.0	
2017-03-13-00:38:00	edge-8vsjk	115.0	1.060937728E9	0.0729999989271164	350.0	
2017-03-13-00:38:00	edge-8vsjk	115.0	1.060937728E9	0.0729999989271164	350.0	
2017-03-13-00:37:00	edge-8vsjk	80.0	1.061081088E9	0.07850000262260437	350.0	
2017-03-13-00:37:00	edge-8vsjk	80.0	1.061081088E9	0.07850000262260437	350.0	
2017-03-13-00:36:00	edge-8vsjk	75.0	1.061203968E9	0.09300000220537186	200.0	
2017-03-13-00:36:00	edge-8vsjk	75.0	1.061203968E9	0.09300000220537186	200.0	
2017-03-13-00:35:00	edge-8vsjk	111.0	1.061134336E9	0.08675000071525574	200.0	
2017-03-13-00:35:00	edge-8vsjk	111.0	1.061134336E9	0.08675000071525574	200.0	
2017-03-13-00:34:00	edge-8vsjk	117.0	1.061302272E9	0.10050000250339508	300.0	
2017-03-13-00:34:00	edge-8vsjk	117.0	1.061302272E9	0.10050000250339508	300.0	
2017-03-13-00:33:00	edge-8vsjk	144.0	1.061298176E9	0.12224999815225601	300.0	
2017-03-13-00:33:00	edge-8vsjk	144.0	1.061298176E9	0.12224999815225601	300.0	
2017-03-13-00:32:00	edge-8vsjk	144.0	1.061576704E9	0.09449999779462814	400.0	
2017-03-13-00:32:00	edge-8vsjk	144.0	1.061576704E9	0.09449999779462814	400.0	
