_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count25	status_200_count4	status_500_count25	status_500_count4	status_0_count25	status_0_count4	status_other_count25	status_other_count4	percentile_viewfeedresponsetime_edge	percentile_addfeedresponsetime_edge	percentile_deletefeedresponsetime_edge	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	cpuusage_stress1	cpuusage_stress10	cpuusage_stress11	cpuusage_stress2	cpuusage_stress3	cpuusage_stress4	cpuusage_stress5	cpuusage_stress6	cpuusage_stress7	cpuusage_stress8	cpuusage_stress9	
Tue Jun 06 12:00:00 UTC 2017	0.0	1.047281664E9	2476.85205078125	0.0	2.5628672E7	0.0	2.0	1.052217344E9	44.57506561279297	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.08049999922513962	0.05575000122189522	0.04399999976158142	0.9922500252723694	0.7917086482048035	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	336.0	337.0	335.0	337.0	333.0	334.0	335.0	336.0	338.0	334.0	
Tue Jun 06 11:59:00 UTC 2017	0.0	1.047281664E9	3058.66455078125	0.0	2.5628672E7	0.0	2.0	1.052127232E9	86.2872085571289	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.06849999725818634	0.04675000160932541	0.04349999874830246	0.9922500252723694	0.7914747595787048	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	333.0	336.0	334.0	337.0	337.0	334.0	334.0	336.0	335.0	336.0	334.0	
Tue Jun 06 11:58:00 UTC 2017	0.0	1.047281664E9	2669.288330078125	0.0	2.5628672E7	0.0	2.0	1.052127232E9	86.2872085571289	0.0	0.0	1.047130112E9	1.0323968E9	0.0	0.0	0.08025000244379044	0.05350000038743019	0.048250000923871994	0.9922500252723694	0.7893968224525452	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	339.0	335.0	333.0	335.0	336.0	336.0	335.0	332.0	332.0	337.0	
Tue Jun 06 11:57:00 UTC 2017	0.0	1.047281664E9	3278.0888671875	0.0	2.5628672E7	0.0	2.0	1.05191424E9	72.38594055175781	0.0	0.0	1.047130112E9	1.0323968E9	0.0	0.0	0.07500000298023224	0.050999999046325684	0.04749999940395355	0.9919999837875366	0.7904967069625854	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	331.0	335.0	338.0	335.0	334.0	336.0	335.0	336.0	338.0	335.0	
Tue Jun 06 11:56:00 UTC 2017	0.0	1.047281664E9	3278.0888671875	0.0	2.5628672E7	0.0	2.0	1.05191424E9	72.38594055175781	0.0	0.0	1.047130112E9	1.0323968E9	0.0	null	0.07150000333786011	0.05350000038743019	0.03974999859929085	0.9919999837875366	0.7893591523170471	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	336.0	335.0	333.0	337.0	336.0	338.0	337.0	337.0	334.0	333.0	
Tue Jun 06 11:55:00 UTC 2017	0.0	1.047281664E9	3278.0888671875	0.0	2.5628672E7	0.0	3.0	1.052004352E9	72.38594055175781	0.0	0.0	1.047130112E9	1.031368704E9	0.0	null	0.07649999856948853	0.05225000157952309	0.04450000077486038	0.9922500252723694	0.7892975211143494	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	337.0	334.0	334.0	332.0	334.0	331.0	336.0	332.0	333.0	335.0	
Tue Jun 06 11:54:00 UTC 2017	0.0	1.047281664E9	3278.0888671875	0.0	2.5628672E7	0.0	2.0	1.05191424E9	53.76797103881836	0.0	0.0	1.047130112E9	1.0323968E9	0.0	null	0.07750000059604645	0.051750000566244125	0.04475000128149986	0.9919999837875366	0.78929603099823	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	334.0	335.0	334.0	337.0	334.0	338.0	340.0	338.0	337.0	338.0	
Tue Jun 06 11:53:00 UTC 2017	0.0	1.047281664E9	2388.697509765625	0.0	2.5628672E7	0.0	3.0	1.05191424E9	56.264320373535156	0.0	0.0	1.047130112E9	1.0323968E9	0.0	null	0.08150000125169754	0.0572500005364418	0.045249998569488525	0.9922500252723694	0.789286732673645	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	340.0	334.0	336.0	329.0	337.0	335.0	332.0	335.0	332.0	336.0	
Tue Jun 06 11:52:00 UTC 2017	0.0	1.047281664E9	3436.087158203125	0.0	2.5628672E7	0.0	2.0	1.051705344E9	60.985511779785156	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.0742499977350235	0.04800000041723251	0.04324999824166298	0.9922500252723694	0.7892705798149109	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	335.0	335.0	335.0	337.0	334.0	335.0	338.0	334.0	335.0	334.0	
Tue Jun 06 11:51:00 UTC 2017	0.0	1.047281664E9	2423.030517578125	0.0	2.5628672E7	0.0	2.0	1.051705344E9	59.85309982299805	0.0	0.0	1.047130112E9	1.0323968E9	0.0	0.0	0.09974999725818634	0.05849999934434891	0.04399999976158142	0.9922500252723694	0.7892745137214661	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	338.0	334.0	335.0	335.0	334.0	336.0	336.0	335.0	334.0	333.0	
Tue Jun 06 11:50:00 UTC 2017	0.0	1.047281664E9	2423.030517578125	0.0	2.5628672E7	0.0	2.0	1.05179136E9	59.85309982299805	0.0	0.0	1.047130112E9	1.0323968E9	0.0	0.0	0.07074999809265137	0.04699999839067459	0.051249999552965164	0.9922500252723694	0.7892470955848694	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	337.0	335.0	334.0	333.0	333.0	333.0	337.0	337.0	333.0	337.0	
Tue Jun 06 11:49:00 UTC 2017	0.0	1.047281664E9	2869.622802734375	0.0	2.5628672E7	0.0	4.0	1.051701248E9	59.85309982299805	0.0	0.0	1.047130112E9	1.0323968E9	0.0	0.0	0.07575000077486038	0.05649999901652336	0.04500000178813934	0.9922500252723694	0.7892382740974426	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	332.0	335.0	336.0	337.0	333.0	335.0	336.0	331.0	337.0	336.0	331.0	
Tue Jun 06 11:48:00 UTC 2017	0.0	1.047281664E9	2869.622802734375	0.0	2.5628672E7	0.0	4.0	1.051701248E9	59.85309982299805	0.0	0.0	1.047130112E9	1.0323968E9	0.0	0.0	0.0820000022649765	0.05050000175833702	0.0442500002682209	0.9922500252723694	0.7892211675643921	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	333.0	337.0	336.0	336.0	337.0	335.0	338.0	337.0	336.0	338.0	
Tue Jun 06 11:47:00 UTC 2017	0.0	1.047281664E9	2869.622802734375	0.0	2.5628672E7	0.0	2.0	1.051488256E9	70.38853454589844	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.07050000131130219	0.04924999922513962	0.04450000077486038	0.9922500252723694	0.789205014705658	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	338.0	333.0	334.0	334.0	334.0	335.0	335.0	337.0	333.0	335.0	
Tue Jun 06 11:46:00 UTC 2017	0.0	1.047281664E9	3353.09814453125	0.0	2.5628672E7	0.0	2.0	1.051488256E9	44.48154830932617	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.07175000011920929	0.052000001072883606	0.04574999958276749	0.9922500252723694	0.789186418056488	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	338.0	336.0	336.0	338.0	337.0	335.0	339.0	337.0	335.0	336.0	331.0	
Tue Jun 06 11:45:00 UTC 2017	0.0	1.047281664E9	3353.09814453125	0.0	2.5628672E7	0.0	2.0	1.051578368E9	45.89638137817383	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.07874999940395355	0.05225000157952309	0.04699999839067459	0.9922500252723694	0.7891839742660522	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	338.0	336.0	333.0	332.0	336.0	335.0	337.0	332.0	330.0	337.0	
Tue Jun 06 11:44:00 UTC 2017	0.0	1.047281664E9	2839.03662109375	0.0	2.5628672E7	0.0	2.0	1.051488256E9	45.89638137817383	0.0	0.0	1.047130112E9	1.031368704E9	0.0	0.0	0.0742499977350235	0.04724999889731407	0.04699999839067459	0.9922500252723694	0.7891154885292053	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	337.0	334.0	338.0	334.0	335.0	337.0	334.0	337.0	337.0	334.0	
Tue Jun 06 11:43:00 UTC 2017	0.0	1.047281664E9	2839.03662109375	0.0	2.5628672E7	0.0	3.0	1.051488256E9	45.962772369384766	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07524999976158142	0.0494999997317791	0.04500000178813934	0.9922500252723694	0.789089560508728	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	332.0	338.0	336.0	336.0	335.0	337.0	333.0	332.0	330.0	331.0	
Tue Jun 06 11:42:00 UTC 2017	0.0	1.047281664E9	2839.03662109375	0.0	2.5628672E7	0.0	4.0	1.051275264E9	45.962772369384766	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.0832500010728836	0.05025000125169754	0.048500001430511475	0.9922500252723694	0.7906718850135803	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	339.0	337.0	335.0	335.0	336.0	337.0	337.0	334.0	338.0	336.0	
Tue Jun 06 11:41:00 UTC 2017	0.0	1.047281664E9	2695.65869140625	0.0	2.5628672E7	0.0	2.0	1.051275264E9	45.962772369384766	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.0925000011920929	0.05874999985098839	0.0442500002682209	0.9919999837875366	0.7890670299530029	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	333.0	334.0	336.0	336.0	336.0	333.0	336.0	337.0	336.0	338.0	
Tue Jun 06 11:40:00 UTC 2017	0.0	1.047281664E9	2483.329833984375	0.0	2.5628672E7	0.0	2.0	1.051365376E9	56.85422134399414	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.0794999971985817	0.04924999922513962	0.04899999871850014	0.9922500252723694	0.789048969745636	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	337.0	333.0	334.0	334.0	334.0	334.0	335.0	335.0	334.0	334.0	
Tue Jun 06 11:39:00 UTC 2017	0.0	1.047281664E9	2880.715576171875	0.0	2.5628672E7	0.0	2.0	1.051275264E9	56.85422134399414	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.0754999965429306	0.05000000074505806	0.042249999940395355	0.9922500252723694	0.7897192239761353	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	339.0	336.0	341.0	334.0	336.0	339.0	334.0	334.0	336.0	335.0	
Tue Jun 06 11:38:00 UTC 2017	0.0	1.047281664E9	2880.715576171875	0.0	2.5628672E7	0.0	5.0	1.051275264E9	55.64054870605469	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07874999940395355	0.051500000059604645	0.04899999871850014	0.9922500252723694	0.7889383435249329	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	338.0	335.0	334.0	334.0	338.0	334.0	335.0	336.0	334.0	336.0	334.0	
Tue Jun 06 11:37:00 UTC 2017	0.0	1.047281664E9	2880.715576171875	0.0	2.5628672E7	0.0	4.0	1.051521024E9	44.69407272338867	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.06624999642372131	0.04675000160932541	0.04500000178813934	0.9917500019073486	0.7889212369918823	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	336.0	335.0	335.0	334.0	337.0	337.0	335.0	333.0	332.0	333.0	
Tue Jun 06 11:36:00 UTC 2017	0.0	1.047281664E9	2712.99853515625	0.0	2.5628672E7	0.0	2.0	1.051062272E9	44.69407272338867	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.07450000196695328	0.054999999701976776	0.04724999889731407	0.9919999837875366	0.78890460729599	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	333.0	337.0	333.0	337.0	336.0	335.0	332.0	336.0	336.0	337.0	
Tue Jun 06 11:35:00 UTC 2017	0.0	1.047281664E9	2712.99853515625	0.0	2.5628672E7	0.0	2.0	1.051152384E9	47.47734451293945	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.07699999958276749	0.05299999937415123	0.045249998569488525	0.9919999837875366	0.788901686668396	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	336.0	333.0	339.0	331.0	334.0	336.0	337.0	337.0	332.0	331.0	
Tue Jun 06 11:34:00 UTC 2017	0.0	1.047281664E9	2712.99853515625	0.0	2.5628672E7	0.0	3.0	1.051062272E9	47.47734451293945	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.07100000232458115	0.045499999076128006	0.04749999940395355	0.9922500252723694	0.7912486791610718	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	332.0	332.0	337.0	336.0	339.0	339.0	335.0	336.0	336.0	337.0	334.0	
Tue Jun 06 11:33:00 UTC 2017	0.0	1.047281664E9	2761.373779296875	0.0	2.5628672E7	0.0	2.0	1.051062272E9	42.692989349365234	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.08524999767541885	0.054999999701976776	0.04699999839067459	0.9919999837875366	0.7912350296974182	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	338.0	335.0	337.0	334.0	334.0	336.0	333.0	336.0	334.0	339.0	340.0	
Tue Jun 06 11:32:00 UTC 2017	0.0	1.047281664E9	2761.373779296875	0.0	2.5628672E7	0.0	2.0	1.051312128E9	50.090118408203125	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.06825000047683716	0.052000001072883606	0.045249998569488525	0.9922500252723694	0.7889476418495178	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	339.0	338.0	331.0	333.0	338.0	336.0	333.0	335.0	335.0	334.0	
Tue Jun 06 11:31:00 UTC 2017	0.0	1.047281664E9	2761.373779296875	0.0	2.5628672E7	0.0	2.0	1.050853376E9	50.201934814453125	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.09875000268220901	0.04975000023841858	0.04749999940395355	0.9919999837875366	0.789831280708313	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	330.0	333.0	339.0	339.0	333.0	340.0	335.0	338.0	335.0	335.0	
Tue Jun 06 11:30:00 UTC 2017	0.0	1.047281664E9	2761.373779296875	0.0	2.5628672E7	0.0	3.0	1.051041792E9	50.201934814453125	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.0820000022649765	0.048500001430511475	0.05025000125169754	0.9919999837875366	0.7889320254325867	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	337.0	333.0	334.0	334.0	339.0	336.0	335.0	334.0	335.0	332.0	
Tue Jun 06 11:29:00 UTC 2017	0.0	1.047281664E9	2761.373779296875	0.0	2.5628672E7	0.0	2.0	1.05095168E9	50.201934814453125	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07750000059604645	0.052000001072883606	0.042500000447034836	0.9919999837875366	0.7912032008171082	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	340.0	334.0	337.0	337.0	339.0	332.0	333.0	338.0	335.0	335.0	334.0	
Tue Jun 06 11:28:00 UTC 2017	0.0	1.047281664E9	2872.6220703125	0.0	2.5628672E7	0.0	2.0	1.05095168E9	50.201934814453125	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07500000298023224	0.05350000038743019	0.04774999991059303	0.9925000071525574	0.7889672517776489	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	339.0	339.0	333.0	334.0	340.0	337.0	336.0	337.0	339.0	339.0	
Tue Jun 06 11:27:00 UTC 2017	0.0	1.047281664E9	2504.370849609375	0.0	2.5628672E7	0.0	3.0	1.050738688E9	50.201934814453125	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07150000333786011	0.05324999988079071	0.04324999824166298	0.9925000071525574	0.7888752818107605	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	335.0	333.0	339.0	334.0	337.0	337.0	335.0	334.0	334.0	336.0	
Tue Jun 06 11:26:00 UTC 2017	0.0	1.047281664E9	3043.969970703125	0.0	2.5628672E7	0.0	4.0	1.050738688E9	52.109657287597656	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07450000196695328	0.04625000059604645	0.05025000125169754	0.9922500252723694	0.7910334467887878	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	333.0	335.0	334.0	333.0	341.0	332.0	336.0	333.0	340.0	338.0	333.0	
Tue Jun 06 11:25:00 UTC 2017	0.0	1.047281664E9	2536.039794921875	0.0	2.5628672E7	0.0	2.0	1.0508288E9	60.64552307128906	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.08449999988079071	0.05550000071525574	0.04800000041723251	0.9925000071525574	0.7887886762619019	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	337.0	335.0	335.0	335.0	338.0	333.0	335.0	333.0	336.0	337.0	
Tue Jun 06 11:24:00 UTC 2017	0.0	1.047281664E9	2478.858154296875	0.0	2.5628672E7	0.0	3.0	1.050738688E9	52.857177734375	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.07400000095367432	0.04800000041723251	0.045249998569488525	0.9922500252723694	0.7887876629829407	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	333.0	335.0	335.0	335.0	333.0	334.0	340.0	339.0	333.0	335.0	
Tue Jun 06 11:23:00 UTC 2017	0.0	1.047281664E9	2478.858154296875	0.0	2.5628672E7	0.0	3.0	1.050738688E9	52.857177734375	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.06650000065565109	0.05624999850988388	0.04749999940395355	0.9919999837875366	0.7902867794036865	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	338.0	338.0	339.0	334.0	337.0	340.0	333.0	335.0	336.0	333.0	
Tue Jun 06 11:22:00 UTC 2017	0.0	1.047281664E9	2787.9580078125	0.0	2.5628672E7	0.0	3.0	1.050525696E9	52.857177734375	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.08900000154972076	0.05350000038743019	0.04450000077486038	0.9919999837875366	0.7888287901878357	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	337.0	332.0	331.0	334.0	337.0	335.0	336.0	334.0	331.0	335.0	
Tue Jun 06 11:21:00 UTC 2017	0.0	1.047281664E9	2787.9580078125	0.0	2.5628672E7	0.0	2.0	1.050525696E9	52.857177734375	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.09049999713897705	0.04574999958276749	0.04699999839067459	0.9922500252723694	0.7888155579566956	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	332.0	337.0	334.0	337.0	334.0	329.0	338.0	338.0	337.0	337.0	
Tue Jun 06 11:20:00 UTC 2017	0.0	1.047281664E9	2787.9580078125	0.0	2.5628672E7	0.0	2.0	1.050615808E9	52.857177734375	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07599999755620956	0.05649999901652336	0.04600000008940697	0.9922500252723694	0.7910363674163818	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	336.0	331.0	332.0	338.0	336.0	336.0	336.0	334.0	331.0	332.0	
Tue Jun 06 11:19:00 UTC 2017	0.0	1.047281664E9	2787.9580078125	0.0	2.5628672E7	0.0	3.0	1.050525696E9	52.857177734375	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07400000095367432	0.04899999871850014	0.05000000074505806	0.9919999837875366	0.79090815782547	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	335.0	338.0	333.0	336.0	334.0	338.0	336.0	334.0	334.0	339.0	
Tue Jun 06 11:18:00 UTC 2017	0.0	1.047281664E9	2391.38427734375	0.0	2.5628672E7	0.0	2.0	1.050525696E9	52.857177734375	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.07999999821186066	0.04675000160932541	0.04574999958276749	0.9917500019073486	0.7887142896652222	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	336.0	335.0	338.0	332.0	337.0	333.0	332.0	337.0	338.0	337.0	
Tue Jun 06 11:17:00 UTC 2017	0.0	1.047281664E9	2523.12890625	0.0	2.5628672E7	0.0	2.0	1.0503168E9	48.442138671875	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07975000143051147	0.05624999850988388	0.0442500002682209	0.9919999837875366	0.7887083888053894	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	337.0	335.0	334.0	337.0	334.0	333.0	335.0	334.0	330.0	334.0	
Tue Jun 06 11:16:00 UTC 2017	0.0	1.047281664E9	3149.812744140625	0.0	2.5628672E7	0.0	4.0	1.050406912E9	43.29072952270508	0.0	0.0	1.047130112E9	1.03856128E9	0.0	null	0.0689999982714653	0.0430000014603138	0.05025000125169754	0.9922500252723694	0.7886903285980225	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	336.0	333.0	334.0	334.0	335.0	337.0	337.0	336.0	337.0	337.0	
Tue Jun 06 11:15:00 UTC 2017	0.0	1.047281664E9	3149.812744140625	0.0	2.5628672E7	0.0	5.0	1.050406912E9	48.536766052246094	0.0	0.0	1.047130112E9	1.03856128E9	0.0	null	0.07150000333786011	0.05274999886751175	0.04924999922513962	0.9919999837875366	0.7892505526542664	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	333.0	331.0	338.0	335.0	337.0	335.0	335.0	335.0	333.0	333.0	332.0	
Tue Jun 06 11:14:00 UTC 2017	0.0	1.047281664E9	2647.394775390625	0.0	2.5628672E7	0.0	2.0	1.0503168E9	46.087982177734375	0.0	0.0	1.047130112E9	1.03856128E9	0.0	null	0.07374999672174454	0.05274999886751175	0.04500000178813934	0.9922500252723694	0.7886418700218201	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	333.0	338.0	335.0	331.0	336.0	337.0	336.0	339.0	339.0	337.0	333.0	
Tue Jun 06 11:13:00 UTC 2017	0.0	1.047281664E9	2864.56396484375	0.0	2.5628672E7	0.0	3.0	1.0503168E9	45.174957275390625	0.0	0.0	1.047130112E9	1.03856128E9	0.0	null	0.07975000143051147	0.04924999922513962	0.045249998569488525	0.9919999837875366	0.788616418838501	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	332.0	332.0	337.0	336.0	334.0	334.0	335.0	335.0	338.0	336.0	
Tue Jun 06 11:12:00 UTC 2017	0.0	1.047281664E9	2907.5263671875	0.0	2.5628672E7	0.0	3.0	1.050103808E9	46.70220947265625	0.0	0.0	1.047130112E9	1.037533184E9	0.0	0.0	0.07100000232458115	0.054999999701976776	0.04774999991059303	0.9917500019073486	0.7886056900024414	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	331.0	337.0	336.0	334.0	338.0	333.0	335.0	337.0	336.0	334.0	334.0	
Tue Jun 06 11:11:00 UTC 2017	0.0	1.047281664E9	2907.5263671875	0.0	2.5628672E7	0.0	2.0	1.050103808E9	46.70220947265625	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.10700000077486038	0.05025000125169754	0.04724999889731407	0.9922500252723694	0.7885841131210327	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	336.0	335.0	336.0	334.0	332.0	336.0	337.0	338.0	336.0	336.0	337.0	
Tue Jun 06 11:10:00 UTC 2017	0.0	1.047281664E9	2542.08740234375	0.0	2.5731072E7	0.0	5.0	1.05592832E9	41.23717498779297	0.0	0.0	1.047130112E9	1.03856128E9	0.0	0.0	0.06499999761581421	0.04774999991059303	0.04874999821186066	0.9919999837875366	0.7885268926620483	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	334.0	333.0	337.0	333.0	336.0	334.0	335.0	334.0	335.0	337.0	336.0	
Tue Jun 06 11:09:00 UTC 2017	0.0	1.047281664E9	2670.885498046875	0.0	2.5731072E7	0.0	2.0	1.055633408E9	60.72566604614258	0.0	0.0	1.047130112E9	1.03856128E9	0.0	null	0.07275000214576721	0.05249999836087227	0.045499999076128006	0.9922500252723694	0.7897613048553467	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	337.0	338.0	332.0	337.0	336.0	335.0	334.0	337.0	333.0	335.0	336.0	
Tue Jun 06 11:08:00 UTC 2017	0.0	1.047281664E9	3198.228759765625	0.0	2.5731072E7	0.0	2.0	1.055633408E9	60.72566604614258	0.0	0.0	1.047130112E9	1.037533184E9	0.0	null	0.08349999785423279	0.0494999997317791	0.04600000008940697	0.9922500252723694	0.7884907126426697	0.0	244.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	335.0	337.0	337.0	335.0	336.0	334.0	334.0	336.0	336.0	336.0	336.0	
